customer_id,age,gender,region,education_level,employment_type,annual_income,loan_amount,loan_purpose,credit_score,repayment_history,transaction_count,spending_ratio,join_date,default_flag
CUST02160,59,Female,North,Primary,Unemployed,1512544.77,624849.32,Home,503.3,17,149,31.36,2018-12-03,1
CUST02161,20,Other,South,Primary,Self-Employed,2162676.75,1734971.27,Business,371.7,9,171,9.15,2018-07-16,1
CUST02162,46,Other,West,Primary,Self-Employed,1219175.79,1445392.64,Education,519.2,17,391,111.13,2022-06-03,1
CUST02163,47,Female,West,Secondary,Self-Employed,918829.1,1953216.15,Education,712.5,18,193,33.59,2024-04-30,0
CUST02164,69,Male,North,Primary,Self-Employed,1530667.09,1898768.33,Education,571.2,1,38,103.65,2025-12-02,1
CUST02165,22,Other,West,Graduate,Self-Employed,2680113.24,1110423.54,Home,608.7,13,66,62.81,2022-06-15,0
CUST02166,23,Other,West,Primary,Salaried,2988256.35,1624743.49,Home,398.3,13,304,86.45,2022-11-24,1
CUST02167,66,Female,West,Graduate,Unemployed,2521554.81,1041701.79,Education,784.9,0,201,97.71,2026-03-20,1
CUST02168,60,Female,East,Graduate,Unemployed,607878.67,518443.8,Other,480.1,5,44,71.96,2022-11-23,1
CUST02169,28,Other,East,Graduate,Unemployed,1666464.97,1153855.55,Other,801.0,20,346,66.88,2022-09-04,0
CUST02170,70,Female,East,Post-Graduate,Unemployed,1886618.31,1458517.51,Home,452.1,4,319,77.08,2024-03-17,1
CUST02171,21,Male,South,Post-Graduate,Self-Employed,941361.55,1750407.87,Business,830.6,10,274,61.6,2020-07-08,0
CUST02172,43,Female,South,Post-Graduate,Self-Employed,1500450.83,1565138.35,Home,821.2,6,252,70.31,2022-08-06,0
CUST02173,23,Male,East,Secondary,Salaried,1703043.62,137450.38,Home,420.7,18,294,91.01,2021-02-22,1
CUST02174,60,Other,East,Secondary,Salaried,212778.57,1060695.85,Home,508.9,11,111,111.4,2019-11-29,1
CUST02175,52,Female,East,Graduate,Self-Employed,1539424.87,697914.55,Home,302.5,13,169,94.15,2020-04-29,1
CUST02176,66,Female,East,Primary,Unemployed,1095050.81,1775115.5,Other,705.6,2,292,97.81,2025-04-20,1
CUST02177,33,Male,West,Secondary,Self-Employed,1108997.46,344057.53,Home,468.7,22,289,62.0,2025-07-16,1
CUST02178,24,Female,East,Graduate,Self-Employed,1661730.41,169483.78,Car,378.5,19,441,41.21,2018-08-05,1
CUST02179,54,Female,East,Secondary,Self-Employed,343795.97,1872624.43,Business,660.8,11,31,112.66,2024-11-30,0
CUST02180,52,Male,North,Secondary,Self-Employed,2632163.84,1013941.37,Other,623.7,22,484,52.44,2021-01-20,0
CUST02181,63,Female,West,Secondary,Self-Employed,2313517.62,1741445.39,Home,403.0,12,127,100.97,2018-04-16,1
CUST02182,59,Other,South,Secondary,Unemployed,2620831.09,1307391.38,Other,454.4,17,49,109.87,2024-06-20,1
CUST02183,68,Female,West,Secondary,Unemployed,1352625.85,1951823.47,Education,641.2,5,413,118.8,2018-07-20,1
CUST02184,37,Other,West,Post-Graduate,Unemployed,2368734.83,1769025.79,Car,812.6,1,269,97.92,2026-01-09,1
CUST02185,67,Female,South,Graduate,Unemployed,791414.42,1070294.78,Home,481.9,6,421,16.56,2022-07-20,1
CUST02186,63,Other,East,Graduate,Salaried,1574520.17,1967197.15,Business,613.2,23,500,79.31,2022-04-14,0
CUST02187,30,Other,West,Post-Graduate,Unemployed,2792650.92,1446012.51,Education,789.9,9,66,100.03,2024-11-27,0
CUST02188,49,Female,West,Secondary,Salaried,1642913.63,926725.38,Education,528.4,19,282,108.34,2020-12-15,1
CUST02189,63,Male,North,Post-Graduate,Self-Employed,1715107.49,307759.06,Education,692.0,15,51,82.22,2025-06-27,0
CUST02190,29,Male,East,Graduate,Unemployed,2289655.27,1940593.2,Other,441.6,8,310,20.43,2026-01-12,1
CUST02191,55,Other,North,Graduate,Self-Employed,1859421.95,1698229.12,Other,772.6,23,42,115.33,2020-12-14,0
CUST02192,24,Other,East,Post-Graduate,Self-Employed,1609407.89,545668.16,Education,633.7,19,101,99.93,2019-08-09,0
CUST02193,66,Male,South,Post-Graduate,Salaried,1579423.4,1440561.74,Car,498.8,8,326,62.87,2020-01-18,1
CUST02194,61,Male,East,Primary,Salaried,778364.26,297508.25,Other,364.4,23,58,42.83,2022-09-11,1
CUST02195,26,Female,East,Graduate,Salaried,2204981.81,1134606.22,Other,771.6,13,146,28.17,2025-04-01,0
CUST02196,60,Male,South,Post-Graduate,Salaried,1565813.64,1011268.43,Business,450.7,21,312,53.16,2020-02-05,1
CUST02197,34,Male,South,Primary,Salaried,1482940.35,1387108.98,Home,662.7,12,135,77.31,2022-06-09,0
CUST02198,25,Female,West,Secondary,Unemployed,809615.61,28947.77,Car,671.3,17,414,108.79,2020-04-30,0
CUST02199,67,Female,North,Graduate,Unemployed,1758588.82,354943.82,Car,705.1,17,397,29.71,2025-04-15,0
CUST02200,52,Male,North,Post-Graduate,Self-Employed,499072.99,901262.17,Other,642.9,8,369,16.27,2023-08-24,0
CUST02201,43,Female,West,Post-Graduate,Self-Employed,2338974.74,1100030.74,Education,350.6,5,66,19.61,2021-12-08,1
CUST02202,32,Male,North,Primary,Unemployed,357447.07,333279.0,Business,754.5,6,227,79.37,2025-10-18,0
CUST02203,49,Female,West,Graduate,Unemployed,804543.94,1548142.02,Other,365.7,8,401,44.79,2022-06-11,1
CUST02204,59,Female,East,Secondary,Self-Employed,2005231.7,491190.86,Education,483.3,6,386,102.05,2022-01-20,1
CUST02205,52,Female,North,Secondary,Salaried,580363.26,912874.57,Car,599.1,6,434,24.63,2024-11-01,0
CUST02206,60,Other,North,Secondary,Self-Employed,968208.29,724937.71,Car,523.8,24,386,64.13,2018-10-15,1
CUST02207,28,Other,West,Graduate,Self-Employed,2196741.67,1534700.82,Car,713.3,15,107,23.36,2025-02-20,0
CUST02208,40,Female,East,Primary,Salaried,2870809.03,213724.53,Car,482.8,14,273,33.11,2025-11-16,1
CUST02209,42,Other,South,Secondary,Unemployed,2922314.61,887005.69,Car,367.1,9,286,87.33,2018-12-04,1
CUST02210,39,Male,South,Graduate,Unemployed,869819.54,1352105.99,Other,717.5,19,204,53.2,2021-05-16,0
CUST02211,66,Male,North,Post-Graduate,Unemployed,2519886.55,592879.4,Home,597.7,7,394,28.67,2018-09-18,0
CUST02212,20,Male,South,Primary,Unemployed,2122543.11,1540936.14,Business,418.1,16,288,70.9,2023-10-27,1
CUST02213,63,Other,North,Post-Graduate,Unemployed,1133351.63,1729911.38,Education,603.7,14,11,48.37,2021-10-01,0
CUST02214,42,Male,East,Secondary,Self-Employed,1117500.51,1368526.74,Business,314.7,10,71,21.95,2021-04-25,1
CUST02215,45,Other,South,Post-Graduate,Self-Employed,179539.95,1820749.1,Car,580.6,17,374,18.0,2025-04-25,0
CUST02216,52,Male,North,Secondary,Unemployed,1817720.71,585076.89,Car,756.2,20,304,44.9,2023-06-17,0
CUST02217,55,Male,South,Graduate,Unemployed,522644.27,1561896.06,Car,621.2,11,225,14.38,2024-10-28,0
CUST02218,22,Male,North,Secondary,Salaried,2176293.37,1909849.08,Other,807.0,22,390,109.62,2018-12-11,0
CUST02219,49,Male,South,Post-Graduate,Salaried,2776229.49,1196967.39,Car,645.2,17,343,22.53,2026-02-15,0
CUST02220,27,Female,East,Post-Graduate,Salaried,1895540.58,1139881.95,Education,706.5,9,52,67.49,2018-10-27,0
CUST02221,32,Male,East,Graduate,Salaried,2329939.29,1955068.27,Other,350.5,3,251,56.51,2023-03-25,1
CUST02222,42,Male,South,Post-Graduate,Self-Employed,1170972.13,684600.76,Car,348.7,11,68,119.38,2020-12-07,1
CUST02223,29,Female,West,Post-Graduate,Salaried,501472.63,1951812.85,Car,519.2,17,489,105.25,2021-06-27,1
CUST02224,29,Other,North,Post-Graduate,Self-Employed,2115963.71,846438.68,Education,500.6,13,168,114.11,2018-04-17,1
CUST02225,64,Other,East,Graduate,Self-Employed,2481804.18,136544.64,Car,413.2,14,168,83.33,2022-07-19,1
CUST02226,33,Female,East,Graduate,Self-Employed,661624.77,827787.24,Car,801.8,1,241,74.22,2021-05-21,1
CUST02227,39,Other,North,Graduate,Salaried,347586.55,1029942.61,Car,561.8,24,292,45.61,2020-02-26,0
CUST02228,62,Other,North,Primary,Self-Employed,634620.41,1077830.17,Business,748.3,14,443,83.63,2022-07-23,0
CUST02229,18,Other,North,Primary,Salaried,2146329.08,284659.08,Home,846.0,11,445,78.84,2020-10-07,0
CUST02230,60,Female,South,Primary,Salaried,2711545.17,654334.44,Home,341.9,23,25,54.93,2018-10-20,1
CUST02231,62,Other,East,Primary,Salaried,1654463.89,1908970.81,Business,352.3,18,138,47.63,2018-12-20,1
CUST02232,65,Female,South,Graduate,Salaried,1483858.8,1982235.9,Home,600.3,23,435,14.77,2018-06-15,0
CUST02233,32,Female,West,Graduate,Salaried,1242625.99,1091858.87,Education,675.7,3,387,46.27,2019-10-30,1
CUST02234,69,Male,North,Primary,Salaried,234523.75,1400724.26,Business,531.6,4,13,6.51,2023-09-06,1
CUST02235,31,Male,West,Graduate,Unemployed,2885246.74,1294528.27,Car,476.4,8,202,108.33,2019-05-09,1
CUST02236,69,Female,North,Post-Graduate,Self-Employed,2860115.8,484142.26,Business,722.6,3,226,89.27,2019-03-30,1
CUST02237,69,Female,North,Graduate,Self-Employed,2593388.58,1839923.82,Business,437.1,22,442,33.25,2019-08-25,1
CUST02238,46,Other,North,Post-Graduate,Unemployed,1501120.35,385897.49,Home,307.2,3,19,96.33,2019-01-01,1
CUST02239,69,Male,West,Secondary,Self-Employed,118842.85,1036995.63,Car,485.5,21,410,104.24,2021-09-13,1
CUST02240,60,Female,West,Graduate,Unemployed,2257430.33,906374.48,Home,847.4,21,405,31.87,2019-08-07,0
CUST02241,39,Other,South,Post-Graduate,Self-Employed,1736041.13,78307.65,Home,610.3,24,433,14.72,2024-11-19,0
CUST02242,64,Other,East,Primary,Salaried,2518285.15,64436.52,Education,499.6,8,36,83.95,2020-02-22,1
CUST02243,61,Other,East,Post-Graduate,Salaried,654894.32,264893.37,Home,775.1,24,88,35.05,2025-11-30,0
CUST02244,43,Male,North,Secondary,Unemployed,1800251.59,1393113.96,Other,418.1,5,463,70.22,2020-09-15,1
CUST02245,23,Female,South,Graduate,Self-Employed,2954077.03,1273863.76,Home,766.8,18,469,41.72,2018-05-30,0
CUST02246,47,Female,West,Secondary,Salaried,1015237.26,1812488.42,Business,383.1,0,430,41.23,2022-09-11,1
CUST02247,58,Male,South,Graduate,Self-Employed,2844255.74,894685.56,Education,507.3,3,129,94.49,2025-11-23,1
CUST02248,39,Other,South,Graduate,Unemployed,899613.92,1267915.65,Other,322.8,17,119,56.3,2020-09-08,1
CUST02249,57,Female,West,Secondary,Salaried,1784909.05,41718.66,Education,795.6,1,162,79.23,2022-10-28,1
CUST02250,40,Male,North,Primary,Salaried,2101212.16,955600.66,Business,407.4,5,133,95.69,2024-10-02,1
CUST02251,50,Male,South,Primary,Salaried,1796123.39,615636.08,Home,750.9,17,276,26.24,2022-11-16,0
CUST02252,64,Female,North,Primary,Salaried,967254.99,903030.13,Car,439.7,13,415,93.46,2023-05-04,1
CUST02253,18,Male,East,Graduate,Salaried,2151585.53,913374.77,Car,697.8,20,222,37.64,2022-10-30,0
CUST02254,45,Other,North,Primary,Unemployed,436987.85,1879062.49,Education,802.8,9,136,26.24,2020-11-06,0
CUST02255,41,Other,South,Secondary,Salaried,1963265.03,1321591.45,Business,463.6,6,33,41.27,2020-05-16,1
CUST02256,24,Male,South,Secondary,Unemployed,936849.63,1891827.08,Home,436.8,19,243,44.73,2021-10-23,1
CUST02257,70,Female,North,Graduate,Self-Employed,1111087.41,422446.44,Education,366.4,20,421,14.1,2024-12-10,1
CUST02258,23,Other,South,Post-Graduate,Unemployed,627150.82,435094.89,Education,474.9,7,31,72.24,2021-08-06,1
CUST02259,60,Other,East,Secondary,Unemployed,1931814.79,775146.46,Car,318.8,18,257,58.9,2019-06-25,1
CUST02260,18,Male,North,Secondary,Unemployed,2127983.87,835892.5,Home,656.4,12,124,66.11,2025-04-25,0
CUST02261,42,Male,North,Post-Graduate,Salaried,1522325.87,937500.8,Car,565.6,7,108,80.29,2020-09-23,0
CUST02262,28,Male,West,Post-Graduate,Self-Employed,2169482.11,822904.46,Other,646.1,2,396,19.96,2020-08-31,1
CUST02263,21,Male,North,Secondary,Salaried,1418909.58,1804056.31,Car,499.2,11,97,31.5,2020-08-06,1
CUST02264,56,Male,North,Primary,Salaried,1974095.53,364714.01,Business,633.4,11,353,56.07,2020-11-20,0
CUST02265,21,Female,West,Graduate,Self-Employed,413705.01,1947974.45,Education,669.9,8,349,20.87,2024-02-09,0
CUST02266,24,Male,South,Post-Graduate,Unemployed,1918766.24,1330135.29,Car,676.6,13,236,64.9,2026-02-08,0
CUST02267,19,Female,East,Primary,Salaried,1354794.49,1695786.26,Home,518.9,19,71,118.94,2021-10-13,1
CUST02268,38,Female,North,Graduate,Salaried,895272.03,1176845.32,Other,712.5,20,70,72.99,2025-02-05,0
CUST02269,64,Other,South,Secondary,Self-Employed,1511976.49,1457170.03,Car,380.2,1,367,102.8,2023-10-31,1
CUST02270,50,Female,West,Post-Graduate,Self-Employed,906397.75,1584922.52,Education,795.4,17,177,41.34,2023-09-28,0
CUST02271,24,Female,South,Post-Graduate,Self-Employed,2062335.8,50442.9,Education,555.2,21,400,37.53,2019-11-04,0
CUST02272,51,Male,North,Secondary,Self-Employed,1664107.33,1985502.02,Home,649.3,24,352,75.56,2025-02-07,0
CUST02273,36,Female,South,Secondary,Salaried,2365009.94,1541788.22,Education,417.7,13,437,79.83,2021-07-14,1
CUST02274,21,Other,South,Primary,Self-Employed,559923.63,97633.08,Home,426.6,23,483,27.77,2023-07-16,1
CUST02275,25,Other,South,Secondary,Salaried,173715.96,1000621.83,Other,575.7,11,355,40.84,2021-03-20,0
CUST02276,61,Male,West,Primary,Unemployed,1520552.36,916088.06,Home,697.6,12,350,115.83,2018-11-07,0
CUST02277,47,Female,South,Primary,Unemployed,1486399.16,614696.44,Business,411.1,15,193,14.34,2019-02-28,1
CUST02278,48,Male,West,Secondary,Salaried,718973.89,1086584.83,Car,841.7,9,256,41.36,2025-07-03,0
CUST02279,67,Male,North,Secondary,Salaried,917207.79,1250942.07,Car,633.1,24,274,117.46,2022-09-30,0
CUST02280,22,Female,South,Primary,Self-Employed,2793095.21,1123051.37,Business,530.3,3,487,68.74,2024-02-23,1
CUST02281,56,Male,South,Graduate,Self-Employed,214029.18,763403.18,Car,804.2,22,433,58.84,2021-11-06,0
CUST02282,42,Other,East,Post-Graduate,Salaried,2136220.2,574159.26,Business,399.3,6,53,72.45,2020-05-17,1
CUST02283,66,Other,East,Post-Graduate,Salaried,156333.62,718135.67,Education,845.9,1,281,60.69,2024-08-27,1
CUST02284,39,Male,East,Secondary,Self-Employed,1296878.36,1991255.02,Education,420.9,15,172,90.82,2025-12-18,1
CUST02285,64,Female,East,Graduate,Unemployed,826105.55,155627.06,Other,340.3,18,151,105.05,2023-09-11,1
CUST02286,44,Other,South,Primary,Salaried,2482954.58,1223619.44,Car,816.5,21,166,39.75,2020-05-16,0
CUST02287,41,Other,South,Primary,Salaried,2694069.62,1608755.68,Car,307.4,17,291,67.42,2021-12-12,1
CUST02288,24,Other,South,Post-Graduate,Self-Employed,997054.6,185924.48,Business,388.6,21,18,96.21,2024-07-17,1
CUST02289,58,Male,South,Secondary,Unemployed,2090474.35,1193572.98,Home,548.3,24,454,83.15,2025-10-24,1
CUST02290,42,Male,West,Graduate,Self-Employed,2944249.83,387910.21,Home,363.6,23,291,35.41,2023-06-02,1
CUST02291,46,Female,East,Primary,Salaried,2898287.54,1391301.78,Other,621.4,1,233,60.18,2024-10-08,1
CUST02292,70,Male,West,Secondary,Self-Employed,1843044.85,771093.46,Business,734.6,5,333,84.57,2020-01-10,1
CUST02293,41,Other,West,Graduate,Salaried,2522436.84,1211468.83,Car,642.3,2,34,80.19,2023-11-15,1
CUST02294,39,Male,East,Primary,Self-Employed,2208580.47,203284.25,Car,818.5,22,476,59.9,2018-08-08,0
CUST02295,41,Male,North,Secondary,Salaried,259298.9,140905.99,Other,810.3,5,211,26.95,2020-09-25,1
CUST02296,68,Male,South,Primary,Self-Employed,1991743.16,1088866.4,Other,832.1,2,434,7.18,2022-03-24,1
CUST02297,58,Male,West,Secondary,Salaried,970878.55,116311.34,Car,766.2,15,167,18.9,2022-04-20,0
CUST02298,29,Male,West,Graduate,Unemployed,208080.11,1239572.86,Business,519.0,18,383,111.13,2022-08-14,1
CUST02299,45,Female,South,Secondary,Salaried,830409.82,405147.48,Car,834.9,18,120,119.13,2019-11-27,0
CUST02300,43,Other,North,Secondary,Unemployed,2041091.55,1042064.77,Education,621.5,4,297,108.89,2024-01-04,1
CUST02301,39,Other,East,Primary,Self-Employed,2894046.07,1951338.02,Car,413.8,17,419,110.9,2021-07-21,1
CUST02302,21,Male,North,Secondary,Self-Employed,2814023.79,682366.36,Car,552.5,16,224,93.18,2021-08-28,0
CUST02303,61,Other,South,Graduate,Unemployed,1824677.15,1063793.82,Education,629.6,1,370,75.75,2025-11-04,1
CUST02304,47,Male,East,Primary,Salaried,2917229.81,688033.44,Education,704.6,23,339,61.53,2023-10-12,0
CUST02305,18,Female,West,Primary,Unemployed,2916003.86,1710664.62,Other,507.0,11,116,35.13,2022-04-14,1
CUST02306,69,Female,North,Post-Graduate,Salaried,649496.64,1162226.08,Other,553.4,21,275,80.28,2025-09-27,0
CUST02307,19,Female,East,Graduate,Unemployed,123929.9,111260.76,Business,320.3,13,81,104.65,2021-03-18,1
CUST02308,35,Female,South,Secondary,Salaried,1948929.71,1936808.5,Home,621.9,1,124,40.79,2019-10-07,1
CUST02309,41,Other,East,Primary,Salaried,750110.3,1719960.25,Business,322.5,14,372,42.48,2021-03-28,1
CUST02310,18,Female,West,Primary,Unemployed,764449.93,86651.36,Home,485.8,22,298,26.56,2022-09-04,1
CUST02311,52,Female,East,Post-Graduate,Salaried,2805535.16,28116.29,Car,427.1,3,281,87.86,2021-11-09,1
CUST02312,19,Female,South,Graduate,Unemployed,1994974.4,976428.72,Car,590.7,6,21,29.61,2023-07-06,0
CUST02313,21,Male,West,Secondary,Unemployed,957149.12,1353778.93,Business,778.8,11,267,84.01,2024-11-16,0
CUST02314,32,Other,North,Graduate,Salaried,808008.29,809700.05,Business,439.3,0,161,78.14,2024-05-17,1
CUST02315,28,Female,West,Primary,Salaried,1241599.3,1444713.16,Education,611.1,14,390,14.33,2024-05-31,0
CUST02316,67,Male,South,Graduate,Salaried,182366.45,1367264.78,Other,738.2,18,40,33.54,2022-02-06,0
CUST02317,58,Female,South,Primary,Unemployed,2674201.45,645176.51,Home,777.3,21,304,95.79,2020-05-05,0
CUST02318,22,Female,East,Primary,Salaried,1044856.37,1364256.04,Other,563.5,17,327,40.29,2024-12-06,0
CUST02319,44,Male,East,Post-Graduate,Self-Employed,317701.54,869950.56,Other,821.8,12,447,16.71,2018-07-26,0
CUST02320,43,Female,West,Primary,Salaried,856713.92,1725688.63,Business,525.4,21,85,101.4,2019-09-09,1
CUST02321,53,Male,South,Post-Graduate,Salaried,2885438.64,1371940.93,Other,826.3,24,312,25.43,2025-01-04,0
CUST02322,36,Male,East,Secondary,Salaried,708156.45,1681153.4,Education,310.2,16,5,85.64,2019-12-22,1
CUST02323,31,Male,East,Post-Graduate,Salaried,1118734.47,531063.32,Business,362.7,11,360,33.21,2022-08-28,1
CUST02324,33,Male,West,Post-Graduate,Unemployed,1496190.35,1601910.7,Business,704.5,16,287,77.92,2025-09-26,0
CUST02325,58,Other,West,Secondary,Self-Employed,2714689.86,175654.48,Car,388.9,10,262,15.47,2021-06-14,1
CUST02326,42,Other,East,Graduate,Unemployed,1599110.62,789291.71,Business,399.0,12,318,58.1,2025-10-19,1
CUST02327,28,Other,South,Primary,Self-Employed,2843593.27,1643066.45,Other,605.5,5,246,49.53,2024-04-22,1
CUST02328,36,Female,North,Graduate,Unemployed,930823.41,1305603.25,Education,711.5,17,264,98.16,2018-11-02,0
CUST02329,62,Female,South,Primary,Unemployed,1922311.52,1051161.22,Other,592.9,3,78,79.28,2023-06-09,1
CUST02330,55,Other,West,Secondary,Unemployed,1009793.61,1963111.62,Education,652.6,22,218,19.35,2018-03-07,0
CUST02331,45,Other,North,Graduate,Self-Employed,1105299.36,1013276.03,Business,321.5,2,291,104.76,2023-05-22,1
CUST02332,27,Male,North,Secondary,Salaried,119973.69,51405.64,Business,621.7,21,110,70.2,2023-01-31,0
CUST02333,57,Male,South,Post-Graduate,Unemployed,1095476.23,889214.42,Education,497.6,18,360,90.5,2018-05-09,1
CUST02334,69,Male,East,Primary,Unemployed,1564338.52,1440418.12,Car,662.7,23,59,36.58,2022-04-07,0
CUST02335,61,Other,North,Post-Graduate,Unemployed,2283477.85,373421.91,Business,670.2,12,107,10.93,2019-07-27,0
CUST02336,33,Female,West,Primary,Unemployed,2258852.44,1710739.98,Car,655.8,7,262,103.48,2021-11-21,0
CUST02337,30,Male,North,Primary,Self-Employed,1956268.92,1898546.25,Education,614.7,1,85,106.31,2018-09-18,1
CUST02338,20,Female,South,Graduate,Unemployed,2252702.3,395630.28,Home,308.9,17,430,100.01,2018-04-02,1
CUST02339,27,Female,East,Graduate,Unemployed,1499946.48,562687.24,Home,661.6,5,462,89.1,2020-08-20,1
CUST02340,31,Female,East,Post-Graduate,Salaried,1561355.81,1745080.89,Education,709.4,6,403,29.15,2024-12-19,0
CUST02341,68,Male,North,Graduate,Self-Employed,2456223.23,1059638.78,Education,632.5,23,380,97.78,2021-05-25,0
CUST02342,23,Female,South,Post-Graduate,Salaried,661227.88,1484554.04,Education,655.4,20,268,113.37,2018-02-05,0
CUST02343,27,Male,West,Post-Graduate,Salaried,1028946.11,773785.58,Car,607.4,21,59,12.92,2020-03-05,0
CUST02344,39,Male,East,Primary,Salaried,1903064.19,1510113.08,Education,616.4,17,290,21.8,2024-11-13,0
CUST02345,26,Female,North,Post-Graduate,Salaried,872806.66,1317135.22,Home,374.1,4,152,78.37,2023-05-09,1
CUST02346,41,Male,East,Graduate,Unemployed,1617092.79,1264025.27,Business,819.2,18,225,64.53,2018-07-19,0
CUST02347,30,Male,North,Primary,Unemployed,725809.44,1352891.05,Home,312.1,17,230,59.63,2018-04-30,1
CUST02348,35,Other,South,Secondary,Unemployed,2373610.86,1482412.85,Car,620.9,4,111,38.35,2018-10-02,1
CUST02349,36,Male,West,Secondary,Salaried,1282231.17,485773.04,Other,323.6,4,259,101.45,2026-01-09,1
CUST02350,22,Female,East,Graduate,Self-Employed,2906397.62,1692763.82,Education,716.5,3,394,81.29,2023-08-16,1
CUST02351,50,Male,West,Graduate,Unemployed,250852.61,864915.42,Other,682.9,22,39,112.71,2018-04-28,0
CUST02352,21,Female,North,Secondary,Salaried,2626422.27,972113.82,Car,701.0,2,126,108.59,2019-01-30,1
CUST02353,27,Other,West,Graduate,Salaried,2562184.59,1793143.91,Business,726.0,0,415,34.51,2018-02-07,1
CUST02354,28,Male,South,Secondary,Unemployed,2911596.03,701712.06,Other,689.9,16,92,107.75,2022-09-23,0
CUST02355,38,Male,North,Primary,Salaried,705056.51,936550.32,Education,707.9,10,395,64.66,2025-04-05,0
CUST02356,61,Male,East,Post-Graduate,Self-Employed,2018291.0,149050.55,Car,585.5,9,360,78.31,2023-05-19,0
CUST02357,54,Female,South,Graduate,Self-Employed,2700623.17,77071.07,Home,764.6,2,448,40.86,2025-06-12,1
CUST02358,37,Female,East,Secondary,Unemployed,1955584.79,1430946.89,Business,463.0,19,130,53.25,2019-04-04,1
CUST02359,66,Other,South,Graduate,Unemployed,2933266.39,419402.49,Business,445.3,1,290,111.77,2018-03-03,1
CUST02360,70,Other,East,Secondary,Salaried,1286871.59,899926.1,Car,333.5,7,286,12.64,2024-09-03,1
CUST02361,21,Female,West,Post-Graduate,Salaried,2702639.03,1176542.74,Education,782.9,6,285,107.64,2024-05-15,0
CUST02362,22,Female,South,Post-Graduate,Self-Employed,2795827.05,175814.99,Car,775.4,4,107,98.59,2025-01-29,1
CUST02363,46,Female,East,Graduate,Self-Employed,2523197.21,1782572.87,Other,552.3,10,69,111.97,2019-10-25,0
CUST02364,64,Female,West,Secondary,Self-Employed,122516.62,744916.21,Other,483.3,2,241,14.16,2025-05-04,1
CUST02365,30,Other,North,Graduate,Unemployed,1016359.08,856901.45,Car,630.4,10,199,43.75,2021-07-16,0
CUST02366,57,Male,North,Graduate,Unemployed,2583310.97,1782794.08,Education,804.1,20,285,10.03,2018-04-01,0
CUST02367,36,Female,West,Post-Graduate,Salaried,148291.27,1527355.21,Home,739.8,21,396,110.56,2024-12-15,0
CUST02368,28,Male,West,Graduate,Self-Employed,2800046.23,673728.62,Business,672.6,3,343,36.66,2024-09-11,1
CUST02369,34,Female,East,Secondary,Self-Employed,729171.04,1739792.99,Education,716.3,4,305,13.84,2021-10-25,1
CUST02370,37,Male,East,Secondary,Unemployed,2563795.38,1541453.45,Home,727.5,11,184,51.38,2020-07-28,0
CUST02371,25,Male,South,Primary,Unemployed,1792978.67,815664.13,Home,779.9,4,143,11.04,2021-03-24,1
CUST02372,47,Female,West,Primary,Salaried,2415440.4,513286.54,Business,610.5,7,490,115.63,2020-02-11,0
CUST02373,51,Male,North,Post-Graduate,Self-Employed,2287974.42,1520453.09,Home,640.9,19,168,50.53,2019-12-24,0
CUST02374,54,Male,West,Post-Graduate,Salaried,1591392.32,422443.65,Car,749.1,15,137,69.08,2024-04-30,0
CUST02375,41,Male,East,Post-Graduate,Salaried,1187518.25,1043091.63,Home,773.7,12,165,96.07,2020-06-15,0
CUST02376,27,Female,North,Post-Graduate,Salaried,896878.42,1914365.36,Home,695.2,14,195,35.0,2025-01-22,0
CUST02377,25,Male,North,Post-Graduate,Unemployed,2163265.28,1947603.44,Business,575.0,0,426,92.43,2023-10-14,1
CUST02378,58,Female,West,Post-Graduate,Unemployed,112159.57,185900.82,Other,626.2,6,1,104.66,2025-04-10,0
CUST02379,65,Female,South,Post-Graduate,Unemployed,2693447.88,508851.49,Car,333.1,22,498,53.24,2025-10-05,1
CUST02380,27,Male,South,Post-Graduate,Salaried,154169.59,1003777.55,Home,405.0,22,107,23.56,2022-06-27,1
CUST02381,19,Female,North,Graduate,Self-Employed,558032.17,1636830.0,Car,509.3,4,301,99.54,2023-02-03,1
CUST02382,35,Female,North,Graduate,Self-Employed,2457242.61,797133.08,Home,679.7,23,286,108.15,2022-09-19,0
CUST02383,22,Other,West,Primary,Salaried,2844321.53,1393519.8,Business,612.0,24,334,59.9,2019-09-19,0
CUST02384,54,Female,South,Secondary,Unemployed,1811859.07,1410529.0,Home,526.3,16,295,76.0,2021-12-03,1
CUST02385,34,Female,East,Secondary,Unemployed,1246900.89,467838.59,Business,365.4,10,62,68.49,2023-02-01,1
CUST02386,38,Female,West,Post-Graduate,Salaried,1273782.29,1484012.36,Business,769.5,24,156,43.6,2019-03-08,0
CUST02387,33,Male,North,Post-Graduate,Self-Employed,2257544.39,182380.53,Business,736.3,4,144,97.31,2021-10-23,1
CUST02388,34,Male,South,Primary,Self-Employed,889896.4,1915101.61,Business,755.6,20,380,95.37,2018-11-01,0
CUST02389,63,Other,South,Primary,Salaried,1709109.85,1585803.81,Other,610.7,15,178,64.83,2023-02-15,0
CUST02390,46,Other,North,Secondary,Unemployed,1650166.69,982014.06,Home,314.8,12,14,105.56,2021-03-08,1
CUST02391,38,Other,South,Graduate,Unemployed,1540125.9,339906.72,Car,747.3,2,86,68.51,2023-03-10,1
CUST02392,69,Other,West,Post-Graduate,Unemployed,1141217.55,940823.43,Education,307.4,17,368,118.53,2018-07-15,1
