customer_id,age,gender,region,education_level,employment_type,annual_income,loan_amount,loan_purpose,credit_score,repayment_history,transaction_count,spending_ratio,join_date,default_flag,debt_to_income_ratio,avg_monthly_transactions,spending_to_income_ratio
CUST02781,54,Female,South,Primary,Self-Employed,2793335.96,1789462.59,Other,623.3,4,145,41.89,2023-11-07,1,0.6406184632370537,24.166666666666668,41.89
CUST02782,30,Male,North,Primary,Unemployed,2371058.66,1170943.51,Education,731.6,16,108,58.99,2023-09-21,0,0.49384839344295256,18.0,58.99
CUST02783,50,Male,North,Post-Graduate,Self-Employed,1137225.88,947669.38,Home,524.6,22,364,16.42,2025-11-27,1,0.8333167549792307,60.666666666666664,16.42
CUST02784,59,Other,South,Graduate,Self-Employed,458588.57,234537.17,Car,475.2,16,489,54.53,2021-08-11,1,0.5114326552011534,81.5,54.53
CUST02785,33,Female,East,Graduate,Salaried,1188208.44,1194163.57,Education,476.4,13,356,5.49,2025-09-28,1,1.0050118563372603,59.333333333333336,5.49
CUST02786,49,Female,East,Post-Graduate,Self-Employed,2863334.16,542467.67,Education,551.5,14,108,29.41,2018-07-15,0,0.1894531478645161,18.0,29.41
CUST02787,30,Male,North,Secondary,Salaried,864620.79,1958043.25,Home,753.7,10,5,105.19,2020-09-30,0,2.264626611627046,0.8333333333333334,105.19
CUST02788,18,Male,North,Post-Graduate,Self-Employed,2590004.27,1815641.85,Business,626.3,6,63,73.27,2018-09-25,0,0.7010188635712172,10.5,73.27
CUST02789,43,Other,West,Post-Graduate,Self-Employed,519285.05,498222.61,Business,844.5,1,75,10.37,2021-02-20,1,0.9594395409611735,12.5,10.37
CUST02790,18,Other,North,Secondary,Salaried,2336934.14,1803324.89,Other,730.0,9,451,112.86,2021-02-19,0,0.7716626922143385,75.16666666666667,112.86
CUST02791,69,Other,West,Post-Graduate,Unemployed,2017902.67,1526972.44,Car,838.9,11,192,96.49,2026-03-05,0,0.7567126317346119,32.0,96.49
CUST02792,23,Female,East,Graduate,Self-Employed,1791168.46,176000.72,Business,817.1,23,349,47.3,2025-07-18,0,0.09826028312267178,58.166666666666664,47.3
CUST02793,64,Male,North,Secondary,Unemployed,2269813.45,214178.65,Car,563.6,13,189,32.87,2023-10-22,0,0.09435958272253607,31.5,32.87
CUST02794,70,Other,East,Post-Graduate,Unemployed,280670.49,431184.24,Business,340.7,21,445,55.18,2023-03-13,1,1.5362649632314391,74.16666666666667,55.18
CUST02795,18,Other,South,Post-Graduate,Unemployed,1877933.64,584010.24,Business,327.2,7,162,17.2,2021-11-22,1,0.3109855575088372,27.0,17.2
CUST02796,55,Male,North,Post-Graduate,Salaried,184192.46,1141802.39,Other,404.1,23,61,81.68,2019-12-29,1,6.1989637903744805,10.166666666666666,81.68
CUST02797,50,Female,West,Graduate,Unemployed,290895.29,190129.93,Other,382.3,8,165,11.53,2024-07-22,1,0.6536026416928236,27.5,11.53
CUST02798,58,Other,South,Graduate,Self-Employed,896727.74,719307.04,Business,531.2,7,83,44.59,2023-10-03,1,0.8021465244289198,13.833333333333334,44.59
CUST02799,46,Female,West,Post-Graduate,Salaried,2069516.32,1473058.06,Business,760.2,7,381,79.06,2022-10-25,0,0.7117885690314344,63.5,79.06
CUST02800,61,Other,North,Secondary,Self-Employed,978807.05,1375897.87,Other,702.9,4,362,87.58,2021-10-28,1,1.405688557310657,60.333333333333336,87.58
CUST02801,48,Female,South,Post-Graduate,Salaried,218975.98,812014.73,Car,337.0,20,461,43.73,2019-05-26,1,3.7082365380897024,76.83333333333333,43.73
CUST02802,60,Male,East,Primary,Salaried,1512677.84,1503684.87,Education,436.9,1,109,17.02,2018-05-21,1,0.9940549337326182,18.166666666666668,17.02
CUST02803,35,Other,South,Primary,Unemployed,1690873.89,1342656.62,Car,821.2,11,489,65.74,2023-08-01,0,0.7940607681865619,81.5,65.74
CUST02804,37,Other,South,Graduate,Salaried,282329.72,214936.62,Car,507.4,6,389,21.88,2022-08-24,1,0.7612964727907499,64.83333333333333,21.88
CUST02805,51,Female,West,Secondary,Salaried,319955.51,63224.94,Other,554.0,8,124,107.24,2019-12-09,0,0.1976054108272741,20.666666666666668,107.24
CUST02806,48,Male,West,Primary,Self-Employed,1568759.56,996310.34,Car,810.5,22,353,54.65,2021-06-21,0,0.6350943544210178,58.833333333333336,54.65
CUST02807,57,Male,South,Graduate,Unemployed,756149.21,1791216.6,Business,536.8,7,233,91.26,2024-08-28,1,2.368866589174907,38.833333333333336,91.26
CUST02808,24,Other,South,Graduate,Unemployed,2862636.77,710613.95,Business,526.0,20,351,109.77,2019-07-04,1,0.2482375540785078,58.5,109.77
CUST02809,31,Other,West,Primary,Unemployed,222643.26,1855911.53,Business,334.3,20,449,17.78,2022-12-10,1,8.335808279127784,74.83333333333333,17.78
CUST02810,59,Other,North,Post-Graduate,Self-Employed,515726.16,1854040.11,Business,550.4,15,234,66.33,2021-12-28,0,3.595008851208944,39.0,66.33
CUST02811,58,Female,West,Secondary,Salaried,2412522.4,1080770.67,Home,580.7,15,80,7.92,2018-08-21,0,0.44798368297015606,13.333333333333334,7.92
CUST02812,38,Male,South,Post-Graduate,Self-Employed,341173.5,831241.96,Car,322.9,15,225,89.2,2021-02-14,1,2.4364200619332976,37.5,89.2
CUST02813,65,Male,North,Graduate,Self-Employed,2253058.16,802838.99,Car,799.1,15,285,64.12,2019-05-15,0,0.35633300740003976,47.5,64.12
CUST02814,40,Other,South,Primary,Unemployed,2256918.66,179867.78,Education,611.9,9,90,96.57,2023-04-17,0,0.07969617301139244,15.0,96.57
CUST02815,23,Male,South,Primary,Salaried,159352.79,1935408.32,Business,588.5,15,346,68.64,2019-12-25,0,12.145431027596064,57.666666666666664,68.64
CUST02816,19,Male,North,Primary,Unemployed,1857959.75,984607.5,Home,427.5,14,41,86.08,2026-01-05,1,0.5299401668954347,6.833333333333333,86.08
CUST02817,60,Male,West,Primary,Salaried,517930.29,565894.19,Other,396.4,13,222,105.08,2018-06-30,1,1.0926068641399598,37.0,105.08
CUST02818,52,Other,South,Post-Graduate,Self-Employed,583100.02,1654164.33,Other,681.9,7,209,26.9,2022-05-18,0,2.8368449207050275,34.833333333333336,26.9
CUST02819,54,Male,East,Graduate,Self-Employed,1985394.07,755770.1,Other,534.2,23,330,94.95,2018-01-14,1,0.3806650334157591,55.0,94.95
CUST02820,27,Other,North,Graduate,Salaried,2070831.02,1497531.54,Business,845.8,4,45,7.99,2023-06-14,1,0.7231548714196874,7.5,7.99
CUST02821,49,Other,South,Graduate,Unemployed,2367887.3,1584228.34,Business,719.5,1,151,57.5,2024-03-28,1,0.6690471881833229,25.166666666666668,57.5
CUST02822,48,Male,South,Post-Graduate,Salaried,1168641.73,696948.39,Business,753.4,0,432,70.41,2025-05-12,1,0.596374724698561,72.0,70.41
CUST02823,70,Female,South,Post-Graduate,Self-Employed,1877963.19,1059117.27,Education,723.2,15,408,63.6,2025-12-16,0,0.5639712618648293,68.0,63.6
CUST02824,21,Female,South,Secondary,Unemployed,1703522.12,525721.92,Home,479.1,5,412,14.71,2023-10-11,1,0.30860880162800586,68.66666666666667,14.71
CUST02825,53,Female,South,Post-Graduate,Salaried,2330835.39,1005689.84,Car,817.3,6,119,64.75,2021-12-20,0,0.43147184237665104,19.833333333333332,64.75
CUST02826,25,Female,South,Primary,Salaried,2245019.34,1404897.46,Education,559.0,7,220,96.04,2020-04-24,0,0.6257841235345438,36.666666666666664,96.04
CUST02827,53,Male,North,Post-Graduate,Self-Employed,167978.53,1635675.56,Business,489.6,22,467,91.1,2023-05-12,1,9.7374084652366,77.83333333333333,91.1
CUST02828,67,Female,West,Post-Graduate,Salaried,2141765.69,1245724.66,Home,763.9,6,341,64.46,2018-12-10,0,0.5816344270600394,56.833333333333336,64.46
CUST02829,30,Other,West,Post-Graduate,Self-Employed,2070352.44,1757421.35,Other,532.3,19,112,110.57,2021-09-24,1,0.848851295096404,18.666666666666668,110.57
CUST02830,20,Male,South,Primary,Unemployed,252883.41,812759.29,Education,790.9,19,461,27.46,2020-05-31,0,3.2139684054402777,76.83333333333333,27.46
CUST02831,63,Other,East,Secondary,Salaried,1754754.67,1998533.97,Car,562.2,15,100,12.05,2018-08-01,0,1.138925004257148,16.666666666666668,12.05
CUST02832,65,Female,East,Post-Graduate,Unemployed,526871.49,744875.72,Car,772.7,24,405,62.71,2021-10-29,0,1.4137711645775328,67.5,62.71
CUST02833,55,Female,South,Graduate,Salaried,363244.74,339104.21,Other,844.0,21,478,39.31,2020-06-03,0,0.9335419695272119,79.66666666666667,39.31
CUST02834,28,Other,West,Secondary,Self-Employed,2777361.44,1249888.19,Other,328.3,0,95,103.3,2023-10-23,1,0.4500271991966591,15.833333333333334,103.3
CUST02835,45,Male,East,Graduate,Self-Employed,1117632.45,745156.78,Car,650.0,12,58,20.0,2023-03-25,0,0.6667279390465086,9.666666666666666,20.0
CUST02836,69,Other,North,Secondary,Salaried,1335378.67,1228934.68,Other,758.7,2,327,76.29,2024-05-07,1,0.9202892839377164,54.5,76.29
CUST02837,37,Other,South,Secondary,Salaried,1883267.06,1253792.96,Business,738.4,7,161,94.42,2023-08-12,0,0.6657542026992178,26.833333333333332,94.42
CUST02838,70,Other,East,Secondary,Salaried,2702329.42,1611203.09,Car,748.0,17,279,60.72,2020-09-27,0,0.5962274910214315,46.5,60.72
CUST02839,42,Male,East,Graduate,Self-Employed,2844633.7,1710596.85,Education,453.5,14,242,18.78,2022-08-22,1,0.6013416947145075,40.333333333333336,18.78
CUST02840,18,Male,South,Primary,Unemployed,1505599.03,790309.32,Car,328.1,10,114,96.97,2024-01-25,1,0.5249135422198034,19.0,96.97
CUST02841,63,Female,East,Graduate,Salaried,1064691.78,1804862.73,Education,453.5,13,158,113.32,2020-09-19,1,1.6951973931835933,26.333333333333332,113.32
CUST02842,44,Other,East,Post-Graduate,Salaried,566846.16,915730.73,Home,729.8,11,173,104.82,2021-01-13,0,1.61548369667001,28.833333333333332,104.82
CUST02843,38,Other,North,Post-Graduate,Self-Employed,1530148.93,1884485.66,Car,416.0,0,8,52.69,2022-01-24,1,1.2315700929843476,1.3333333333333333,52.69
CUST02844,25,Other,East,Post-Graduate,Self-Employed,1055935.94,207764.86,Other,547.6,6,244,14.73,2019-02-22,1,0.19675896248024288,40.666666666666664,14.73
CUST02845,45,Female,South,Graduate,Unemployed,2997395.15,542736.56,Other,431.6,2,378,60.97,2019-11-23,1,0.1810694062142591,63.0,60.97
CUST02846,55,Female,North,Primary,Self-Employed,793763.53,685679.98,Education,400.4,9,472,50.12,2018-03-14,1,0.8638340690709234,78.66666666666667,50.12
CUST02847,60,Male,South,Primary,Unemployed,2514989.5,665417.2,Car,554.1,22,335,26.8,2025-09-06,0,0.26458050818900036,55.833333333333336,26.8
CUST02848,52,Male,East,Primary,Salaried,1465871.18,1091716.7,Business,682.7,16,432,72.5,2023-11-15,0,0.744756234309757,72.0,72.5
CUST02849,27,Female,East,Secondary,Unemployed,873612.45,360587.79,Car,831.4,7,236,60.15,2023-08-26,0,0.41275486630255787,39.333333333333336,60.15
CUST02850,60,Other,East,Post-Graduate,Salaried,2704904.69,104392.16,Other,394.7,3,177,63.86,2018-10-19,1,0.03859365558643769,29.5,63.86
CUST02851,43,Female,South,Secondary,Self-Employed,2907965.96,1383728.74,Education,846.7,17,442,88.55,2018-01-22,0,0.47584076259269553,73.66666666666667,88.55
CUST02852,31,Male,East,Primary,Unemployed,2128426.67,23813.78,Business,333.2,21,232,69.3,2024-02-16,1,0.011188442775902634,38.666666666666664,69.3
CUST02853,43,Female,North,Primary,Unemployed,2933545.75,169417.51,Education,847.1,21,84,31.17,2023-08-23,0,0.05775178723563456,14.0,31.17
CUST02854,59,Male,North,Post-Graduate,Self-Employed,2375091.6,551640.91,Business,635.4,6,199,37.23,2019-06-18,0,0.2322608989059622,33.166666666666664,37.23
CUST02855,39,Male,East,Graduate,Self-Employed,1252311.89,239466.44,Car,726.1,10,306,71.41,2021-05-20,0,0.1912194892599798,51.0,71.41
CUST02856,42,Male,West,Post-Graduate,Salaried,1637553.43,799851.14,Education,795.0,21,496,65.96,2020-03-02,0,0.48844277404737874,82.66666666666667,65.96
CUST02857,33,Other,South,Secondary,Self-Employed,683055.71,1907511.36,Other,796.0,11,409,79.24,2023-01-23,0,2.7926146170419983,68.16666666666667,79.24
CUST02858,22,Other,South,Secondary,Unemployed,597160.95,1450756.14,Home,367.9,6,426,105.51,2021-05-16,1,2.4294223190582036,71.0,105.51
CUST02859,54,Other,East,Post-Graduate,Salaried,1788561.81,316839.54,Business,597.1,0,245,83.42,2022-08-28,1,0.177147660331627,40.833333333333336,83.42
CUST02860,51,Other,South,Secondary,Self-Employed,828988.89,33164.56,Other,351.8,15,360,101.62,2019-04-03,1,0.040006036751590236,60.0,101.62
CUST02861,34,Male,West,Primary,Self-Employed,892746.0,1744791.35,Car,331.7,2,220,45.87,2025-01-13,1,1.954409596906623,36.666666666666664,45.87
CUST02862,36,Female,South,Graduate,Unemployed,2248905.06,826564.18,Education,379.6,4,355,107.85,2025-10-13,1,0.36754071779268443,59.166666666666664,107.85
CUST02863,30,Other,West,Primary,Salaried,1520943.39,390632.81,Education,503.1,11,468,99.86,2021-06-11,1,0.25683586421977217,78.0,99.86
CUST02864,37,Other,East,Primary,Salaried,1377441.01,392663.16,Business,574.7,10,338,36.47,2025-10-24,0,0.285067133292336,56.333333333333336,36.47
CUST02865,44,Female,North,Graduate,Salaried,2362089.66,396236.45,Business,352.7,11,243,27.53,2018-03-01,1,0.1677482682854638,40.5,27.53
CUST02866,24,Female,North,Post-Graduate,Salaried,2134911.08,1880707.07,Business,391.1,12,266,68.13,2020-06-30,1,0.8809299308147298,44.333333333333336,68.13
CUST02867,23,Male,West,Graduate,Self-Employed,450537.17,744364.86,Education,395.0,0,366,61.08,2019-01-31,1,1.6521719173581173,61.0,61.08
CUST02868,21,Male,West,Secondary,Unemployed,1746303.2,184476.52,Other,630.3,23,453,107.93,2020-04-27,0,0.10563831068969008,75.5,107.93
CUST02869,23,Other,North,Post-Graduate,Unemployed,2654134.77,1480398.22,Business,347.7,5,409,56.9,2019-01-05,1,0.5577705536030486,68.16666666666667,56.9
CUST02870,39,Female,North,Graduate,Unemployed,1438226.57,303318.66,Car,508.0,16,407,33.6,2022-09-14,1,0.21089768908941792,67.83333333333333,33.6
CUST02871,22,Male,West,Post-Graduate,Unemployed,1612510.45,1113371.45,Home,844.3,22,76,19.4,2020-03-31,0,0.6904584401297988,12.666666666666666,19.4
CUST02872,18,Female,South,Post-Graduate,Salaried,1476893.51,1053706.49,Other,617.4,14,171,119.1,2021-04-13,0,0.7134613855808737,28.5,119.1
CUST02873,37,Other,West,Post-Graduate,Salaried,2043921.83,221910.55,Other,556.8,23,499,80.87,2020-09-02,0,0.10857095743235932,83.16666666666667,80.87
CUST02874,54,Female,East,Secondary,Salaried,2184690.33,657919.07,Car,630.8,23,329,50.6,2020-09-19,0,0.3011498064350383,54.833333333333336,50.6
CUST02875,56,Female,West,Graduate,Self-Employed,2870747.32,426756.72,Car,300.0,9,42,113.66,2024-01-28,1,0.1486570124186339,7.0,113.66
CUST02876,29,Male,South,Graduate,Self-Employed,1196080.35,699726.47,Business,513.6,19,394,53.59,2022-09-05,1,0.5850162741993044,65.66666666666667,53.59
CUST02877,26,Female,East,Post-Graduate,Self-Employed,1972416.87,515598.26,Education,836.5,13,103,44.98,2026-02-27,0,0.2614043044561873,17.166666666666668,44.98
CUST02878,20,Other,East,Primary,Unemployed,2365410.76,1481990.75,Home,431.4,1,143,23.95,2018-08-31,1,0.6265257498025417,23.833333333333332,23.95
CUST02879,50,Male,South,Post-Graduate,Self-Employed,2410460.44,1190189.28,Other,326.6,20,311,94.08,2023-07-29,1,0.49376013820828357,51.833333333333336,94.08
CUST02880,20,Male,West,Graduate,Unemployed,1759920.87,46886.79,Car,813.7,8,319,75.41,2019-06-30,0,0.026641419395179965,53.166666666666664,75.41
CUST02881,38,Female,West,Graduate,Self-Employed,786920.23,750544.02,Business,415.4,6,2,109.08,2023-05-26,1,0.9537739549534774,0.3333333333333333,109.08
CUST02882,32,Male,East,Primary,Self-Employed,2312920.37,1313695.01,Education,604.8,6,44,86.13,2025-09-14,0,0.5679810801268528,7.333333333333333,86.13
CUST02883,52,Female,North,Post-Graduate,Unemployed,2981412.85,981554.8,Education,336.8,9,189,43.36,2020-04-28,1,0.3292247163957853,31.5,43.36
CUST02884,34,Other,East,Secondary,Salaried,1484366.09,771878.27,Business,662.1,16,26,37.73,2019-09-25,0,0.5200053242930118,4.333333333333333,37.73
CUST02885,20,Female,East,Secondary,Salaried,751373.07,376505.83,Home,489.2,24,500,70.57,2025-11-23,1,0.5010903970779789,83.33333333333333,70.57
CUST02886,21,Female,East,Secondary,Self-Employed,2669227.11,553411.99,Education,664.9,21,451,100.33,2024-10-05,0,0.20733042457372614,75.16666666666667,100.33
CUST02887,20,Other,East,Primary,Salaried,1159378.11,322500.21,Education,735.1,14,343,101.54,2020-08-21,0,0.2781665508588911,57.166666666666664,101.54
CUST02888,61,Female,West,Graduate,Self-Employed,764593.07,804630.54,Business,787.5,13,160,96.39,2022-09-21,0,1.052364416538591,26.666666666666668,96.39
CUST02889,30,Other,South,Post-Graduate,Self-Employed,2534300.5,1553373.22,Other,715.7,7,496,108.78,2019-05-22,0,0.6129396336385523,82.66666666666667,108.78
CUST02890,52,Male,North,Graduate,Self-Employed,1734380.82,1582509.36,Other,378.1,10,304,74.75,2023-12-10,1,0.9124347673540347,50.666666666666664,74.75
CUST02891,68,Female,South,Post-Graduate,Unemployed,809985.85,1375249.02,Other,647.4,18,403,17.52,2023-03-02,0,1.6978679565822046,67.16666666666667,17.52
CUST02892,19,Other,South,Graduate,Salaried,2281756.47,1127590.6,Business,598.4,9,369,55.93,2018-05-23,0,0.4941765761707252,61.5,55.93
CUST02893,56,Female,North,Primary,Salaried,1685041.3,792141.08,Other,629.6,22,244,50.57,2025-07-25,0,0.4701018782150918,40.666666666666664,50.57
CUST02894,51,Other,South,Graduate,Self-Employed,735149.74,1746402.5,Car,548.6,16,374,81.59,2021-05-07,1,2.375573852478,62.333333333333336,81.59
CUST02895,31,Female,East,Post-Graduate,Self-Employed,2143528.14,381393.31,Car,302.8,2,458,101.15,2025-12-08,1,0.17792782976947527,76.33333333333333,101.15
CUST02896,37,Other,East,Graduate,Unemployed,1558295.05,1429807.97,Business,408.6,12,36,75.54,2023-05-16,1,0.9175463722354762,6.0,75.54
CUST02897,37,Female,North,Graduate,Salaried,1399007.19,139728.08,Car,703.5,20,218,80.14,2022-12-26,0,0.09987659891869462,36.333333333333336,80.14
CUST02898,61,Male,East,Post-Graduate,Salaried,1823110.56,1607606.85,Education,808.5,12,263,11.1,2022-02-19,0,0.8817933949107288,43.833333333333336,11.1
CUST02899,61,Male,East,Post-Graduate,Unemployed,881490.43,1784070.47,Business,737.0,15,346,72.38,2023-09-13,0,2.023924944936725,57.666666666666664,72.38
CUST02900,57,Other,South,Post-Graduate,Salaried,418805.55,963144.53,Home,384.6,5,70,80.78,2025-11-25,1,2.2997415626416604,11.666666666666666,80.78
CUST02901,43,Other,West,Secondary,Unemployed,2685054.95,887720.49,Car,479.5,9,79,86.72,2018-07-02,1,0.33061539019899755,13.166666666666666,86.72
CUST02902,67,Other,North,Secondary,Self-Employed,1785741.5,665893.19,Home,422.6,9,486,78.67,2024-03-11,1,0.3728945034877668,81.0,78.67
CUST02903,58,Other,West,Primary,Self-Employed,1101393.67,949017.87,Other,753.6,7,16,50.21,2022-10-10,0,0.8616518288143058,2.6666666666666665,50.21
CUST02904,32,Other,West,Primary,Self-Employed,1263708.29,754211.99,Business,651.9,19,139,32.7,2018-12-26,0,0.5968244380196318,23.166666666666668,32.7
CUST02905,27,Female,North,Graduate,Self-Employed,668253.99,983132.07,Education,548.4,14,7,41.54,2020-10-13,1,1.4711952112698945,1.1666666666666667,41.54
CUST02906,66,Female,West,Post-Graduate,Unemployed,523192.6,1655127.54,Business,699.2,11,117,35.96,2022-11-08,0,3.1635148127095074,19.5,35.96
CUST02907,48,Female,West,Graduate,Unemployed,226342.42,1811508.36,Business,595.9,3,93,93.34,2025-11-03,1,8.003397507192863,15.5,93.34
CUST02908,50,Female,West,Graduate,Salaried,1106740.42,60181.97,Education,623.8,20,20,42.49,2025-09-04,0,0.054377674215603335,3.3333333333333335,42.49
CUST02909,51,Male,South,Graduate,Unemployed,1330744.93,958896.1,Car,340.0,0,450,5.28,2021-01-25,1,0.7205709211306182,75.0,5.28
CUST02910,25,Male,South,Secondary,Unemployed,639517.96,1849771.28,Education,807.6,4,218,7.55,2019-07-09,1,2.8924461793066767,36.333333333333336,7.55
CUST02911,18,Male,South,Post-Graduate,Unemployed,498138.7,1962570.45,Education,424.9,24,48,58.22,2024-10-31,1,3.9398072263809256,8.0,58.22
CUST02912,31,Other,South,Primary,Salaried,1769321.94,1326267.28,Business,708.5,11,31,20.8,2019-11-22,0,0.7495907047871684,5.166666666666667,20.8
CUST02913,67,Female,North,Graduate,Unemployed,195734.16,1997600.74,Business,557.4,1,154,61.91,2020-06-13,1,10.205682748478855,25.666666666666668,61.91
CUST02914,53,Other,South,Graduate,Self-Employed,1572382.6,1051746.52,Other,722.9,12,128,48.48,2019-11-01,0,0.6688871525289074,21.333333333333332,48.48
CUST02915,60,Other,East,Post-Graduate,Self-Employed,2179726.78,318562.04,Business,468.5,11,429,60.39,2024-06-03,1,0.14614769287736146,71.5,60.39
CUST02916,36,Male,South,Primary,Salaried,1800559.17,1534833.24,Business,510.6,10,408,57.34,2021-02-15,1,0.8524203289581426,68.0,57.34
CUST02917,30,Male,West,Secondary,Self-Employed,1340465.94,972344.01,Education,452.7,17,21,54.13,2021-07-08,1,0.7253776324969511,3.5,54.13
CUST02918,66,Male,East,Graduate,Salaried,2145828.19,430574.39,Other,721.2,22,261,20.9,2019-03-05,0,0.2006565073599858,43.5,20.9
CUST02919,28,Other,East,Secondary,Self-Employed,2739826.99,1210751.08,Business,605.3,24,82,39.5,2021-01-07,0,0.4419078592988092,13.666666666666666,39.5
CUST02920,33,Male,West,Primary,Self-Employed,2317543.17,773409.01,Education,652.2,8,274,43.14,2020-06-10,0,0.3337193541900667,45.666666666666664,43.14
CUST02921,21,Female,South,Primary,Self-Employed,1654491.1,1238198.9,Other,369.9,15,148,56.72,2025-01-14,1,0.7483865582595155,24.666666666666668,56.72
CUST02922,18,Male,West,Post-Graduate,Unemployed,959905.44,402581.66,Other,636.2,23,251,82.51,2026-01-03,0,0.41939720645816947,41.833333333333336,82.51
CUST02923,40,Other,North,Post-Graduate,Salaried,2917713.07,629508.15,Business,733.6,3,175,112.8,2018-06-16,1,0.21575396034401698,29.166666666666668,112.8
CUST02924,51,Male,South,Primary,Salaried,2776247.46,1437737.99,Home,842.8,8,309,41.23,2019-09-08,0,0.5178709789796619,51.5,41.23
CUST02925,19,Male,North,Secondary,Unemployed,2565036.44,37121.91,Car,797.2,18,249,110.9,2021-08-17,0,0.014472273929956333,41.5,110.9
CUST02926,35,Female,East,Graduate,Self-Employed,2844695.89,285581.98,Home,631.7,0,418,53.79,2021-11-24,1,0.10039104039342496,69.66666666666667,53.79
CUST02927,22,Male,South,Primary,Unemployed,1330123.49,1232446.05,Education,632.8,11,249,92.53,2022-08-16,0,0.9265651341891572,41.5,92.53
CUST02928,19,Male,East,Primary,Salaried,1969531.49,1890545.49,Business,358.4,24,473,111.91,2024-04-29,1,0.9598960461403946,78.83333333333333,111.91
CUST02929,19,Male,East,Primary,Unemployed,789661.16,580679.02,Car,818.2,13,200,97.44,2022-10-31,0,0.7353521350853827,33.333333333333336,97.44
CUST02930,43,Male,East,Primary,Self-Employed,777997.89,587460.78,Home,527.4,3,260,43.35,2018-05-26,1,0.755093024738152,43.333333333333336,43.35
CUST02931,69,Male,South,Graduate,Unemployed,1323517.2,648193.04,Car,385.4,12,26,12.68,2019-12-25,1,0.4897503712078695,4.333333333333333,12.68
CUST02932,45,Other,North,Post-Graduate,Self-Employed,306320.63,75165.32,Education,820.2,9,351,103.2,2021-05-22,0,0.2453811876790669,58.5,103.2
CUST02933,60,Male,South,Post-Graduate,Self-Employed,2627784.56,967296.09,Home,437.7,5,300,34.82,2021-09-26,1,0.3681032702315596,50.0,34.82
CUST02934,61,Female,East,Secondary,Salaried,1930348.82,1131756.5,Business,816.7,13,287,9.45,2026-02-23,0,0.5862963668918657,47.833333333333336,9.45
CUST02935,28,Female,North,Secondary,Unemployed,740028.48,136927.38,Car,510.6,15,495,97.02,2020-02-08,1,0.18502987885006805,82.5,97.02
CUST02936,22,Other,South,Post-Graduate,Unemployed,1107130.99,842596.59,Education,632.5,4,250,27.75,2025-03-06,1,0.7610631421309957,41.666666666666664,27.75
CUST02937,29,Female,East,Graduate,Unemployed,2472233.4,772899.72,Other,313.3,18,404,48.73,2024-01-27,1,0.31263218108775653,67.33333333333333,48.73
CUST02938,48,Female,West,Secondary,Self-Employed,2580727.97,1693548.6,Education,812.7,17,162,118.39,2022-09-04,0,0.6562290251769543,27.0,118.39
CUST02939,68,Female,North,Secondary,Unemployed,2912475.75,176118.12,Business,303.1,10,145,101.76,2019-10-27,1,0.0604702442586861,24.166666666666668,101.76
CUST02940,60,Male,South,Graduate,Self-Employed,1123810.75,670048.6,Home,572.1,11,111,89.27,2025-06-02,0,0.5962290358941663,18.5,89.27
CUST02941,50,Male,South,Primary,Salaried,2245279.49,1286764.09,Car,828.9,20,217,44.18,2023-10-31,0,0.5730975122388884,36.166666666666664,44.18
CUST02942,58,Female,South,Graduate,Salaried,117739.46,1322599.24,Other,390.3,12,83,59.53,2018-02-05,1,11.233270816767801,13.833333333333334,59.53
CUST02943,29,Male,South,Post-Graduate,Self-Employed,176783.2,1573172.84,Other,703.2,2,161,103.67,2022-01-13,1,8.898882020463482,26.833333333333332,103.67
CUST02944,45,Other,North,Graduate,Salaried,2146931.38,565290.22,Education,533.9,13,138,40.31,2020-11-29,1,0.2633014847451715,23.0,40.31
CUST02945,45,Other,North,Secondary,Self-Employed,1331942.55,1066846.48,Other,390.9,20,75,76.08,2020-09-03,1,0.8009703421517692,12.5,76.08
CUST02946,61,Female,East,Graduate,Salaried,2747979.39,1445259.79,Home,368.5,21,430,67.91,2024-09-16,1,0.5259354547051388,71.66666666666667,67.91
CUST02947,50,Other,East,Graduate,Salaried,1407913.93,478482.73,Other,441.2,24,266,102.66,2020-09-03,1,0.33985225929258334,44.333333333333336,102.66
CUST02948,63,Other,West,Graduate,Self-Employed,2569711.51,100607.67,Business,420.9,18,122,89.13,2021-04-05,1,0.03915134816047892,20.333333333333332,89.13
CUST02949,30,Female,West,Primary,Unemployed,866619.18,1678180.45,Business,329.9,13,23,31.29,2024-03-10,1,1.9364681612516352,3.8333333333333335,31.29
CUST02950,65,Female,South,Graduate,Self-Employed,715642.04,1816199.75,Other,826.9,9,406,78.61,2018-08-12,0,2.5378606181380845,67.66666666666667,78.61
CUST02951,63,Female,South,Graduate,Self-Employed,886584.28,1377236.51,Car,403.0,2,489,40.41,2019-02-03,1,1.5534185988499594,81.5,40.41
CUST02952,53,Female,North,Post-Graduate,Self-Employed,572204.55,895046.8,Business,734.7,3,356,47.02,2020-04-07,1,1.5642077645135817,59.333333333333336,47.02
CUST02953,20,Male,East,Secondary,Salaried,1777870.16,1216383.59,Car,379.4,13,30,69.94,2026-01-06,1,0.6841802159500783,5.0,69.94
CUST02954,25,Other,North,Secondary,Salaried,2501672.71,1346006.49,Home,384.9,22,285,79.02,2025-06-26,1,0.5380426003048177,47.5,79.02
CUST02955,38,Other,South,Graduate,Salaried,1010565.18,1784848.82,Home,519.6,19,408,25.48,2023-09-21,1,1.7661887182774296,68.0,25.48
