ride_id,pickup_datetime,pickup_city,pickup_zone,distance_km,fare_amount,traffic_level,driver_rating,ride_category,payment_mode,ride_duration_min,is_surge,ride_driver_id
OLA-R0024428,2025-01-09 03:34:00,Patna,City,1.34,36.91,Severe,4.58,Mini,Ola Money,4.92,1,DRV_06207
OLA-R0024429,2025-04-26 23:52:00,Delhi,Outskirts,0.92,27.85,Severe,2.86,Auto,Ola Money,6.59,0,DRV_03831
OLA-R0024430,2025-02-28 15:24:00,Chennai,Suburb,0.01,0.19,,4.27,Micro,UPI,0.02,1,DRV_01459
OLA-R0024431,2025-04-17 07:56:00,Surat,Suburb,9.37,198.53,High,4.49,Mini,Ola Money,42.12,1,DRV_03490
OLA-R0024432,2025-03-17 04:14:00,Jaipur,Metro Core,2.87,66.06,Severe,3.65,Prime,Cash,13.0,1,DRV_00910
OLA-R0024433,2025-05-06 00:35:00,Surat,Suburb,15.75,387.24,Low,3.7,Auto,Cash,62.87,0,DRV_01002
OLA-R0024434,2025-05-16 19:37:00,Jaipur,City,5.68,152.42,Medium,4.38,Sedan,Card,32.05,0,DRV_04270
OLA-R0024435,2025-02-16 22:45:00,Mumbai,City,0.85,26.32,Low,4.2,Sedan,Ola Money,4.5,0,DRV_00789
OLA-R0024436,2025-01-01 08:37:00,Chennai,Outskirts,8.88,,High,4.45,Bike,Cash,62.89,0,DRV_05852
OLA-R0024437,2025-05-16 10:23:00,Ahmedabad,City,14.96,455.24,Severe,4.41,Prime,UPI,148.1,0,DRV_00425
OLA-R0024438,2025-05-16 02:18:00,Nagpur,Metro Core,12.42,548.77,Medium,4.11,Bike,UPI,70.34,0,DRV_02233
OLA-R0024439,2025-01-12 15:46:00,Nagpur,Suburb,5.59,256.68,Medium,4.49,Auto,Card,45.52,0,DRV_01108
OLA-R0024440,2025-02-26 19:17:00,Indore,Outskirts,5.8,239.61,Medium,4.56,Bike,Card,29.75,0,DRV_02533
OLA-R0024441,2025-03-08 03:44:00,Ahmedabad,Metro Core,0.27,9.9,Low,4.07,Micro,UPI,1.59,0,DRV_04797
OLA-R0024442,2025-02-02 12:14:00,Mumbai,City,,2423.38,Low,3.92,Mini,UPI,423.33,0,DRV_01525
OLA-R0024443,2025-01-20 19:45:00,Pune,Metro Core,3.63,92.81,Severe,,Sedan,Card,13.4,0,DRV_01279
OLA-R0024444,2025-04-17 02:30:00,Jaipur,Metro Core,8.89,243.67,Medium,3.72,Prime,Cash,48.51,0,DRV_04255
OLA-R0024445,2025-05-11 04:08:00,Chandigarh,Outskirts,6.33,314.79,High,4.8,Micro,Card,60.23,0,DRV_04017
OLA-R0024446,2025-03-06 21:00:00,Lucknow,Suburb,3.94,75.91,Severe,3.98,Bike,Ola Money,21.38,0,DRV_02564
OLA-R0024447,2025-01-17 00:57:00,Patna,Suburb,3.95,62.66,Severe,4.78,Prime,UPI,20.22,0,DRV_05025
OLA-R0024448,2025-01-21 19:26:00,Chennai,City,24.54,1025.6,Severe,4.07,Auto,Card,125.86,0,DRV_03928
OLA-R0024449,2025-04-17 09:11:00,Chennai,Outskirts,10.86,338.2,High,4.6,Mini,Cash,43.97,0,DRV_04904
OLA-R0024450,2025-01-07 01:57:00,Patna,Suburb,6.62,279.44,Severe,4.86,Mini,Ola Money,50.53,1,DRV_05774
OLA-R0024451,2025-02-04 16:14:00,Chandigarh,City,3.92,107.58,Severe,4.39,Sedan,Ola Money,16.96,0,DRV_00568
OLA-R0024452,2025-02-06 16:27:00,Chennai,Metro Core,10.5,363.54,Severe,3.78,Bike,UPI,46.82,0,DRV_03172
OLA-R0024453,2025-02-01 14:48:00,Chennai,Suburb,0.71,23.16,Medium,4.43,Auto,Cash,3.11,0,DRV_00184
OLA-R0024454,2025-04-09 23:14:00,Patna,City,9.1,240.07,Low,4.29,Mini,Ola Money,27.54,0,DRV_03237
OLA-R0024455,2025-05-18 04:17:00,Kolkata,Outskirts,4.07,178.8,Low,4.43,Bike,Ola Money,20.16,0,DRV_03715
OLA-R0024456,2025-04-19 07:11:00,Kolkata,Suburb,,135.03,Low,4.45,Prime,Ola Money,37.36,0,DRV_01891
OLA-R0024457,2025-03-09 22:04:00,Pune,Suburb,4.62,149.13,Medium,5.04,Sedan,Ola Money,33.99,1,DRV_02313
OLA-R0024458,2025-03-09 01:48:00,Kolkata,Metro Core,18.08,359.22,High,3.89,Micro,UPI,52.65,1,DRV_03839
OLA-R0024459,2025-02-03 00:20:00,Jaipur,Outskirts,3.98,107.11,Medium,4.43,Bike,Card,18.98,0,DRV_02218
OLA-R0024460,2025-04-29 12:42:00,Lucknow,Suburb,6.1,101.16,Low,4.23,Bike,Card,40.2,0,DRV_05953
OLA-R0024461,2025-05-01 16:49:00,Nagpur,Suburb,59.64,,Low,3.85,Sedan,Cash,142.61,0,DRV_01959
OLA-R0024462,2025-02-03 22:04:00,Kochi,City,14.96,252.47,Severe,4.25,Micro,Cash,44.01,0,DRV_02882
OLA-R0024463,2025-02-18 08:14:00,Chennai,Metro Core,7.96,179.66,High,3.74,Prime,Cash,48.45,0,DRV_06331
OLA-R0024464,2025-03-02 02:01:00,Bangalore,Outskirts,2.17,66.74,Low,4.81,Bike,Card,14.6,1,DRV_06326
OLA-R0024465,2025-03-04 06:15:00,Ahmedabad,Metro Core,6.94,,High,4.26,Auto,UPI,39.95,1,DRV_02378
OLA-R0024466,2025-01-11 21:54:00,Pune,Metro Core,0.87,26.6,Low,4.73,Sedan,Cash,5.7,0,DRV_02904
OLA-R0024467,2025-02-12 16:06:00,Coimbatore,City,8.1,225.21,,3.42,Sedan,Cash,32.15,0,DRV_05988
OLA-R0024468,2025-02-20 22:05:00,Chandigarh,Suburb,10.48,298.2,Severe,3.91,Micro,Card,46.86,0,DRV_05095
OLA-R0024469,2025-04-14 16:39:00,Indore,Suburb,9.28,308.19,Low,4.06,Bike,Cash,34.36,1,DRV_06438
OLA-R0024470,2025-01-07 18:38:00,Lucknow,City,2.98,71.67,Low,4.04,Micro,Cash,9.41,1,DRV_04462
OLA-R0024471,2025-02-24 22:36:00,Lucknow,Metro Core,2.7,92.2,Medium,3.51,Bike,Ola Money,8.97,0,DRV_03514
OLA-R0024472,2025-05-03 22:05:00,Bhopal,Suburb,39.87,1306.58,Low,3.97,Prime,Card,216.37,1,DRV_03398
OLA-R0024473,2025-04-02 14:33:00,Jaipur,City,6.02,155.38,Medium,4.61,Bike,Cash,17.4,1,DRV_01249
OLA-R0024474,2025-01-28 23:59:00,Ahmedabad,Suburb,10.31,154.17,Medium,4.02,Bike,Ola Money,23.88,0,DRV_00823
OLA-R0024475,2025-03-31 17:47:00,Coimbatore,City,7.32,221.89,Medium,4.44,Micro,UPI,55.05,0,DRV_05871
OLA-R0024476,2025-03-25 06:17:00,Patna,City,4.72,121.75,High,4.6,Bike,Card,24.54,0,DRV_06273
OLA-R0024477,2025-05-11 02:08:00,Hyderabad,Metro Core,,245.76,High,4.52,Micro,Card,42.49,0,DRV_00163
OLA-R0024478,2025-01-26 14:24:00,Nagpur,City,0.89,33.87,High,5.25,Micro,UPI,4.83,1,DRV_06082
OLA-R0024479,2025-05-07 11:35:00,Hyderabad,City,7.31,203.96,Severe,4.22,Micro,Ola Money,22.92,0,DRV_04431
OLA-R0024480,2025-01-02 11:45:00,Nagpur,Suburb,16.96,504.29,Severe,3.47,Auto,Ola Money,103.54,0,DRV_00868
OLA-R0024481,2025-03-12 09:31:00,Jaipur,Outskirts,4.63,123.2,High,4.68,Bike,UPI,41.19,0,DRV_05750
OLA-R0024482,2025-04-12 12:52:00,Coimbatore,Outskirts,4.32,191.4,Medium,5.04,Auto,UPI,44.15,0,DRV_02029
OLA-R0024483,2025-02-11 23:06:00,Hyderabad,City,3.89,94.17,Medium,4.63,Auto,UPI,20.01,0,DRV_00649
OLA-R0024484,2025-02-18 12:42:00,Pune,Metro Core,7.63,354.31,Medium,4.66,Micro,UPI,36.11,0,DRV_02432
OLA-R0024485,2025-04-26 07:05:00,Jaipur,Metro Core,8.02,200.55,High,5.51,Prime,Cash,42.67,0,DRV_05898
OLA-R0024486,2025-04-30 19:47:00,Mumbai,Outskirts,14.93,402.52,High,3.84,Bike,Ola Money,147.99,0,DRV_01560
OLA-R0024487,2025-05-15 03:43:00,Pune,Metro Core,16.14,364.13,Low,4.84,Prime,Card,78.17,0,DRV_01655
OLA-R0024488,2025-01-17 08:34:00,Kolkata,Suburb,12.14,322.99,High,4.03,Sedan,UPI,53.06,0,DRV_01511
OLA-R0024489,2025-04-10 08:48:00,Chennai,City,2.45,70.9,Low,3.97,Mini,Ola Money,15.94,0,DRV_01191
OLA-R0024490,2025-01-12 20:35:00,Jaipur,City,3.81,69.14,High,,Auto,Cash,13.01,0,DRV_01427
OLA-R0024491,2025-01-09 23:39:00,Nagpur,City,5.99,227.09,Severe,4.58,Prime,Ola Money,56.14,1,DRV_00372
OLA-R0024492,2025-05-06 05:36:00,Ahmedabad,Outskirts,9.03,171.64,Severe,4.12,Mini,Ola Money,23.81,1,DRV_01439
OLA-R0024493,2025-01-04 22:27:00,Bhopal,City,0.25,4.16,High,4.55,Sedan,Cash,1.27,0,DRV_01792
OLA-R0024494,2025-03-29 03:03:00,Mumbai,Suburb,1.83,56.29,Low,3.83,Mini,Ola Money,11.72,0,DRV_04213
OLA-R0024495,2025-03-01 05:58:00,Chandigarh,Suburb,5.77,164.88,Low,4.17,Auto,Cash,17.77,0,DRV_02922
OLA-R0024496,2025-05-02 08:55:00,Chennai,Suburb,,1698.16,Low,5.08,Micro,Card,405.11,0,DRV_04698
OLA-R0024497,2025-02-06 21:40:00,Lucknow,City,0.93,35.17,High,5.22,Bike,UPI,4.17,0,DRV_02014
OLA-R0024498,2025-03-04 09:47:00,Jaipur,Outskirts,,206.94,Medium,,Bike,UPI,26.71,1,DRV_02208
OLA-R0024499,2025-04-16 17:07:00,Jaipur,Outskirts,8.47,345.89,High,4.73,Mini,UPI,72.24,0,DRV_03753
OLA-R0024500,2025-03-12 09:55:00,Nagpur,Metro Core,6.1,207.68,High,4.74,Bike,Card,54.39,0,DRV_01691
OLA-R0024501,2025-01-14 06:31:00,Surat,Suburb,0.81,17.49,High,4.92,Mini,Ola Money,5.05,0,DRV_04695
OLA-R0024502,2025-01-22 13:32:00,Chandigarh,City,2.55,111.82,Low,4.11,Prime,Card,26.4,1,DRV_03695
OLA-R0024503,2025-03-23 17:14:00,Bangalore,Metro Core,3.94,108.48,Severe,4.48,Sedan,Cash,16.77,0,DRV_05326
OLA-R0024504,2025-04-15 13:39:00,Delhi,City,14.01,431.17,High,4.43,Sedan,Card,47.63,0,DRV_00700
OLA-R0024505,2025-02-01 05:25:00,Bangalore,Suburb,30.62,1135.71,High,3.96,Mini,Cash,138.23,0,DRV_01646
OLA-R0024506,2025-01-02 22:05:00,Ahmedabad,Outskirts,1.26,52.11,Low,4.74,Sedan,Ola Money,7.92,0,DRV_03998
OLA-R0024507,2025-04-21 10:21:00,Coimbatore,City,0.22,4.28,Severe,4.11,Bike,Ola Money,0.63,0,DRV_05125
OLA-R0024508,2025-03-31 01:53:00,Kochi,City,0.47,15.45,Low,4.01,Sedan,Card,2.0,0,DRV_01425
OLA-R0024509,2025-02-26 21:17:00,Surat,Suburb,9.3,198.45,High,4.19,Micro,Ola Money,54.36,1,DRV_01422
OLA-R0024510,2025-05-07 03:50:00,Chandigarh,Outskirts,7.33,371.0,Severe,4.4,Micro,Ola Money,42.28,0,DRV_05744
OLA-R0024511,2025-02-24 15:56:00,Pune,Outskirts,2.31,99.32,High,4.14,Sedan,Cash,19.24,0,DRV_04839
OLA-R0024512,2025-05-17 13:06:00,Indore,Suburb,1.75,55.14,Low,4.63,Prime,Card,7.81,1,DRV_04786
OLA-R0024513,2025-03-31 04:15:00,Mumbai,City,14.68,363.35,Severe,4.49,Auto,Card,54.09,0,DRV_01291
OLA-R0024514,2025-03-09 06:41:00,Nagpur,Outskirts,7.88,285.13,Severe,4.16,Prime,Ola Money,36.42,0,DRV_00466
OLA-R0024515,2025-01-20 01:37:00,Delhi,Outskirts,10.11,265.46,Medium,4.15,Micro,Ola Money,40.88,1,DRV_00349
OLA-R0024516,2025-04-25 10:46:00,Chandigarh,City,5.79,194.08,Severe,4.67,Mini,Ola Money,28.74,0,DRV_03342
OLA-R0024517,2025-04-10 18:41:00,Kochi,Outskirts,12.68,182.65,Low,4.32,Sedan,Cash,54.75,1,DRV_06243
OLA-R0024518,2025-01-25 06:07:00,Bangalore,Suburb,6.14,155.17,Medium,5.31,Auto,UPI,50.81,1,DRV_03562
OLA-R0024519,2025-02-22 03:31:00,Indore,Outskirts,3.12,133.15,High,3.81,Auto,UPI,26.0,0,DRV_04806
OLA-R0024520,2025-03-19 09:30:00,Indore,City,5.47,89.6,Severe,4.82,Mini,Ola Money,24.05,0,DRV_01185
OLA-R0024521,2025-01-21 15:12:00,Delhi,Suburb,4.83,86.78,Medium,4.41,Sedan,Card,34.21,0,DRV_06392
OLA-R0024522,2025-02-15 03:43:00,Hyderabad,Outskirts,7.18,256.74,Severe,3.77,Prime,Cash,27.77,0,DRV_05874
OLA-R0024523,2025-01-21 16:57:00,Pune,Metro Core,1.22,26.79,High,4.58,Auto,Cash,4.35,1,DRV_00638
OLA-R0024524,2025-04-30 22:46:00,Hyderabad,Suburb,18.57,786.32,,4.07,Auto,Cash,185.13,0,DRV_01922
OLA-R0024525,2025-04-15 14:06:00,Chandigarh,City,8.87,239.0,Severe,3.85,Auto,Cash,80.98,0,DRV_02733
OLA-R0024526,2025-03-05 00:01:00,Nagpur,City,16.3,515.9,Low,3.87,Mini,UPI,98.08,1,DRV_02311
OLA-R0024527,2025-02-07 05:59:00,Jaipur,Metro Core,0.65,16.34,,5.14,Sedan,Cash,2.81,0,DRV_02218
OLA-R0024528,2025-04-19 09:15:00,Nagpur,City,18.04,545.37,Severe,3.64,Micro,Card,102.3,1,DRV_03192
OLA-R0024529,2025-03-05 17:08:00,Delhi,City,23.05,763.83,Medium,3.79,Prime,UPI,225.7,0,DRV_04062
OLA-R0024530,2025-04-04 03:52:00,Nagpur,City,16.74,454.52,Low,4.93,Prime,Ola Money,91.58,0,DRV_02629
OLA-R0024531,2025-01-29 21:56:00,Mumbai,City,4.28,132.16,High,4.5,Mini,UPI,29.41,0,DRV_02589
OLA-R0024532,2025-02-07 09:11:00,Mumbai,City,,275.88,Severe,3.7,Mini,UPI,41.15,0,DRV_02790
OLA-R0024533,2025-03-28 14:53:00,Patna,Outskirts,6.68,195.53,,3.52,Sedan,UPI,73.18,0,DRV_00262
OLA-R0024534,2025-04-25 15:10:00,Bangalore,Suburb,0.08,2.12,Low,3.44,Mini,UPI,0.4,0,DRV_04048
OLA-R0024535,2025-02-03 05:15:00,Surat,Outskirts,3.78,67.49,Severe,3.48,Sedan,UPI,13.05,0,DRV_04850
OLA-R0024536,2025-01-21 04:23:00,Surat,Metro Core,0.65,19.59,High,4.5,Micro,Card,2.07,1,DRV_02172
OLA-R0024537,2025-04-27 20:18:00,Delhi,Suburb,7.92,195.44,Severe,4.92,Prime,Cash,36.91,0,DRV_05581
OLA-R0024538,2025-05-01 04:27:00,Kolkata,Outskirts,18.36,468.48,Low,3.63,Sedan,Card,148.8,0,DRV_02133
OLA-R0024539,2025-03-11 12:10:00,Patna,City,8.63,280.78,Low,,Micro,Card,41.63,0,DRV_05811
OLA-R0024540,2025-02-26 09:22:00,Bhopal,Suburb,13.36,554.11,Medium,4.01,Sedan,Card,69.53,0,DRV_05838
OLA-R0024541,2025-04-22 08:52:00,Jaipur,Suburb,,666.87,High,4.09,Mini,Ola Money,193.3,0,DRV_03518
OLA-R0024542,2025-01-14 18:11:00,Mumbai,City,9.19,249.74,Low,4.49,Mini,Cash,31.0,1,DRV_05740
OLA-R0024543,2025-02-21 00:41:00,Lucknow,Metro Core,8.06,225.4,Low,3.87,Mini,UPI,57.15,0,DRV_00143
OLA-R0024544,2025-01-04 03:32:00,Coimbatore,Outskirts,3.34,119.1,Severe,5.16,Sedan,Card,23.07,0,DRV_01319
OLA-R0024545,2025-05-17 21:23:00,Kochi,Metro Core,4.21,143.42,Medium,4.52,Sedan,Ola Money,24.73,0,DRV_05436
OLA-R0024546,2025-02-28 22:47:00,Chennai,Outskirts,9.05,359.96,Medium,4.56,Auto,UPI,70.08,0,DRV_01213
OLA-R0024547,2025-04-06 09:43:00,Mumbai,Metro Core,3.01,77.12,Severe,4.67,Sedan,Ola Money,25.41,1,DRV_01599
OLA-R0024548,2025-03-15 21:49:00,Ahmedabad,Suburb,20.81,600.22,High,4.41,Bike,Ola Money,150.45,0,DRV_01701
OLA-R0024549,2025-01-29 06:49:00,Coimbatore,City,1.23,28.42,Severe,5.08,Mini,Card,8.11,0,DRV_03426
OLA-R0024550,2025-01-05 14:07:00,Kochi,Outskirts,6.63,186.05,Severe,3.86,Sedan,Cash,60.21,1,DRV_06092
OLA-R0024551,2025-04-03 05:35:00,Bhopal,Outskirts,5.11,84.65,Medium,4.32,Bike,UPI,24.66,0,DRV_00015
OLA-R0024552,2025-04-25 07:51:00,Bangalore,Suburb,0.5,10.62,Severe,3.03,Bike,Cash,2.91,0,DRV_05058
OLA-R0024553,2025-05-06 03:00:00,Jaipur,Suburb,0.27,8.07,Medium,3.97,Prime,Card,1.08,0,DRV_01341
OLA-R0024554,2025-04-09 23:33:00,Patna,City,6.68,160.27,Severe,3.72,Auto,UPI,32.71,0,DRV_05050
OLA-R0024555,2025-05-05 14:31:00,Pune,Suburb,,407.35,Severe,4.36,Prime,Card,89.42,0,DRV_00543
OLA-R0024556,2025-04-06 10:07:00,Pune,Outskirts,0.53,14.16,Medium,,Sedan,UPI,4.13,0,DRV_01788
OLA-R0024557,2025-03-26 04:36:00,Kolkata,Metro Core,10.39,298.92,Severe,3.03,Prime,Card,71.22,0,DRV_06317
OLA-R0024558,2025-03-10 11:50:00,Bhopal,Metro Core,8.9,160.55,Medium,3.19,Sedan,UPI,47.38,0,DRV_01966
OLA-R0024559,2025-04-30 05:49:00,Jaipur,Suburb,1.96,40.73,,4.62,Prime,Ola Money,10.02,0,DRV_01633
OLA-R0024560,2025-04-02 00:25:00,Lucknow,Metro Core,3.45,86.07,Severe,4.05,Mini,UPI,23.73,1,DRV_03353
OLA-R0024561,2025-04-30 12:42:00,Nagpur,Outskirts,0.26,8.85,Severe,4.46,Bike,Ola Money,1.78,1,DRV_00569
OLA-R0024562,2025-03-20 21:56:00,Surat,Outskirts,20.27,,Medium,3.83,Mini,Cash,86.62,1,DRV_04459
OLA-R0024563,2025-02-19 19:18:00,Kochi,Metro Core,6.74,250.82,Medium,3.79,Prime,Ola Money,34.63,0,DRV_03338
OLA-R0024564,2025-02-07 05:41:00,Delhi,Metro Core,13.9,584.69,High,4.69,Auto,Cash,123.05,1,DRV_02419
OLA-R0024565,2025-01-01 08:19:00,Hyderabad,Outskirts,3.74,155.68,High,2.99,Bike,Ola Money,27.16,0,DRV_04931
OLA-R0024566,2025-05-12 13:53:00,Delhi,Suburb,1.25,37.81,High,3.92,Prime,Cash,4.74,0,DRV_00690
OLA-R0024567,2025-02-28 22:28:00,Mumbai,City,22.17,341.91,Low,4.4,Sedan,UPI,79.8,1,DRV_01250
OLA-R0024568,2025-01-27 07:54:00,Indore,Suburb,8.42,258.04,High,4.61,Auto,Cash,65.86,0,DRV_02380
OLA-R0024569,2025-04-28 11:02:00,Lucknow,Metro Core,1.99,44.41,Low,3.82,Bike,Ola Money,11.39,0,DRV_03995
OLA-R0024570,2025-04-24 04:13:00,Kochi,Outskirts,4.62,201.38,High,4.09,Micro,Cash,43.2,0,DRV_05117
OLA-R0024571,2025-02-22 00:58:00,Pune,Metro Core,0.84,28.15,Severe,5.37,Mini,Card,5.05,0,DRV_03258
OLA-R0024572,2025-04-28 18:26:00,Surat,City,21.11,663.18,High,3.5,Micro,Card,208.58,1,DRV_04283
OLA-R0024573,2025-05-17 19:57:00,Kolkata,Outskirts,8.22,236.64,High,3.54,Bike,Ola Money,41.55,0,DRV_05256
OLA-R0024574,2025-01-09 09:52:00,Kolkata,Suburb,0.69,12.42,Low,3.0,Auto,Card,3.72,0,DRV_00263
OLA-R0024575,2025-04-15 10:53:00,Nagpur,Metro Core,7.82,306.26,Severe,4.27,Micro,Cash,59.26,0,DRV_05275
OLA-R0024576,2025-04-19 13:05:00,Coimbatore,Metro Core,2.65,73.36,High,3.92,Mini,Ola Money,18.32,0,DRV_03643
OLA-R0024577,2025-02-24 20:41:00,Lucknow,Metro Core,7.26,169.15,Severe,3.07,Sedan,Ola Money,40.95,1,DRV_02133
OLA-R0024578,2025-01-11 11:48:00,Chennai,Outskirts,10.6,267.78,High,3.57,Mini,UPI,89.3,0,DRV_05925
OLA-R0024579,2025-01-15 10:21:00,Bhopal,Metro Core,6.78,240.47,Medium,3.17,Prime,UPI,43.71,0,DRV_02067
OLA-R0024580,2025-04-16 02:13:00,Lucknow,City,13.75,191.84,Severe,4.04,Bike,UPI,64.12,0,DRV_04090
OLA-R0024581,2025-01-10 13:17:00,Nagpur,Outskirts,22.91,1042.85,Low,4.36,Prime,Card,214.82,0,DRV_05889
OLA-R0024582,2025-02-13 19:28:00,Jaipur,Outskirts,3.4,137.31,Medium,4.02,Mini,UPI,19.59,0,DRV_04148
OLA-R0024583,2025-03-16 10:31:00,Hyderabad,Metro Core,0.53,8.71,High,4.36,Sedan,UPI,1.21,0,DRV_03839
OLA-R0024584,2025-03-15 00:50:00,Hyderabad,Outskirts,19.8,348.0,Medium,4.1,Mini,UPI,88.96,0,DRV_00936
OLA-R0024585,2025-01-26 10:11:00,Chennai,Outskirts,33.24,645.01,Low,4.09,Micro,UPI,167.03,1,DRV_04893
OLA-R0024586,2025-01-03 11:17:00,Chennai,Suburb,1.7,83.91,Severe,3.71,Prime,Card,15.24,1,DRV_05974
OLA-R0024587,2025-04-04 04:37:00,Jaipur,Metro Core,1.11,20.47,High,4.74,Auto,Ola Money,6.83,0,DRV_00019
OLA-R0024588,2025-04-04 13:04:00,Delhi,Metro Core,1.69,36.85,Severe,4.82,Micro,UPI,8.73,0,DRV_03705
OLA-R0024589,2025-01-07 01:29:00,Jaipur,City,7.43,217.3,Medium,4.62,Auto,Ola Money,31.78,0,DRV_01786
OLA-R0024590,2025-05-05 13:30:00,Indore,City,61.94,1331.43,Medium,4.47,Prime,UPI,433.57,0,DRV_06111
OLA-R0024591,2025-04-10 21:30:00,Coimbatore,Outskirts,7.35,356.86,Severe,,Auto,Card,73.26,0,DRV_00239
OLA-R0024592,2025-03-15 15:23:00,Patna,Suburb,1.06,55.51,Low,4.44,Mini,UPI,9.07,0,DRV_03609
OLA-R0024593,2025-04-22 00:23:00,Jaipur,Outskirts,10.55,259.24,High,4.21,Prime,Card,43.16,0,DRV_01422
OLA-R0024594,2025-05-07 17:47:00,Bangalore,Metro Core,5.59,142.05,High,4.11,Bike,UPI,35.17,0,DRV_06176
OLA-R0024595,2025-04-20 20:08:00,Lucknow,Outskirts,4.38,102.57,Medium,4.23,Auto,Card,15.39,1,DRV_05565
OLA-R0024596,2025-04-23 08:11:00,Nagpur,Suburb,3.56,100.71,Low,3.45,Sedan,Card,16.43,0,DRV_02966
OLA-R0024597,2025-02-03 20:11:00,Indore,City,8.25,290.52,High,4.19,Prime,Card,61.88,1,DRV_05999
OLA-R0024598,2025-04-22 21:04:00,Kolkata,Metro Core,0.15,3.4,Severe,3.6,Auto,Ola Money,0.92,0,DRV_04511
OLA-R0024599,2025-02-22 12:57:00,Chennai,Outskirts,1.56,,High,4.09,Sedan,Ola Money,10.54,1,DRV_02863
OLA-R0024600,2025-03-20 19:55:00,Mumbai,City,2.98,110.89,Low,4.41,Auto,Cash,24.44,0,DRV_04499
OLA-R0024601,2025-03-06 17:27:00,Jaipur,Suburb,10.18,444.48,Low,4.41,Bike,Cash,83.31,0,DRV_04115
OLA-R0024602,2025-01-18 05:50:00,Bhopal,City,9.03,441.02,Low,3.79,Micro,UPI,47.61,0,DRV_00914
OLA-R0024603,2025-01-21 01:02:00,Delhi,Outskirts,8.02,298.21,Medium,4.65,Sedan,Card,43.9,0,DRV_01606
OLA-R0024604,2025-02-08 05:24:00,Ahmedabad,Metro Core,3.69,,Low,3.64,Sedan,UPI,33.52,1,DRV_00538
OLA-R0024605,2025-04-21 20:02:00,Indore,Outskirts,19.0,483.4,Low,3.89,Bike,Card,94.59,0,DRV_02475
OLA-R0024606,2025-02-02 20:21:00,Lucknow,Suburb,20.06,432.43,Low,4.63,Bike,UPI,65.37,0,DRV_03880
OLA-R0024607,2025-04-26 20:58:00,Patna,City,2.15,57.6,Severe,4.13,Sedan,UPI,8.71,0,DRV_03575
OLA-R0024608,2025-02-14 17:30:00,Delhi,City,2.18,80.68,Low,3.45,Sedan,Cash,14.13,0,DRV_05235
OLA-R0024609,2025-01-29 07:10:00,Hyderabad,Metro Core,7.48,263.72,High,,Mini,Ola Money,41.67,0,DRV_01534
OLA-R0024610,2025-01-31 10:09:00,Pune,City,30.48,1109.58,High,4.96,Bike,UPI,207.18,0,DRV_03818
OLA-R0024611,2025-04-11 14:37:00,Ahmedabad,Outskirts,4.08,152.71,Low,4.31,Sedan,Ola Money,36.13,0,DRV_06054
OLA-R0024612,2025-02-07 19:52:00,Pune,Suburb,7.08,,Severe,4.95,Auto,Cash,33.47,0,DRV_00261
OLA-R0024613,2025-03-27 19:38:00,Bhopal,City,15.56,311.49,Severe,4.56,Prime,UPI,76.99,1,DRV_02859
OLA-R0024614,2025-03-01 06:39:00,Mumbai,Suburb,25.19,1202.4,High,3.63,Mini,Cash,232.46,0,DRV_05050
OLA-R0024615,2025-02-26 19:39:00,Indore,Suburb,0.88,,Medium,2.71,Micro,Card,5.73,0,DRV_00917
OLA-R0024616,2025-01-31 03:50:00,Patna,Suburb,4.0,128.46,Severe,3.52,Sedan,Cash,16.57,1,DRV_04905
OLA-R0024617,2025-05-16 18:18:00,Mumbai,Suburb,1.34,39.41,Severe,4.84,Prime,Card,6.31,0,DRV_04363
OLA-R0024618,2025-01-24 19:20:00,Hyderabad,Suburb,2.79,53.29,Low,4.33,Bike,Cash,16.01,1,DRV_01272
OLA-R0024619,2025-03-13 22:28:00,Surat,Outskirts,41.53,,Severe,4.89,Sedan,Card,124.51,0,DRV_05291
OLA-R0024620,2025-04-11 18:12:00,Jaipur,Metro Core,7.02,181.48,High,4.77,Micro,Card,23.17,0,DRV_03394
OLA-R0024621,2025-05-13 14:28:00,Patna,City,0.88,17.54,Medium,3.92,Auto,Ola Money,5.22,1,DRV_03051
OLA-R0024622,2025-02-07 21:11:00,Surat,City,0.23,7.27,High,3.6,Bike,UPI,1.1,1,DRV_04439
OLA-R0024623,2025-01-22 06:46:00,Kolkata,Metro Core,3.69,88.3,High,4.13,Bike,Cash,14.79,0,DRV_06270
OLA-R0024624,2025-01-06 01:58:00,Indore,Outskirts,0.02,1.13,High,4.58,Mini,UPI,0.16,1,DRV_01740
OLA-R0024625,2025-02-05 18:31:00,Jaipur,Suburb,5.37,231.35,Medium,3.6,Sedan,Card,56.16,0,DRV_02054
OLA-R0024626,2025-01-28 09:09:00,Nagpur,Suburb,23.07,1063.66,Medium,4.44,Micro,Cash,115.38,0,DRV_00380
OLA-R0024627,2025-01-04 01:10:00,Bangalore,Outskirts,1.35,44.94,High,4.36,Prime,Card,5.85,0,DRV_00782
OLA-R0024628,2025-04-16 06:09:00,Lucknow,City,4.31,153.08,High,4.33,Auto,UPI,30.06,0,DRV_04057
OLA-R0024629,2025-02-19 05:35:00,Jaipur,City,6.23,148.63,Medium,4.12,Prime,UPI,24.41,1,DRV_02605
OLA-R0024630,2025-01-15 00:53:00,Pune,City,8.67,136.64,Severe,5.41,Prime,Ola Money,33.63,0,DRV_03657
