order_id,order_datetime,delivery_city,delivery_zone,distance_km,agent_rating,weather_condition,traffic_index,vehicle_type,package_weight_kg,delivery_time_min,is_delayed,agent_id
AMZ-20250312-18001,2025-03-12 02:31:00,Indore,A,0.46,5.07,Fog,8.02,Cycle,0.81,102.41,0,AGENT_04168
AMZ-20250116-18002,2025-01-16 08:15:00,Mumbai,C,,3.96,Cloudy,4.48,Scooter,3.03,29.63,0,AGENT_00655
AMZ-20250131-18003,2025-01-31 04:15:00,Chennai,B,3.16,4.52,Clear,2.41,Scooter,0.56,112.02,0,AGENT_04964
AMZ-20250111-18004,2025-01-11 13:33:00,Delhi,B,0.98,3.73,Storm,6.16,Scooter,0.56,39.28,0,AGENT_00491
AMZ-20250226-18005,2025-02-26 06:45:00,Ahmedabad,A,3.45,4.29,Clear,7.39,Van,11.11,98.43,1,AGENT_05034
AMZ-20250119-18006,2025-01-19 11:57:00,Bangalore,B,0.37,4.19,Storm,5.37,Bike,0.2,13.49,0,AGENT_05140
AMZ-20250412-18007,2025-04-12 12:44:00,Kolkata,A,15.99,4.87,Fog,2.27,Van,3.27,11.1,1,AGENT_04727
AMZ-20250427-18008,2025-04-27 13:35:00,Delhi,B,10.86,3.71,Clear,1.19,Bike,0.1,62.49,1,AGENT_00550
AMZ-20250213-18009,2025-02-13 09:14:00,Surat,B,5.13,3.98,Fog,5.82,Cycle,1.99,42.8,1,AGENT_03630
AMZ-20250315-18010,2025-03-15 18:25:00,Chandigarh,B,0.75,3.78,Fog,6.94,Cycle,0.4,26.93,1,AGENT_04017
AMZ-20250115-18011,2025-01-15 22:55:00,Patna,A,5.31,4.13,Rain,2.58,Van,0.86,128.95,1,AGENT_03567
AMZ-20250503-18012,2025-05-03 23:57:00,Mumbai,C,1.08,3.5,Storm,9.6,Cycle,0.64,49.08,0,AGENT_04984
AMZ-20250217-18013,2025-02-17 10:50:00,Bhopal,A,0.82,3.84,Rain,7.56,Van,1.73,25.04,1,AGENT_04481
AMZ-20250423-18014,2025-04-23 18:03:00,Chennai,B,8.49,4.02,Fog,3.7,Cycle,2.0,15.64,1,AGENT_03595
AMZ-20250504-18015,2025-05-04 05:27:00,Indore,D,2.69,4.36,Clear,1.94,Van,2.71,41.91,0,AGENT_00838
AMZ-20250505-18016,2025-05-05 07:57:00,Patna,D,16.75,3.78,Storm,6.82,Bike,4.68,14.02,0,AGENT_00483
AMZ-20250214-18017,2025-02-14 23:58:00,Nagpur,B,10.62,2.92,Clear,6.6,Bike,2.12,15.35,1,AGENT_02590
AMZ-20250213-18018,2025-02-13 22:57:00,Hyderabad,A,5.36,3.67,Storm,9.75,Cycle,0.28,33.3,0,AGENT_03648
AMZ-20250213-18019,2025-02-13 13:13:00,Delhi,B,,3.82,Fog,6.44,Cycle,2.61,31.61,1,AGENT_02653
AMZ-20250310-18020,2025-03-10 07:56:00,Nagpur,A,20.54,3.63,Fog,4.51,Scooter,0.86,108.46,1,AGENT_04418
AMZ-20250514-18021,2025-05-14 19:57:00,Kolkata,D,1.79,3.46,Clear,1.66,Scooter,0.34,25.13,1,AGENT_04598
AMZ-20250111-18022,2025-01-11 04:12:00,Chennai,C,13.67,3.8,Rain,2.91,Bike,0.62,13.59,0,AGENT_03360
AMZ-20250409-18023,2025-04-09 17:59:00,Hyderabad,A,21.06,4.84,Fog,5.48,Van,0.76,45.44,1,AGENT_03897
AMZ-20250115-18024,2025-01-15 15:38:00,Pune,B,3.86,3.71,Rain,1.9,Scooter,0.36,172.27,0,AGENT_01805
AMZ-20250101-18025,2025-01-01 07:27:00,Ahmedabad,B,4.32,3.38,Storm,2.89,Bike,0.02,32.01,1,AGENT_03840
AMZ-20250311-18026,2025-03-11 08:37:00,Pune,B,29.03,4.6,Fog,6.07,Bike,0.82,58.89,1,AGENT_01494
AMZ-20250206-18027,2025-02-06 18:39:00,Nagpur,A,37.04,3.42,Rain,2.61,Scooter,9.43,39.65,0,AGENT_04984
AMZ-20250430-18028,2025-04-30 09:22:00,Pune,D,3.49,4.23,Rain,6.16,Cycle,2.78,29.49,0,AGENT_03475
AMZ-20250118-18029,2025-01-18 00:30:00,Jaipur,B,2.33,4.86,Cloudy,2.47,Bike,2.57,66.81,0,AGENT_03115
AMZ-20250324-18030,2025-03-24 00:06:00,Nagpur,C,2.13,3.52,Clear,8.02,Van,7.9,25.13,1,AGENT_04700
AMZ-20250319-18031,2025-03-19 08:52:00,Pune,D,1.02,3.82,Fog,1.79,Bike,0.34,37.24,1,AGENT_04694
AMZ-20250507-18032,2025-05-07 00:24:00,Chennai,B,3.78,4.98,Fog,3.16,Van,0.44,15.58,0,AGENT_03963
AMZ-20250423-18033,2025-04-23 17:55:00,Surat,A,1.91,3.28,Rain,9.37,Van,0.44,12.41,0,AGENT_05153
AMZ-20250214-18034,2025-02-14 01:11:00,Chandigarh,C,12.85,3.4,Rain,8.21,Scooter,1.61,39.24,1,AGENT_05568
AMZ-20250513-18035,2025-05-13 13:31:00,Patna,A,0.37,4.67,Fog,2.04,Cycle,0.81,50.33,1,AGENT_05485
AMZ-20250412-18036,2025-04-12 15:33:00,Indore,C,10.17,4.31,Rain,5.4,Scooter,1.0,42.39,1,AGENT_00966
AMZ-20250402-18037,2025-04-02 02:44:00,Patna,C,1.02,4.01,Cloudy,5.92,Van,0.56,18.35,1,AGENT_03665
AMZ-20250414-18038,2025-04-14 05:43:00,Ahmedabad,A,2.19,,Rain,9.39,Van,4.48,103.3,1,AGENT_03023
AMZ-20250315-18039,2025-03-15 10:42:00,Mumbai,A,10.08,4.34,Storm,7.26,Scooter,0.13,20.6,0,AGENT_01597
AMZ-20250415-18040,2025-04-15 13:17:00,Indore,A,9.07,4.51,Storm,7.42,Scooter,6.88,81.62,0,AGENT_03329
AMZ-20250213-18041,2025-02-13 14:30:00,Bhopal,C,20.72,4.0,Clear,0.98,Scooter,11.36,53.83,1,AGENT_04761
AMZ-20250422-18042,2025-04-22 03:56:00,Chandigarh,C,5.03,3.53,Fog,3.79,Bike,4.0,129.64,1,AGENT_01860
AMZ-20250218-18043,2025-02-18 03:59:00,Nagpur,A,7.43,3.66,Fog,5.5,Scooter,1.79,20.24,0,AGENT_05582
AMZ-20250427-18044,2025-04-27 00:27:00,Mumbai,D,0.32,3.83,Rain,8.46,Bike,0.88,27.52,0,AGENT_01341
AMZ-20250107-18045,2025-01-07 00:52:00,Surat,D,9.11,4.46,Clear,1.49,Van,1.82,55.52,0,AGENT_01038
AMZ-20250126-18046,2025-01-26 19:52:00,Surat,A,1.26,3.9,Storm,8.48,Scooter,1.3,27.76,1,AGENT_05886
AMZ-20250116-18047,2025-01-16 13:53:00,Delhi,B,23.53,3.69,Storm,9.14,Scooter,2.82,41.54,1,AGENT_05321
AMZ-20250122-18048,2025-01-22 09:16:00,Lucknow,C,1.63,3.43,Rain,0.1,Scooter,4.3,54.28,1,AGENT_03777
AMZ-20250118-18049,2025-01-18 23:09:00,Lucknow,C,4.92,3.93,Clear,8.53,Cycle,0.29,23.8,0,AGENT_04510
AMZ-20250407-18050,2025-04-07 19:14:00,Bangalore,B,11.22,4.18,Cloudy,8.38,Van,3.28,22.51,1,AGENT_05633
AMZ-20250502-18051,2025-05-02 19:30:00,Ahmedabad,A,12.81,3.59,Fog,2.72,Bike,3.62,19.39,1,AGENT_01940
AMZ-20250319-18052,2025-03-19 10:43:00,Jaipur,B,5.43,,Clear,5.66,Van,0.89,17.05,0,AGENT_03386
AMZ-20250225-18053,2025-02-25 00:16:00,Hyderabad,B,7.48,4.29,Rain,1.77,Cycle,0.71,22.67,1,AGENT_01310
AMZ-20250518-18054,2025-05-18 13:38:00,Kolkata,C,3.58,3.13,Rain,0.8,Van,1.98,19.18,0,AGENT_05917
AMZ-20250320-18055,2025-03-20 12:36:00,Hyderabad,D,3.55,4.24,Cloudy,8.04,Bike,0.98,45.46,0,AGENT_05593
AMZ-20250122-18056,2025-01-22 19:56:00,Hyderabad,D,14.55,3.2,Rain,6.05,Cycle,0.89,15.31,1,AGENT_00951
AMZ-20250222-18057,2025-02-22 21:57:00,Chandigarh,A,29.44,4.4,Cloudy,0.58,Cycle,0.94,37.85,1,AGENT_04700
AMZ-20250314-18058,2025-03-14 16:14:00,Indore,D,24.9,4.69,Rain,4.79,Van,6.77,35.55,0,AGENT_04508
AMZ-20250310-18059,2025-03-10 03:46:00,Mumbai,B,7.67,4.05,Clear,3.21,Van,3.74,18.32,1,AGENT_01805
AMZ-20250309-18060,2025-03-09 17:08:00,Chennai,B,0.52,2.97,Cloudy,1.89,Cycle,3.59,80.95,1,AGENT_01182
AMZ-20250426-18061,2025-04-26 15:58:00,Mumbai,D,0.78,4.18,Fog,6.71,Bike,0.41,66.22,1,AGENT_02102
AMZ-20250104-18062,2025-01-04 13:21:00,Indore,C,6.24,4.28,Storm,0.96,Bike,1.11,16.82,1,AGENT_05283
AMZ-20250117-18063,2025-01-17 06:35:00,Kolkata,B,12.6,3.05,Storm,8.23,Bike,0.78,85.34,1,AGENT_00087
AMZ-20250426-18064,2025-04-26 05:21:00,Surat,A,15.59,4.97,Rain,3.76,Van,1.44,25.45,1,AGENT_03445
AMZ-20250224-18065,2025-02-24 22:59:00,Patna,C,17.35,3.74,Clear,,Bike,1.49,87.7,0,AGENT_02935
AMZ-20250519-18066,2025-05-19 04:51:00,Bangalore,D,2.06,4.43,Cloudy,5.61,Bike,0.38,154.14,0,AGENT_02334
AMZ-20250131-18067,2025-01-31 19:01:00,Mumbai,B,2.39,3.75,Storm,8.36,Van,0.15,14.35,1,AGENT_04662
AMZ-20250227-18068,2025-02-27 03:56:00,Kolkata,C,7.37,3.53,Storm,3.91,Cycle,2.41,39.59,0,AGENT_05741
AMZ-20250427-18069,2025-04-27 16:29:00,Nagpur,B,19.15,3.16,Rain,7.93,Cycle,1.23,77.13,1,AGENT_00607
AMZ-20250409-18070,2025-04-09 14:01:00,Nagpur,A,3.87,3.45,Clear,0.76,Bike,11.46,25.02,0,AGENT_05664
AMZ-20250315-18071,2025-03-15 23:42:00,Chennai,C,1.53,4.3,Cloudy,1.91,Van,0.5,193.95,1,AGENT_05359
AMZ-20250114-18072,2025-01-14 12:21:00,Nagpur,B,0.07,3.8,Storm,9.19,Bike,0.97,51.94,0,AGENT_05274
AMZ-20250304-18073,2025-03-04 07:27:00,Bangalore,B,1.24,4.61,Fog,8.81,Bike,2.13,19.51,0,AGENT_02537
AMZ-20250220-18074,2025-02-20 20:30:00,Chennai,A,5.87,4.46,Cloudy,4.15,Bike,2.45,13.79,1,AGENT_00789
AMZ-20250211-18075,2025-02-11 11:06:00,Mumbai,D,12.06,3.89,Rain,,Cycle,1.74,98.08,1,AGENT_00164
AMZ-20250304-18076,2025-03-04 19:52:00,Kolkata,A,11.37,3.78,Cloudy,4.7,Bike,3.37,56.75,1,AGENT_04568
AMZ-20250518-18077,2025-05-18 21:01:00,Kolkata,B,22.1,4.05,Fog,9.91,Van,2.01,15.35,1,AGENT_04226
AMZ-20250206-18078,2025-02-06 03:29:00,Indore,A,4.06,3.83,Fog,,Bike,0.83,76.77,1,AGENT_02512
AMZ-20250410-18079,2025-04-10 13:03:00,Indore,D,1.04,5.16,Rain,4.37,Bike,1.11,34.47,0,AGENT_03970
AMZ-20250406-18080,2025-04-06 22:35:00,Ahmedabad,B,3.51,4.41,Rain,1.07,Bike,0.06,12.6,1,AGENT_01408
AMZ-20250110-18081,2025-01-10 02:02:00,Bangalore,A,5.0,3.92,Clear,9.03,Scooter,0.16,26.3,0,AGENT_04220
AMZ-20250423-18082,2025-04-23 15:05:00,Lucknow,C,0.78,3.75,Fog,7.16,Bike,0.17,15.14,0,AGENT_01550
AMZ-20250325-18083,2025-03-25 16:35:00,Lucknow,A,7.25,2.83,Rain,1.11,Van,0.59,16.05,0,AGENT_02111
AMZ-20250117-18084,2025-01-17 14:16:00,Bangalore,D,3.51,4.5,Clear,1.71,Cycle,2.04,52.94,1,AGENT_03096
AMZ-20250406-18085,2025-04-06 07:24:00,Surat,B,1.7,4.55,Fog,1.1,Cycle,2.39,19.57,0,AGENT_03853
AMZ-20250107-18086,2025-01-07 22:19:00,Lucknow,D,1.98,4.11,Fog,,Cycle,0.02,32.89,1,AGENT_00245
AMZ-20250411-18087,2025-04-11 03:24:00,Kolkata,A,4.95,4.01,Clear,8.13,Scooter,1.31,17.91,0,AGENT_03985
AMZ-20250117-18088,2025-01-17 10:29:00,Ahmedabad,D,5.18,4.62,Storm,7.31,Bike,1.05,43.58,1,AGENT_04963
AMZ-20250117-18089,2025-01-17 17:12:00,Pune,C,1.55,4.47,Fog,,Cycle,4.5,14.69,1,AGENT_03241
AMZ-20250412-18090,2025-04-12 18:10:00,Mumbai,B,10.87,3.86,Cloudy,0.61,Van,3.3,101.6,1,AGENT_01181
AMZ-20250208-18091,2025-02-08 06:31:00,Kolkata,C,3.53,3.25,Rain,3.79,Cycle,4.3,31.21,1,AGENT_05887
AMZ-20250405-18092,2025-04-05 18:59:00,Lucknow,A,5.84,4.51,Fog,3.34,Scooter,1.95,50.39,1,AGENT_00900
AMZ-20250303-18093,2025-03-03 07:28:00,Nagpur,B,1.86,3.94,,5.06,Bike,0.12,67.72,1,AGENT_02518
AMZ-20250119-18094,2025-01-19 07:02:00,Bangalore,A,8.95,4.45,Fog,0.68,Cycle,3.4,10.93,0,AGENT_05264
AMZ-20250330-18095,2025-03-30 21:47:00,Chennai,C,4.36,3.74,Rain,7.3,Bike,1.89,35.98,1,AGENT_05788
AMZ-20250213-18096,2025-02-13 18:32:00,Jaipur,D,,3.45,Cloudy,8.25,Van,10.51,23.89,0,AGENT_03010
AMZ-20250204-18097,2025-02-04 22:29:00,Bhopal,D,7.24,4.65,Rain,4.6,Scooter,0.92,14.64,1,AGENT_00822
AMZ-20250309-18098,2025-03-09 17:42:00,Chennai,A,4.68,3.19,Storm,3.87,Scooter,1.52,57.3,0,AGENT_04802
AMZ-20250302-18099,2025-03-02 10:51:00,Surat,C,14.03,4.82,Rain,3.39,Bike,7.77,37.34,1,AGENT_05579
AMZ-20250314-18100,2025-03-14 15:53:00,Kolkata,A,15.75,4.75,Cloudy,1.32,Scooter,0.0,38.58,0,AGENT_04168
AMZ-20250217-18101,2025-02-17 00:00:00,Chandigarh,D,2.27,3.42,Storm,1.13,Bike,3.52,12.09,1,AGENT_02120
AMZ-20250115-18102,2025-01-15 12:21:00,Surat,A,0.22,4.23,Cloudy,9.47,Van,6.49,201.69,0,AGENT_03386
AMZ-20250327-18103,2025-03-27 06:45:00,Chandigarh,B,5.14,3.48,Cloudy,9.52,Cycle,2.25,43.04,1,AGENT_02575
AMZ-20250109-18104,2025-01-09 10:04:00,Ahmedabad,B,5.96,4.57,Storm,7.05,Bike,14.76,38.91,1,AGENT_02590
AMZ-20250504-18105,2025-05-04 20:06:00,Chandigarh,B,0.29,3.98,Fog,3.93,Bike,10.49,42.41,0,AGENT_02718
AMZ-20250430-18106,2025-04-30 02:09:00,Mumbai,C,4.21,4.94,Clear,,Van,1.3,53.21,0,AGENT_01804
AMZ-20250410-18107,2025-04-10 10:39:00,Bhopal,D,0.93,4.21,,1.75,Scooter,6.62,33.4,0,AGENT_02766
AMZ-20250103-18108,2025-01-03 01:06:00,Delhi,C,0.88,4.24,Clear,4.58,Cycle,4.93,80.65,0,AGENT_03107
AMZ-20250119-18109,2025-01-19 14:04:00,Kolkata,B,5.31,3.51,Storm,4.5,Van,2.17,25.2,0,AGENT_05674
AMZ-20250424-18110,2025-04-24 09:42:00,Lucknow,B,17.79,3.35,Clear,3.96,Cycle,5.27,157.8,0,AGENT_04913
AMZ-20250207-18111,2025-02-07 00:09:00,Delhi,B,9.62,4.13,Cloudy,2.93,Bike,2.41,12.74,0,AGENT_03646
AMZ-20250314-18112,2025-03-14 00:51:00,Indore,D,9.78,4.37,Rain,,Van,7.52,17.71,0,AGENT_05309
AMZ-20250221-18113,2025-02-21 09:58:00,Chandigarh,D,29.07,3.24,Rain,2.82,Scooter,1.96,59.12,0,AGENT_00494
AMZ-20250429-18114,2025-04-29 12:51:00,Mumbai,D,0.22,4.29,Fog,9.73,Cycle,6.31,26.06,0,AGENT_05551
AMZ-20250320-18115,2025-03-20 13:18:00,Pune,A,6.85,4.7,Rain,,Van,3.82,200.24,0,AGENT_05223
AMZ-20250205-18116,2025-02-05 13:10:00,Delhi,B,1.54,4.79,Cloudy,9.25,Van,2.44,49.29,0,AGENT_05392
AMZ-20250330-18117,2025-03-30 20:52:00,Nagpur,B,32.86,3.68,Storm,7.9,Van,0.63,36.23,0,AGENT_02231
AMZ-20250517-18118,2025-05-17 04:13:00,Surat,D,24.6,3.91,Rain,3.22,Scooter,2.72,12.93,0,AGENT_04305
AMZ-20250120-18119,2025-01-20 17:49:00,Bangalore,C,2.67,3.52,Storm,3.95,Van,2.38,43.4,1,AGENT_00291
AMZ-20250304-18120,2025-03-04 06:22:00,Lucknow,C,0.81,3.7,Clear,7.41,Scooter,1.25,14.99,1,AGENT_04937
AMZ-20250115-18121,2025-01-15 07:00:00,Hyderabad,A,19.87,4.34,Storm,1.02,Van,1.65,10.61,1,AGENT_00072
AMZ-20250104-18122,2025-01-04 23:24:00,Bangalore,C,14.36,4.03,Cloudy,0.79,Cycle,1.47,48.88,1,AGENT_01760
AMZ-20250216-18123,2025-02-16 21:20:00,Hyderabad,B,0.75,4.58,Clear,,Van,0.5,108.31,0,AGENT_01708
AMZ-20250111-18124,2025-01-11 11:13:00,Lucknow,D,12.33,3.87,Cloudy,1.73,Bike,2.68,57.09,1,AGENT_03053
AMZ-20250130-18125,2025-01-30 10:15:00,Hyderabad,A,0.19,4.78,Clear,9.46,Van,14.1,49.25,0,AGENT_00098
AMZ-20250517-18126,2025-05-17 01:08:00,Jaipur,B,9.22,,Cloudy,0.85,Van,8.97,38.97,0,AGENT_02686
AMZ-20250314-18127,2025-03-14 03:11:00,Nagpur,C,16.99,4.01,Cloudy,8.7,Scooter,4.25,11.98,0,AGENT_04807
AMZ-20250302-18128,2025-03-02 17:41:00,Mumbai,C,0.93,4.06,,4.36,Van,1.51,20.9,0,AGENT_03375
AMZ-20250519-18129,2025-05-19 15:18:00,Pune,D,18.89,3.09,Storm,0.31,Cycle,5.49,47.21,1,AGENT_03576
AMZ-20250101-18130,2025-01-01 11:35:00,Surat,A,7.19,4.0,Storm,8.49,Scooter,0.74,26.72,0,AGENT_01923
AMZ-20250318-18131,2025-03-18 05:20:00,Surat,C,3.34,3.85,,1.5,Bike,1.54,33.28,1,AGENT_00429
AMZ-20250302-18132,2025-03-02 11:59:00,Pune,B,4.64,4.6,Fog,1.27,Scooter,1.83,23.29,1,AGENT_05259
AMZ-20250323-18133,2025-03-23 08:42:00,Ahmedabad,D,1.1,3.97,Cloudy,4.19,Cycle,2.71,35.46,0,AGENT_02456
AMZ-20250301-18134,2025-03-01 02:02:00,Ahmedabad,A,13.09,3.43,Clear,6.92,Cycle,0.12,31.1,0,AGENT_00778
AMZ-20250327-18135,2025-03-27 17:07:00,Nagpur,A,16.94,3.79,Rain,4.69,Van,5.67,14.7,1,AGENT_00985
AMZ-20250308-18136,2025-03-08 01:07:00,Kolkata,B,1.76,3.51,Cloudy,7.92,Van,12.53,22.81,1,AGENT_04554
AMZ-20250412-18137,2025-04-12 02:40:00,Kolkata,C,6.33,4.5,Storm,8.83,Van,0.04,44.35,0,AGENT_02685
AMZ-20250517-18138,2025-05-17 04:30:00,Jaipur,B,7.76,3.8,Cloudy,4.65,Van,1.31,31.0,1,AGENT_01869
AMZ-20250120-18139,2025-01-20 23:51:00,Ahmedabad,A,9.18,3.73,Clear,7.06,Van,0.24,41.87,0,AGENT_05221
AMZ-20250218-18140,2025-02-18 20:44:00,Surat,A,14.77,3.35,Storm,4.73,Bike,3.25,17.86,0,AGENT_04764
AMZ-20250112-18141,2025-01-12 03:28:00,Mumbai,A,18.78,4.26,Rain,0.42,Cycle,1.62,60.14,1,AGENT_04137
AMZ-20250515-18142,2025-05-15 19:48:00,Jaipur,D,17.35,4.67,Clear,4.61,Cycle,1.96,49.95,0,AGENT_03290
AMZ-20250313-18143,2025-03-13 06:22:00,Jaipur,C,1.87,3.62,Clear,,Van,2.54,30.73,1,AGENT_01217
AMZ-20250422-18144,2025-04-22 08:05:00,Lucknow,A,0.14,,Cloudy,5.72,Scooter,0.33,68.79,0,AGENT_02160
AMZ-20250117-18145,2025-01-17 04:09:00,Delhi,D,1.45,3.96,Cloudy,0.43,Scooter,1.66,18.93,1,AGENT_00590
AMZ-20250323-18146,2025-03-23 09:34:00,Delhi,B,1.2,3.55,Rain,7.48,Van,2.6,38.71,1,AGENT_04142
AMZ-20250328-18147,2025-03-28 03:19:00,Jaipur,C,0.9,4.34,Fog,7.24,Scooter,5.02,32.46,1,AGENT_01407
AMZ-20250403-18148,2025-04-03 08:31:00,Indore,D,5.75,3.95,Storm,2.92,Cycle,3.89,55.52,1,AGENT_00949
AMZ-20250310-18149,2025-03-10 06:43:00,Lucknow,C,1.06,3.74,,8.03,Bike,5.21,26.81,0,AGENT_05274
AMZ-20250129-18150,2025-01-29 14:21:00,Chandigarh,B,1.65,3.62,Fog,3.19,Van,2.5,29.7,0,AGENT_05912
AMZ-20250121-18151,2025-01-21 23:38:00,Nagpur,A,2.42,3.55,Fog,9.59,Bike,0.52,23.72,0,AGENT_02043
AMZ-20250401-18152,2025-04-01 07:34:00,Jaipur,A,0.54,3.67,Rain,1.05,Scooter,0.81,76.16,1,AGENT_03902
AMZ-20250517-18153,2025-05-17 11:59:00,Indore,B,19.01,3.81,Rain,,Bike,1.55,48.11,0,AGENT_03013
AMZ-20250517-18154,2025-05-17 13:40:00,Kolkata,B,12.69,3.38,Fog,9.1,Bike,0.28,56.66,1,AGENT_05837
AMZ-20250203-18155,2025-02-03 16:35:00,Pune,D,16.0,4.5,Fog,1.72,Scooter,0.62,58.94,0,AGENT_03491
AMZ-20250123-18156,2025-01-23 19:09:00,Mumbai,D,4.05,4.28,Storm,4.29,Van,3.17,58.36,1,AGENT_05312
AMZ-20250502-18157,2025-05-02 10:39:00,Nagpur,D,7.9,4.27,Rain,4.45,Van,1.26,17.07,0,AGENT_03131
AMZ-20250413-18158,2025-04-13 20:32:00,Indore,B,10.33,3.32,Rain,8.18,Van,0.75,77.9,1,AGENT_04349
AMZ-20250212-18159,2025-02-12 10:27:00,Chandigarh,C,,3.76,Clear,7.94,Van,1.37,25.51,1,AGENT_03293
AMZ-20250216-18160,2025-02-16 02:24:00,Indore,D,11.02,4.36,Cloudy,3.98,Scooter,7.61,60.62,1,AGENT_04214
AMZ-20250420-18161,2025-04-20 18:21:00,Indore,C,0.32,3.56,Fog,9.78,Van,2.59,46.19,1,AGENT_03520
AMZ-20250324-18162,2025-03-24 04:38:00,Ahmedabad,A,2.41,3.53,Storm,8.28,Scooter,0.97,16.6,0,AGENT_03960
AMZ-20250401-18163,2025-04-01 19:37:00,Chandigarh,B,3.16,3.06,Rain,1.14,Scooter,10.28,78.33,0,AGENT_02394
AMZ-20250301-18164,2025-03-01 21:25:00,Kolkata,C,2.48,3.59,Storm,3.0,Van,10.76,18.42,1,AGENT_02655
AMZ-20250519-18165,2025-05-19 06:46:00,Jaipur,A,16.68,4.09,Cloudy,8.02,Bike,1.38,10.46,0,AGENT_01821
AMZ-20250227-18166,2025-02-27 03:32:00,Chennai,B,5.51,4.72,,1.43,Cycle,1.12,36.97,0,AGENT_01456
AMZ-20250228-18167,2025-02-28 10:07:00,Hyderabad,C,0.76,4.11,Clear,3.78,Van,1.26,41.97,0,AGENT_00941
AMZ-20250218-18168,2025-02-18 02:40:00,Hyderabad,B,5.16,4.35,Clear,3.99,Cycle,3.62,178.0,1,AGENT_00239
AMZ-20250421-18169,2025-04-21 03:55:00,Pune,B,1.44,3.29,Storm,0.79,Van,5.22,89.27,0,AGENT_05240
AMZ-20250307-18170,2025-03-07 21:06:00,Chennai,A,31.15,4.13,Storm,3.85,Cycle,0.46,41.06,0,AGENT_03117
AMZ-20250411-18171,2025-04-11 18:47:00,Bangalore,B,1.47,4.18,Storm,3.77,Cycle,0.24,69.01,0,AGENT_05101
AMZ-20250104-18172,2025-01-04 20:09:00,Indore,A,3.56,4.08,Storm,0.32,Bike,2.7,12.44,1,AGENT_04024
AMZ-20250411-18173,2025-04-11 22:39:00,Delhi,D,6.33,3.44,Rain,1.97,Van,3.07,33.77,0,AGENT_05360
AMZ-20250408-18174,2025-04-08 22:34:00,Delhi,B,8.99,3.11,Clear,0.57,Scooter,0.18,55.57,0,AGENT_05414
AMZ-20250407-18175,2025-04-07 22:43:00,Chennai,C,8.32,5.21,Storm,9.11,Scooter,1.24,55.91,0,AGENT_01034
AMZ-20250102-18176,2025-01-02 06:40:00,Chandigarh,D,6.81,4.38,Cloudy,0.65,Scooter,1.48,52.18,1,AGENT_00384
AMZ-20250518-18177,2025-05-18 06:58:00,Patna,C,0.95,4.41,Clear,4.99,Bike,4.15,50.65,1,AGENT_05151
AMZ-20250508-18178,2025-05-08 22:36:00,Lucknow,B,2.76,4.66,Rain,3.16,Scooter,5.61,20.72,0,AGENT_00576
AMZ-20250103-18179,2025-01-03 12:05:00,Indore,C,8.0,4.6,Clear,0.96,Cycle,0.58,17.79,0,AGENT_00852
AMZ-20250111-18180,2025-01-11 12:14:00,Jaipur,C,,4.55,Cloudy,6.11,Bike,6.0,12.43,1,AGENT_00440
AMZ-20250308-18181,2025-03-08 04:08:00,Pune,A,11.92,3.54,Clear,3.47,Bike,2.08,15.48,1,AGENT_00323
AMZ-20250113-18182,2025-01-13 10:18:00,Lucknow,C,2.05,4.78,Fog,4.79,Van,3.38,60.64,0,AGENT_01117
AMZ-20250313-18183,2025-03-13 00:04:00,Chandigarh,D,10.24,4.03,Clear,1.14,Scooter,0.82,68.39,1,AGENT_03997
AMZ-20250323-18184,2025-03-23 15:50:00,Indore,A,5.93,4.11,Storm,0.62,Van,1.14,92.33,0,AGENT_01730
AMZ-20250301-18185,2025-03-01 03:58:00,Bangalore,A,3.54,4.72,Clear,9.81,Bike,0.44,59.48,1,AGENT_05473
AMZ-20250201-18186,2025-02-01 06:45:00,Mumbai,D,9.21,4.29,Cloudy,0.37,Scooter,6.96,13.64,0,AGENT_02556
AMZ-20250127-18187,2025-01-27 03:20:00,Ahmedabad,D,22.12,4.13,Fog,1.23,Bike,2.47,24.81,0,AGENT_03824
AMZ-20250429-18188,2025-04-29 16:51:00,Jaipur,C,5.04,4.15,Cloudy,4.92,Scooter,0.92,38.33,0,AGENT_01017
AMZ-20250301-18189,2025-03-01 06:37:00,Hyderabad,C,17.29,4.26,Fog,2.94,Scooter,1.11,70.29,1,AGENT_01731
AMZ-20250411-18190,2025-04-11 02:16:00,Kolkata,A,,5.07,Fog,7.65,Cycle,1.45,10.22,1,AGENT_00372
AMZ-20250215-18191,2025-02-15 10:42:00,Mumbai,A,5.61,4.5,Clear,0.64,Scooter,3.42,65.47,0,AGENT_01363
AMZ-20250307-18192,2025-03-07 19:07:00,Lucknow,C,25.85,3.99,Cloudy,8.69,Cycle,0.53,14.75,1,AGENT_01437
AMZ-20250101-18193,2025-01-01 22:14:00,Pune,B,1.18,4.07,Storm,7.52,Cycle,0.61,57.38,0,AGENT_02154
AMZ-20250501-18194,2025-05-01 13:33:00,Pune,A,2.52,3.81,Rain,3.52,Scooter,6.31,33.1,0,AGENT_04081
AMZ-20250205-18195,2025-02-05 06:06:00,Hyderabad,C,,4.06,Clear,1.55,Scooter,0.18,12.33,0,AGENT_05474
AMZ-20250105-18196,2025-01-05 17:52:00,Chennai,A,16.22,3.35,Fog,0.15,Bike,12.3,57.96,1,AGENT_03215
