runs,strike_rate,boundaries,innings,team,area_sqft,price_lakhs,bedrooms,floor
1797,140.78,162,82,GT,1171.9,300.17,4,43
138,142.54,0,192,RR,609.12,155.38,3,31
2246,151.37,236,128,RCB,1000.71,256.47,5,13
4089,111.8,430,158,MI,1784.34,368.69,2,23
1580,117.24,154,122,KKR,250.0,60.84,5,11
0,143.87,4,162,MI,1224.99,343.4,4,18
2841,147.92,289,33,SRH,758.81,228.38,5,40
3635,136.45,345,159,RCB,671.84,111.87,1,8
3682,148.49,364,56,MI,1238.66,257.58,3,31
4029,98.12,419,62,SRH,516.07,89.28,1,15
2714,141.9,247,31,LSG,1306.67,292.95,4,3
2266,143.39,258,24,KKR,250.0,157.41,5,43
2372,121.99,245,69,RCB,250.0,20.0,2,26
3800,152.92,372,179,GT,1160.47,284.83,3,54
4054,149.52,364,193,MI,876.67,244.4,4,57
3514,143.4,355,98,DC,1123.95,324.64,3,29
2302,128.7,237,9,RR,1056.52,289.57,4,24
4993,149.98,525,8,RR,1475.79,304.09,3,45
1776,97.09,186,107,KKR,887.72,246.46,3,44
2421,118.01,202,164,KKR,1125.49,302.92,3,25
1158,119.05,85,93,PBKS,1177.87,237.65,1,28
3741,104.87,345,69,LSG,1160.95,236.23,3,7
3460,157.44,321,184,GT,777.21,294.14,5,51
3756,128.37,382,46,DC,1393.79,341.06,4,36
2037,116.72,196,138,KKR,726.72,195.34,4,16
3636,120.12,388,102,GT,1834.23,406.99,1,32
3405,136.29,327,74,DC,937.14,343.04,4,13
6076,107.42,628,127,PBKS,1247.77,336.24,4,8
1683,96.8,192,139,GT,1193.31,277.79,4,33
2509,149.73,259,116,CSK,819.73,251.8,2,53
1874,132.74,228,8,DC,1393.74,352.57,4,56
2995,138.3,291,68,DC,1732.07,463.15,5,28
4170,113.58,426,146,KKR,944.12,289.39,5,57
1714,103.62,146,128,RCB,876.17,261.09,3,35
909,149.5,121,122,GT,1083.16,266.83,4,13
3372,119.48,345,3,LSG,1043.66,231.37,1,23
643,128.54,61,108,CSK,1718.32,422.93,1,6
2919,115.23,295,143,MI,1135.48,309.77,5,30
1428,126.04,165,188,GT,1416.29,298.85,3,1
3535,124.61,356,128,RCB,1367.36,350.72,2,50
2738,138.15,250,120,GT,1444.33,358.16,2,27
1101,134.72,125,55,CSK,844.16,245.85,5,36
2305,139.33,220,70,GT,1078.66,322.96,3,2
1957,118.3,207,121,GT,756.27,177.38,2,31
0,139.86,10,100,SRH,971.57,216.19,1,14
0,141.62,0,32,MI,289.38,155.7,2,29
1444,132.77,131,6,KKR,659.61,137.45,1,55
2561,155.35,253,144,RCB,1554.79,399.97,4,49
3190,131.96,312,194,KKR,1770.12,459.31,3,30
3417,139.6,352,16,RR,1200.25,310.63,3,57
1948,108.63,172,14,SRH,1661.96,329.17,1,6
2650,108.67,299,62,PBKS,1149.44,338.35,5,47
3128,143.51,331,146,RR,1162.76,319.92,3,31
3531,158.2,371,8,CSK,306.68,72.71,1,10
1952,142.15,194,133,DC,868.03,153.83,3,15
3716,134.34,377,88,PBKS,1480.09,430.13,5,55
2490,130.56,283,41,KKR,1310.09,371.01,5,21
2260,119.81,237,111,RR,606.49,178.8,5,33
4209,146.48,419,59,RCB,250.0,62.64,1,14
2787,138.07,289,9,DC,439.34,200.07,4,41
1656,164.29,192,42,SRH,958.22,277.36,4,35
1355,146.76,135,18,DC,398.44,140.6,2,48
340,141.73,24,46,MI,258.1,107.19,1,59
1966,136.45,167,123,LSG,1017.24,335.97,5,4
1408,121.84,171,176,RR,1338.48,358.85,4,14
3022,150.27,278,28,PBKS,947.49,220.29,3,3
2611,133.16,256,37,RCB,1294.62,329.54,4,46
2076,151.46,235,74,PBKS,760.3,191.54,3,18
843,128.4,50,20,MI,1213.47,335.23,4,52
2142,121.71,219,166,DC,729.09,175.04,3,53
2653,143.06,288,169,RR,250.0,134.28,3,12
2919,128.34,305,112,KKR,605.17,208.98,5,36
1601,156.67,161,124,MI,629.29,181.5,5,16
1431,146.49,163,190,DC,802.32,207.03,1,3
2145,144.32,202,148,RCB,808.68,289.61,3,48
954,95.07,77,151,RCB,1370.93,360.0,1,53
2315,115.68,197,50,SRH,1117.7,346.93,4,36
2297,161.75,243,133,MI,392.42,125.82,2,55
3135,103.46,342,188,DC,1261.79,277.65,2,38
3978,145.97,389,73,MI,945.49,253.18,3,33
3656,131.06,355,43,SRH,271.66,114.88,5,30
3942,173.91,419,126,MI,1663.48,433.49,5,59
3729,83.31,386,105,RR,379.95,150.99,3,5
2434,160.58,212,36,SRH,396.11,149.43,3,10
4933,105.6,500,101,CSK,1153.96,275.89,5,40
1580,151.35,158,3,RR,619.46,121.38,3,20
3999,142.77,404,189,MI,518.69,119.09,2,22
3486,103.08,326,182,SRH,836.14,229.24,3,24
3604,101.6,381,36,DC,856.31,218.71,3,22
1689,138.32,188,112,RCB,1031.49,280.71,4,16
4299,102.55,418,45,MI,926.91,239.13,3,4
1344,160.39,171,100,CSK,1871.96,444.47,4,51
2193,139.83,196,157,MI,1110.48,304.95,4,30
3911,140.68,402,154,GT,1308.92,390.65,5,27
4307,147.65,430,136,CSK,436.65,139.58,3,19
1520,123.67,157,73,RR,963.59,313.33,2,12
4471,146.85,427,150,LSG,1552.0,420.69,4,47
257,113.47,30,69,RCB,867.2,181.32,3,29
2838,127.36,294,172,RR,838.77,263.33,4,28
5159,144.75,533,169,CSK,657.35,194.96,5,14
2066,151.81,203,164,GT,635.49,216.74,2,28
3402,149.64,309,158,LSG,1481.68,363.0,3,51
0,114.15,0,49,DC,1137.29,214.08,2,18
2009,178.77,190,109,RCB,616.06,214.3,4,23
3778,97.48,390,119,RR,1240.9,344.66,5,7
3553,139.16,335,17,KKR,477.25,124.25,2,29
1102,105.64,160,158,LSG,1256.74,369.38,4,32
2725,124.3,267,124,CSK,880.7,238.05,1,37
4553,99.64,439,4,DC,646.94,241.45,5,47
3344,181.97,318,163,SRH,1397.46,377.57,4,24
2040,152.43,207,84,DC,279.15,111.6,3,23
3309,128.28,363,145,PBKS,1167.6,278.47,3,46
3204,113.64,291,135,PBKS,250.0,105.77,4,24
3266,109.72,356,103,PBKS,716.25,195.95,5,3
2576,168.83,282,117,CSK,943.56,215.03,1,34
2980,126.4,280,62,LSG,858.26,199.74,4,34
1765,118.01,184,58,LSG,609.38,216.09,5,14
4130,138.38,381,172,SRH,1000.99,276.12,3,7
3893,149.37,390,58,DC,1179.85,248.35,2,34
4214,160.35,406,181,LSG,250.0,138.39,5,36
562,159.92,74,106,RCB,975.39,275.18,1,57
766,108.15,48,72,KKR,564.98,153.27,3,9
2595,121.6,253,137,MI,722.78,107.38,1,42
5097,135.04,512,6,CSK,552.27,162.52,4,35
2450,111.84,265,19,MI,657.22,172.31,4,32
3979,136.58,406,86,MI,1048.84,293.64,5,30
531,103.95,58,111,DC,435.95,115.93,1,19
6261,132.76,603,148,RCB,1156.68,306.28,4,26
1500,154.53,145,64,GT,845.04,212.11,3,1
565,134.52,36,155,SRH,850.12,191.58,2,52
4508,130.26,463,135,LSG,1201.5,205.13,1,34
1941,135.68,203,118,RR,250.0,116.95,4,27
0,129.23,0,24,GT,843.93,252.04,5,34
1919,151.32,197,123,SRH,878.28,229.27,3,10
2933,114.37,294,8,PBKS,779.66,219.4,5,47
828,122.28,75,67,MI,1203.25,347.88,4,43
1126,129.67,124,11,SRH,250.0,120.44,2,56
4611,137.39,448,100,PBKS,1389.1,336.14,1,24
1294,79.33,111,66,PBKS,970.77,277.55,3,35
2395,140.22,260,129,SRH,1253.67,375.43,4,47
1613,127.69,160,7,SRH,1081.24,344.11,5,27
2516,130.04,227,24,GT,944.58,229.61,2,51
3852,144.64,352,140,LSG,1054.81,208.06,2,20
2461,132.71,271,63,DC,814.91,173.45,1,7
3170,132.41,326,72,KKR,1390.19,338.27,4,39
586,125.57,42,141,LSG,882.43,146.55,2,6
1607,154.24,176,198,RCB,1431.85,419.71,5,42
2021,148.07,212,88,SRH,1340.79,301.59,2,19
2658,136.42,257,116,MI,703.71,281.6,5,53
2780,124.82,213,24,PBKS,1094.98,284.11,4,38
3416,138.89,338,38,MI,771.01,186.75,1,36
3584,123.68,376,199,SRH,1325.9,338.11,4,6
1835,137.87,166,10,DC,702.33,249.09,4,32
2629,155.97,271,158,CSK,1533.5,358.15,1,26
4198,142.72,418,88,RCB,737.35,276.66,5,48
2647,124.72,248,27,GT,931.95,294.86,5,44
1654,141.11,202,30,LSG,1172.88,233.44,1,30
3466,131.0,365,128,DC,1104.01,215.81,1,50
0,117.23,4,117,RR,893.58,290.17,1,36
1497,79.36,160,2,LSG,406.35,183.99,5,6
5,115.62,0,8,RR,422.53,162.63,5,30
2904,117.62,300,145,MI,250.0,126.54,3,39
385,160.03,14,48,MI,539.04,125.17,3,49
4851,124.09,492,64,RR,776.61,196.7,4,29
3196,131.12,330,189,RR,1320.6,325.54,2,14
2223,110.79,222,141,SRH,277.25,71.51,1,24
1669,100.54,179,149,LSG,1334.99,306.32,1,20
1768,123.16,167,107,RR,541.4,166.94,4,29
2252,167.29,246,130,KKR,1381.96,331.69,2,24
3878,128.47,401,127,DC,592.88,154.16,4,25
3496,156.18,362,84,GT,1567.68,376.4,5,2
236,144.16,23,151,KKR,1567.76,360.96,2,33
743,147.42,82,16,DC,608.98,138.02,1,35
1606,105.02,202,141,RR,474.5,171.93,5,50
3230,135.07,316,132,RCB,335.06,82.25,1,51
3387,125.1,326,2,KKR,523.26,146.53,4,20
4256,113.88,411,114,GT,365.45,124.63,5,46
2179,136.65,212,65,SRH,516.22,178.72,2,35
3158,160.51,331,26,KKR,1408.06,366.9,3,36
3924,151.84,415,30,MI,1815.9,376.2,2,45
301,167.69,37,118,DC,1079.1,286.32,3,1
3045,111.29,271,38,MI,1273.59,359.29,2,59
2330,136.97,219,148,KKR,1377.26,382.95,5,54
3830,166.33,383,25,GT,893.26,215.53,4,20
365,154.7,59,125,CSK,469.12,171.51,1,14
1094,127.93,101,52,MI,1451.6,284.96,3,33
3967,113.28,405,83,CSK,777.35,276.65,4,43
1042,123.78,103,91,MI,1383.13,330.9,5,53
468,140.38,36,138,GT,1336.02,192.5,1,4
1970,135.32,229,169,SRH,1149.87,268.8,5,23
2137,144.08,243,61,RCB,938.78,278.0,2,15
0,141.15,56,111,RR,1030.13,238.84,1,36
3535,121.31,370,2,DC,1128.43,220.83,1,23
3245,113.35,317,81,GT,593.07,163.17,2,22
1255,136.66,125,135,MI,1108.26,301.6,4,56
3113,140.08,344,60,SRH,1156.34,309.11,3,12
2666,131.81,252,189,RCB,1060.27,263.47,2,39
3494,143.81,344,80,SRH,935.91,264.21,1,45
1927,139.14,162,113,GT,632.9,216.14,3,46
955,161.05,76,27,LSG,1130.67,311.41,4,44
2692,140.94,298,1,PBKS,654.19,132.89,3,40
3002,145.79,283,86,LSG,526.52,178.58,3,32
2942,128.47,282,155,RCB,768.53,244.95,4,18
2115,137.85,182,80,DC,846.72,306.3,5,45
3509,167.15,359,60,LSG,1334.74,339.74,5,45
2442,121.09,265,53,MI,1115.03,296.51,4,54
3157,127.14,285,36,MI,802.63,137.62,1,18
1854,144.19,208,152,SRH,1163.43,356.12,5,58
11,123.48,42,35,MI,684.7,120.86,2,1
3323,142.63,341,33,KKR,1316.59,356.16,5,32
1989,97.27,169,145,SRH,691.72,142.69,2,12
2709,124.78,281,69,KKR,729.67,181.03,1,44
1264,124.87,134,163,DC,748.88,222.71,4,53
3047,129.24,302,107,SRH,1121.27,306.47,4,15
4969,116.52,495,175,PBKS,1107.63,329.27,5,35
1387,126.75,167,98,PBKS,643.17,176.58,3,42
2940,142.85,269,96,CSK,1076.03,292.35,3,38
3477,134.68,348,89,RCB,1220.12,332.63,3,31
3508,157.66,365,59,RCB,1158.85,251.31,4,28
1543,102.85,132,61,SRH,1444.4,380.83,5,22
3774,137.7,381,150,RR,504.32,142.41,5,22
2411,146.35,240,27,DC,1280.91,282.69,3,50
2709,117.29,244,112,GT,999.04,288.57,4,28
3249,158.79,333,90,KKR,1266.96,347.43,5,4
1131,155.72,135,15,SRH,262.78,91.01,2,36
2065,112.66,200,164,CSK,1188.78,315.41,3,14
3048,168.74,316,109,MI,1213.82,316.9,3,44
2681,141.11,237,185,MI,988.36,263.79,4,53
1150,163.4,137,41,LSG,298.29,117.5,5,16
2477,156.19,277,173,MI,1002.64,359.5,5,46
3685,173.53,384,171,LSG,936.26,235.05,4,24
4667,124.03,466,12,GT,709.53,144.69,2,3
4026,147.62,412,196,MI,454.42,273.06,5,53
2409,155.56,239,195,CSK,503.92,166.87,3,45
3407,108.13,324,96,GT,250.0,128.19,4,27
4345,141.22,406,4,LSG,628.19,226.19,2,47
2685,150.36,232,193,RCB,762.92,195.62,3,16
2768,150.56,273,119,LSG,626.54,204.5,3,16
1507,181.0,126,5,LSG,746.43,203.83,1,25
3706,129.42,359,130,KKR,865.28,203.8,5,5
2248,141.13,210,46,LSG,694.11,233.64,3,9
1224,162.48,122,75,RR,895.73,235.65,2,55
1620,148.88,141,126,SRH,1157.93,322.39,5,10
2235,110.81,229,137,RCB,1190.49,314.96,3,33
2867,135.01,304,136,DC,1413.39,367.42,5,42
972,128.15,87,58,RR,1301.53,293.95,3,40
4243,93.27,477,103,MI,1116.71,289.18,5,24
4198,178.18,405,63,SRH,250.0,72.45,3,17
882,121.53,50,189,RR,448.86,213.85,5,37
2200,119.85,246,143,KKR,681.24,222.36,3,6
4135,132.96,428,73,PBKS,1253.38,266.12,2,55
2242,170.73,277,170,KKR,1403.45,352.54,2,49
2669,118.96,288,178,RCB,532.28,224.18,5,34
1735,104.61,164,94,RCB,994.04,248.75,3,39
1224,149.1,168,179,CSK,1228.86,284.46,4,24
2062,122.21,195,153,RR,1113.51,284.45,3,57
2519,133.48,235,150,KKR,526.79,161.29,3,19
3432,141.03,320,22,RCB,1227.13,277.05,1,29
3894,116.68,396,94,DC,1280.93,312.02,5,42
3758,119.95,357,117,SRH,1358.58,314.13,1,13
1952,152.33,167,74,SRH,1457.34,327.51,5,19
2450,153.51,263,197,LSG,409.14,179.02,5,8
1533,118.98,135,197,MI,790.99,179.35,1,14
944,168.84,124,194,PBKS,906.16,176.47,1,11
377,116.77,2,64,LSG,1020.41,249.59,5,52
3021,137.29,273,150,LSG,493.31,123.47,1,23
4255,150.65,440,141,RCB,538.98,167.33,2,35
3519,157.09,338,155,RR,1146.7,279.76,4,3
2050,144.65,212,47,LSG,250.0,106.7,1,3
838,122.74,50,91,PBKS,1270.35,376.18,5,19
2701,119.04,246,21,GT,727.1,225.15,1,51
2125,118.65,191,31,RCB,963.25,207.43,1,16
1101,143.9,125,121,SRH,736.25,192.7,3,13
5593,129.83,565,38,PBKS,1130.35,215.84,1,27
4214,134.8,393,39,MI,1425.37,333.91,2,13
1832,147.49,172,164,KKR,250.0,89.43,2,17
1624,113.29,190,100,CSK,920.01,207.32,3,4
2474,93.98,262,193,RCB,859.26,297.15,3,51
2495,122.14,212,11,GT,250.0,163.76,5,55
2755,132.83,295,69,PBKS,1492.95,363.69,1,28
1945,166.31,243,34,LSG,250.0,121.94,2,14
2329,147.75,192,5,PBKS,1339.05,283.57,1,9
1591,135.64,158,20,PBKS,349.27,48.13,2,41
3418,120.86,332,63,RCB,869.36,241.77,2,3
3411,123.04,354,45,RCB,271.93,128.82,5,45
2517,124.06,255,170,LSG,250.0,148.26,5,49
59,146.92,0,13,RR,696.88,186.6,1,28
1334,128.39,134,137,SRH,250.0,161.42,5,48
1167,164.11,117,133,MI,860.74,229.55,2,6
851,121.32,82,166,KKR,1293.43,325.89,4,19
905,153.3,96,94,DC,1178.24,305.43,5,55
4898,148.65,479,177,LSG,1132.34,274.76,5,12
1714,130.98,158,92,CSK,409.94,119.35,1,43
1337,111.86,168,101,RCB,909.96,268.35,5,20
2561,133.16,270,156,KKR,1189.32,310.1,2,57
2055,120.94,219,121,SRH,527.4,184.57,4,58
0,133.13,11,124,RCB,444.01,96.31,3,7
2409,189.2,270,171,MI,1554.88,406.61,4,2
2171,137.78,229,198,SRH,1539.04,413.96,5,38
3252,118.74,320,169,GT,517.46,175.09,4,19
2121,156.85,240,172,LSG,1705.81,490.46,4,58
3204,153.05,330,157,MI,1546.06,355.18,2,17
4032,133.44,407,68,MI,831.31,225.16,2,33
1581,118.3,159,25,SRH,508.93,129.51,1,36
1894,131.08,207,196,SRH,993.01,311.85,2,49
2660,134.91,244,14,RR,419.11,133.72,2,41
2803,160.32,261,187,GT,888.58,210.76,2,48
4337,158.34,450,62,RR,1412.71,378.29,4,16
1798,141.92,148,145,MI,342.23,77.57,2,10
3083,133.73,295,117,DC,727.94,254.24,4,50
1408,122.04,174,147,RR,1516.13,350.99,2,38
4741,127.47,466,157,MI,1035.68,230.23,2,13
3624,87.19,352,100,LSG,367.22,125.32,1,33
1457,175.83,137,66,GT,905.71,323.61,3,56
2984,137.61,299,45,KKR,911.82,218.83,5,38
1840,130.0,172,71,MI,1205.29,296.09,3,11
2976,128.16,301,28,MI,738.42,247.89,4,47
2819,154.08,279,59,MI,1429.95,309.08,1,10
4574,149.28,474,182,MI,510.49,168.29,2,41
3703,162.07,357,8,DC,620.49,158.45,2,14
1435,155.67,135,10,KKR,1008.08,300.02,2,13
3284,105.23,323,21,CSK,851.69,218.2,4,53
400,151.59,29,35,KKR,1367.62,319.06,2,15
5068,162.37,479,4,LSG,1251.08,329.29,3,40
2516,142.03,250,181,LSG,896.87,268.98,1,26
1499,120.61,153,85,CSK,757.54,236.04,2,22
543,119.42,56,25,CSK,295.6,84.38,3,7
1555,102.69,140,20,PBKS,1031.85,236.9,3,13
1676,122.21,184,199,PBKS,1109.05,334.42,5,53
3339,113.71,353,199,KKR,831.09,274.97,3,40
1415,137.84,154,96,CSK,737.41,197.03,3,42
2727,136.71,284,96,CSK,1221.14,339.58,4,15
2272,140.66,237,127,LSG,316.74,40.72,1,16
2955,141.42,311,22,SRH,606.7,201.3,3,36
2459,114.57,246,49,PBKS,744.61,275.85,5,25
1198,78.64,104,89,LSG,1191.82,227.39,1,32
2547,86.76,260,6,SRH,1532.56,446.52,5,57
1051,128.45,117,179,LSG,925.7,270.59,5,27
2523,124.11,222,155,RR,778.82,290.46,5,56
1989,136.17,176,146,MI,422.53,103.97,4,4
1688,154.98,154,12,KKR,505.13,147.91,5,16
3662,148.75,364,28,RR,681.54,188.61,2,46
3313,115.21,337,19,RCB,369.78,114.83,2,57
3363,163.77,333,43,SRH,821.14,256.66,5,11
3457,126.6,344,99,RR,549.0,92.5,1,45
0,127.24,8,143,RCB,250.0,125.83,4,50
1579,167.37,119,197,PBKS,250.0,132.47,2,54
2654,120.38,245,36,MI,1326.43,350.26,1,54
3324,143.13,343,97,KKR,580.89,157.34,3,29
936,104.98,104,85,RR,2032.21,535.71,5,20
3588,135.0,359,42,RR,654.6,155.58,1,12
1889,121.88,220,91,SRH,963.12,246.23,4,5
2228,145.12,213,126,RR,756.39,192.63,3,47
2787,181.74,280,45,DC,1220.7,255.31,3,1
2743,103.36,262,30,DC,985.85,255.84,5,11
3303,100.26,353,39,PBKS,1581.32,291.69,2,18
1633,173.31,148,174,CSK,1194.88,334.5,4,59
4640,125.29,475,186,DC,1103.52,320.92,5,28
4531,139.23,478,30,LSG,427.91,129.33,2,34
2505,112.58,234,109,RR,825.26,247.88,5,8
1831,155.98,141,184,MI,250.0,80.52,1,26
1668,162.1,188,88,CSK,465.07,216.06,5,24
3654,147.93,360,182,SRH,1259.31,333.97,4,31
3532,133.03,331,86,RR,2071.91,486.22,2,53
3303,123.51,332,37,KKR,1084.45,225.77,2,27
1574,142.01,168,90,LSG,706.98,228.44,3,49
1028,147.14,91,150,RR,621.46,244.31,5,37
1020,151.36,83,97,RR,860.46,210.6,4,40
1665,122.29,198,24,LSG,1105.14,207.32,1,18
789,140.23,106,69,KKR,849.55,221.09,5,2
937,120.07,88,88,RR,1009.64,248.95,1,13
1373,160.96,157,99,RCB,1272.81,309.43,2,54
1173,158.9,129,122,RR,1272.82,314.78,4,15
2190,127.9,206,86,RCB,415.38,73.04,3,3
2100,132.1,219,161,RCB,1254.03,335.07,5,36
2902,151.91,329,17,LSG,250.0,138.37,5,27
3369,146.3,333,190,GT,1613.18,363.61,3,3
1611,143.21,204,12,GT,1772.41,376.08,1,58
1495,116.13,146,30,SRH,860.86,276.11,4,30
2594,125.6,253,141,KKR,696.64,149.46,2,17
3025,97.68,287,6,KKR,487.99,148.2,3,20
3864,101.66,399,195,DC,949.01,215.72,1,32
2402,147.46,227,125,DC,825.37,226.34,3,15
1920,138.49,205,11,LSG,1154.97,315.62,4,56
3556,129.82,400,128,MI,659.56,180.25,1,39
4862,118.34,459,124,RR,1305.71,246.65,2,47
1668,181.23,188,60,RR,845.47,261.28,5,40
1746,129.63,184,10,DC,1003.14,199.99,2,33
3263,172.11,337,16,KKR,1726.22,411.03,2,14
2443,98.53,250,84,LSG,1334.73,345.54,1,50
1957,151.75,202,170,KKR,1149.19,262.57,1,40
1754,131.06,169,172,SRH,821.92,260.48,5,56
1248,136.54,153,147,KKR,1032.55,314.61,5,17
1470,149.53,139,100,GT,779.91,236.79,3,36
1656,144.36,158,15,RR,250.0,90.91,4,17
1690,149.31,146,85,LSG,634.18,177.86,1,53
1420,83.88,172,39,KKR,1447.3,351.78,4,57
1170,143.85,75,5,RR,485.69,178.23,3,27
3032,122.45,297,86,PBKS,1493.64,305.41,1,35
1732,149.98,167,31,LSG,857.8,159.37,1,34
2005,148.46,180,156,SRH,976.33,242.53,3,20
1321,158.91,127,38,GT,1518.68,344.57,1,1
1778,138.67,184,180,DC,581.76,215.05,4,54
1669,121.64,124,143,GT,449.14,148.29,2,33
3489,187.3,323,19,RR,733.66,198.96,3,34
4237,112.15,423,163,CSK,388.65,220.96,4,21
4664,162.51,468,15,CSK,523.37,224.41,5,38
1735,125.49,207,114,LSG,342.01,136.42,5,12
2270,129.29,214,88,RCB,446.19,175.89,3,51
3025,154.03,276,175,SRH,334.05,159.12,2,47
2569,102.87,219,184,SRH,696.91,132.26,4,17
3566,142.79,363,148,MI,1485.76,385.97,4,50
1108,152.06,123,9,KKR,1241.92,320.88,2,47
2664,121.31,223,5,PBKS,1042.66,213.96,2,57
1177,136.83,129,139,KKR,1334.29,386.91,5,23
2316,130.85,229,118,PBKS,968.18,237.16,1,22
2660,121.78,282,103,PBKS,835.14,158.94,1,9
71,124.39,24,91,CSK,594.99,252.66,3,22
1347,161.19,168,2,PBKS,1217.03,327.2,5,45
4722,144.96,479,180,RR,1007.99,258.57,2,7
1118,173.46,128,148,PBKS,402.8,141.45,1,33
4647,147.69,482,21,CSK,1281.55,348.38,4,8
3117,91.53,329,51,KKR,1101.47,354.16,4,29
3202,95.02,346,158,RR,1340.84,307.29,2,7
5486,124.46,556,176,SRH,1186.57,313.26,4,30
3435,139.8,342,1,LSG,784.25,173.73,3,53
4370,108.69,432,163,RR,1441.29,361.33,3,59
1601,129.0,146,154,CSK,1128.18,278.07,4,14
3714,161.01,370,9,SRH,571.83,191.76,5,18
2270,118.61,201,113,SRH,932.35,280.66,5,20
2469,153.85,257,168,LSG,715.06,117.41,1,11
2478,108.25,261,21,DC,477.74,177.32,4,39
1386,143.7,170,80,CSK,1033.6,245.83,1,4
2401,183.31,244,140,GT,306.46,172.46,5,17
2260,135.48,232,37,CSK,858.5,220.48,2,7
3838,142.59,350,91,LSG,400.41,109.21,3,19
3030,124.9,307,71,PBKS,493.35,166.23,3,26
3003,128.06,277,152,PBKS,1164.1,287.28,5,31
3327,97.88,331,178,KKR,250.0,126.12,4,44
4656,158.04,459,182,KKR,855.09,314.61,5,11
2578,120.48,270,110,PBKS,585.75,130.79,2,11
2270,106.62,253,104,DC,777.99,264.46,2,11
2321,132.65,252,109,SRH,1049.74,217.47,2,34
2317,125.72,236,156,MI,1012.07,256.3,2,13
2442,158.27,234,4,GT,442.5,68.27,1,10
2614,184.6,273,140,GT,548.35,233.25,4,29
1644,140.74,172,67,SRH,1595.77,406.68,5,31
756,161.42,84,165,CSK,1784.72,315.95,1,7
2743,160.67,310,4,DC,739.83,234.74,2,45
3040,130.18,304,15,KKR,812.52,196.66,2,35
2314,146.56,237,156,DC,921.35,252.21,2,30
2841,134.38,295,37,DC,1551.49,354.9,2,17
3089,135.19,279,137,DC,898.43,227.08,2,17
3094,158.04,327,14,KKR,372.32,196.52,5,39
2866,154.99,291,123,RCB,1198.97,278.29,1,28
3039,166.12,252,195,DC,1088.93,267.91,5,31
3731,132.0,359,111,MI,490.57,178.56,5,54
2099,105.18,166,126,SRH,848.95,256.31,2,46
2247,111.58,216,82,MI,1017.55,195.43,3,10
1307,151.53,141,50,LSG,704.16,202.27,3,39
1944,107.39,186,78,PBKS,1144.5,278.07,2,57
1971,155.35,210,25,GT,1040.44,226.99,3,53
2525,108.71,262,39,CSK,463.23,137.15,2,25
2232,160.64,249,26,MI,1451.55,345.56,1,13
2576,133.97,233,60,PBKS,613.61,177.46,2,35
3383,104.52,340,52,PBKS,780.58,233.59,4,8
3651,128.8,332,70,SRH,584.97,169.27,3,24
101,128.98,0,154,RR,1033.35,303.61,4,4
1124,119.09,110,48,DC,1048.86,276.13,2,23
2528,113.04,256,54,LSG,671.7,201.95,3,18
3699,155.22,379,115,SRH,685.57,210.14,5,49
2302,136.38,242,169,RCB,1102.82,289.38,4,48
315,134.39,30,116,DC,1078.18,299.06,3,13
3776,130.7,368,129,PBKS,1108.33,261.21,3,59
4031,159.34,400,114,CSK,709.41,193.39,4,10
2329,104.59,206,21,MI,1534.1,406.5,4,59
1496,147.26,144,110,SRH,598.47,201.09,4,5
2441,109.09,263,72,GT,1282.86,293.07,3,2
3468,116.14,373,153,SRH,813.02,200.83,2,1
2678,137.18,266,18,LSG,1631.1,399.51,3,25
1286,145.52,121,15,DC,1080.21,271.81,4,39
2988,120.31,274,42,DC,336.45,89.51,3,19
3222,128.32,290,20,RR,380.32,145.43,5,42
3109,137.1,333,16,SRH,332.4,90.65,2,6
2318,118.59,222,135,PBKS,505.56,167.84,2,36
2329,185.79,202,95,RR,250.0,137.46,5,52
1648,122.32,164,93,RR,1324.35,372.67,5,32
2551,139.73,291,81,DC,1066.93,357.28,2,13
0,106.79,12,133,KKR,1099.77,241.27,1,28
2796,123.75,301,146,LSG,812.0,249.23,5,28
1877,146.88,187,78,SRH,992.5,228.08,4,2
1743,132.25,184,95,CSK,1026.63,199.81,2,12
3676,97.85,315,146,LSG,493.28,216.65,5,59
1567,123.64,157,64,RCB,963.55,360.41,5,45
3241,107.82,307,153,CSK,250.0,167.65,2,55
1455,138.54,145,26,DC,940.45,294.27,4,32
2752,157.79,276,197,MI,664.91,149.35,1,18
1296,183.13,113,144,DC,1289.8,347.41,3,26
4972,82.66,496,191,CSK,1142.22,292.97,3,10
3980,122.45,370,77,MI,1441.66,324.65,1,45
3614,163.69,365,58,PBKS,1264.47,301.05,1,35
468,152.77,50,96,LSG,702.81,231.47,5,26
3352,131.1,326,155,LSG,1374.33,327.93,1,32
1989,135.52,189,177,RR,1586.33,301.73,2,7
1036,133.19,64,47,PBKS,920.91,232.89,1,27
4187,132.99,425,71,MI,1010.83,245.74,1,39
3896,112.27,374,123,KKR,760.56,243.7,4,25
2425,105.89,271,178,KKR,783.16,198.26,2,37
3537,136.57,384,46,RR,1149.4,344.89,5,30
5535,113.33,581,8,KKR,919.91,314.55,3,44
4512,154.3,425,2,LSG,1023.16,266.62,3,58
2762,129.54,302,146,MI,896.45,264.47,2,24
2872,101.99,279,36,LSG,556.21,156.31,1,54
409,132.84,48,88,DC,1584.17,374.33,4,34
1626,107.06,183,119,SRH,592.08,157.72,2,13
2658,152.24,248,42,GT,1322.87,319.14,4,47
