product,category,price,rating,stock,discount
Laptop,Home,6451.95,1.0,235,0.27
Smartwatch,Electronics,44049.27,2.3,458,0.48
Camera,Home,6880.24,3.4,338,0.03
Laptop,Electronics,113053.37,3.6,445,0.05
Phone,Sports,24469.61,3.4,444,0.02
Phone,Electronics,139131.97,4.5,183,0.0
Headphones,Electronics,131549.4,4.1,99,0.43
Headphones,Sports,75131.65,4.6,40,0.08
Headphones,Electronics,30070.35,2.5,207,0.43
Tablet,Sports,105317.51,3.4,378,0.34
Headphones,Sports,94147.82,4.3,175,0.22
Smartwatch,Home,15401.12,1.3,17,0.34
Laptop,Accessories,74817.82,3.9,245,0.11
Camera,Accessories,89665.69,1.2,367,0.26
Phone,Accessories,80588.88,1.6,346,0.07
Smartwatch,Electronics,93426.93,2.4,43,0.0
Smartwatch,Electronics,109801.75,2.8,93,0.4
Phone,Home,9932.75,4.3,466,0.27
Phone,Sports,122781.51,4.9,259,0.45
Camera,Electronics,55685.28,2.1,354,0.04
Tablet,Accessories,42952.52,4.4,448,0.24
Laptop,Electronics,12029.02,3.4,24,0.06
Smartwatch,Electronics,49874.55,2.6,23,0.22
Phone,Home,105365.51,1.8,258,0.22
Headphones,Electronics,91080.19,3.5,227,0.33
Headphones,Sports,107079.96,4.0,405,0.48
Laptop,Accessories,19520.54,1.3,88,0.42
Headphones,Electronics,4394.17,4.2,36,0.27
Headphones,Home,16347.49,3.3,297,0.31
Headphones,Accessories,116948.68,2.7,279,0.33
Headphones,Accessories,102813.4,4.1,341,0.21
Smartwatch,Accessories,13954.7,3.2,407,0.05
Smartwatch,Sports,117315.74,1.1,469,0.48
Phone,Accessories,97103.17,1.5,86,0.11
Phone,Sports,113851.77,,429,0.26
Camera,Home,58999.62,4.8,435,0.27
Laptop,Home,132605.49,4.1,40,0.13
Laptop,Accessories,35277.63,2.0,101,0.14
Phone,Accessories,24481.65,1.7,133,0.37
Tablet,Home,55706.56,3.2,410,0.09
Tablet,Accessories,28474.35,2.8,370,0.08
Laptop,Sports,121000.82,1.9,104,0.43
Phone,Home,25741.16,1.6,222,0.23
Headphones,Accessories,65033.29,4.1,471,0.37
Headphones,Accessories,80540.81,3.9,71,0.17
Laptop,Accessories,9792.54,3.4,476,0.39
Tablet,Accessories,117391.78,3.0,263,0.07
Tablet,Electronics,132435.08,2.5,391,0.1
Tablet,Electronics,39409.54,3.2,416,0.43
Phone,Electronics,6993.47,3.9,166,0.31
Phone,Home,44823.03,2.1,366,0.15
Tablet,Home,131194.85,3.3,327,0.09
Laptop,Electronics,34079.07,1.4,386,0.34
Headphones,Accessories,117868.92,3.6,228,0.01
Laptop,Accessories,113375.68,1.5,192,0.33
Phone,Electronics,74994.91,2.1,199,0.29
Headphones,Electronics,136646.05,3.4,296,0.11
Laptop,Electronics,113446.57,2.2,219,0.0
Phone,Accessories,61474.33,2.8,388,0.37
Tablet,Accessories,146929.56,1.6,190,0.49
Laptop,Electronics,87521.29,3.3,49,0.33
Phone,Accessories,116431.53,3.4,408,0.44
Smartwatch,Home,69620.3,4.6,295,0.43
Phone,Electronics,138280.03,3.2,41,0.16
Tablet,Sports,116999.18,2.0,496,0.08
Laptop,Accessories,2806.46,3.5,60,0.19
Laptop,Accessories,147623.03,1.2,17,0.46
Tablet,Accessories,78403.05,3.0,200,0.15
Smartwatch,Home,122228.25,1.9,213,0.38
Laptop,Accessories,54126.6,4.0,265,0.39
Laptop,Home,141754.3,1.4,279,0.46
Laptop,Home,50924.45,3.2,464,0.04
Smartwatch,Sports,98665.94,1.5,82,0.25
Laptop,Sports,2454.03,,263,0.27
Camera,Home,87700.21,2.1,283,0.45
Camera,Sports,121742.89,1.0,99,0.21
Tablet,Electronics,110291.67,1.5,76,0.44
Tablet,Electronics,82914.06,3.2,352,0.37
Phone,Sports,103146.71,1.7,413,0.01
Camera,Accessories,2174.3,,13,0.4
Tablet,Sports,73793.4,2.3,158,0.0
Laptop,Home,94324.57,4.9,166,0.45
Laptop,Sports,148523.79,1.1,47,0.26
Laptop,Home,93796.48,3.1,321,0.1
Headphones,Sports,123614.63,5.0,75,0.31
Phone,Accessories,49501.33,3.8,392,0.42
Camera,Sports,144771.87,2.0,50,0.28
Tablet,Accessories,61950.78,4.5,291,0.03
Camera,Electronics,100506.85,3.9,137,0.03
Phone,Accessories,89006.82,1.7,427,0.06
Camera,Electronics,37790.85,1.9,205,0.47
Headphones,Home,57004.93,3.2,391,0.46
Smartwatch,Accessories,88870.6,2.6,253,0.39
Camera,Sports,7501.61,4.1,397,0.4
Laptop,Electronics,41670.83,2.3,60,0.36
Phone,Sports,54328.22,4.3,354,0.19
Tablet,Electronics,102267.17,4.4,357,0.08
Headphones,Sports,95043.04,3.7,250,0.49
Tablet,Sports,106711.85,4.1,206,0.16
Camera,Sports,67863.03,1.5,193,0.4
Camera,Sports,146430.84,2.6,221,0.38
Smartwatch,Electronics,23826.62,3.1,110,0.17
Smartwatch,Accessories,71782.34,2.3,478,0.41
Laptop,Electronics,111125.32,4.9,489,0.28
Laptop,Sports,130655.66,2.6,89,0.31
Smartwatch,Sports,11643.5,4.7,210,0.01
Camera,Home,35618.13,1.9,177,0.11
Camera,Sports,62972.94,5.0,445,0.42
Tablet,Accessories,70253.94,2.6,484,0.47
Laptop,Sports,77074.57,3.7,85,0.08
Tablet,Accessories,52547.73,1.3,58,0.36
Smartwatch,Electronics,68980.26,4.5,486,0.5
Camera,Sports,79390.19,3.9,158,0.43
Tablet,Electronics,84962.78,3.1,27,0.17
Camera,Sports,35433.72,2.0,14,0.2
Tablet,Home,107639.74,3.1,244,
Laptop,Home,72151.09,1.0,9,0.44
Smartwatch,Accessories,75622.55,4.7,346,0.44
Smartwatch,Electronics,128922.37,4.5,289,0.15
Laptop,Electronics,195.33,1.4,390,0.05
Smartwatch,Sports,42604.96,3.3,215,0.45
Headphones,Electronics,38384.75,4.5,41,0.17
Smartwatch,Electronics,22486.3,4.2,201,0.04
Laptop,Electronics,11021.42,3.5,179,0.02
Laptop,Home,100190.42,4.0,112,0.34
Phone,Sports,19003.9,3.8,486,0.43
Smartwatch,Electronics,11924.01,4.2,454,0.19
Smartwatch,Home,118023.87,2.4,10,0.4
Tablet,Sports,20589.54,1.7,103,0.16
Camera,Electronics,43700.8,4.0,232,0.37
Camera,Accessories,143650.84,3.3,250,0.1
Camera,Electronics,145183.65,2.7,262,0.35
Smartwatch,Home,89159.79,2.5,283,0.34
Phone,Electronics,5798.81,1.3,256,0.19
Laptop,Accessories,111401.68,1.1,96,0.27
Headphones,Sports,43189.94,3.0,218,0.5
Tablet,Accessories,136786.26,1.7,381,0.13
Phone,Sports,30870.92,1.7,357,0.04
Tablet,Sports,109906.96,3.1,216,0.24
Tablet,Accessories,62802.85,2.9,448,0.32
Smartwatch,Accessories,104229.45,1.8,462,0.08
Headphones,Sports,91360.93,4.0,86,0.21
Smartwatch,Accessories,79573.66,4.1,177,0.2
Phone,Electronics,36488.73,3.8,481,0.48
Phone,Electronics,146390.81,3.5,268,0.02
Tablet,Electronics,124187.65,1.3,225,0.05
Phone,Accessories,16994.81,2.6,289,0.06
Tablet,Sports,75738.86,1.1,183,0.15
Smartwatch,Electronics,148432.41,3.9,94,0.36
Smartwatch,Accessories,133583.99,2.5,136,0.48
Phone,Sports,69337.72,2.2,313,0.45
Camera,Home,107055.66,3.7,486,0.27
Smartwatch,Home,72956.92,4.7,223,0.06
Camera,Accessories,119442.86,3.4,215,
Phone,Accessories,3089.48,2.1,58,0.13
Phone,Sports,118614.46,3.5,153,0.31
Phone,Electronics,58541.49,3.6,341,0.19
Phone,Electronics,15246.27,3.5,234,0.14
Tablet,Accessories,45061.35,4.0,360,0.12
Smartwatch,Home,121298.61,3.9,242,
Camera,Sports,46124.53,1.0,431,0.39
Smartwatch,Home,38369.32,3.1,35,0.5
Camera,Electronics,97913.92,4.9,270,0.11
Phone,Home,2089.52,2.1,50,0.21
Phone,Home,97977.31,2.8,44,0.26
Tablet,Accessories,137207.87,3.7,361,0.32
Headphones,Accessories,115038.35,1.7,473,0.3
Phone,Electronics,148059.93,1.3,132,0.13
Tablet,Accessories,18256.3,4.1,231,0.15
Camera,Home,3249.15,1.2,51,0.29
Tablet,Sports,144249.33,3.5,297,0.47
Phone,Electronics,71120.22,4.5,445,0.24
Phone,Accessories,72512.4,1.5,322,0.29
Phone,Sports,72008.96,4.5,123,0.48
Phone,Accessories,66170.1,3.0,375,0.07
Tablet,Electronics,43597.78,3.0,198,0.19
Headphones,Accessories,52436.18,3.0,328,0.43
Tablet,Accessories,45467.64,2.1,99,0.16
Tablet,Home,104107.55,1.9,53,0.34
Laptop,Sports,38396.84,1.2,352,0.13
Smartwatch,Electronics,81947.05,1.8,300,0.18
Tablet,Home,94946.64,4.7,72,0.05
Laptop,Accessories,78513.58,1.4,434,0.47
Phone,Sports,112340.72,2.9,473,0.46
Laptop,Accessories,27996.59,2.1,340,0.47
Headphones,Home,34048.3,,467,0.13
Tablet,Electronics,5978.71,2.7,95,0.07
Camera,Accessories,46250.64,4.8,461,0.34
Camera,Electronics,39485.51,4.6,409,0.17
Smartwatch,Electronics,7269.02,4.1,18,0.12
Phone,Sports,29696.55,3.0,254,0.43
Headphones,Accessories,68964.29,3.6,423,0.44
Headphones,Home,54345.18,3.4,49,0.33
Camera,Sports,111385.26,3.5,160,0.0
Smartwatch,Accessories,19402.1,2.0,471,0.15
Tablet,Home,33250.44,3.4,450,0.32
Smartwatch,Sports,58339.96,2.9,398,0.22
Laptop,Electronics,21744.64,1.2,308,0.03
Smartwatch,Home,10275.97,4.5,353,0.25
Phone,Home,97336.73,4.5,220,0.42
Smartwatch,Sports,110420.35,1.3,396,0.4
Headphones,Sports,97466.77,4.4,150,0.22
Tablet,Electronics,95973.83,4.7,344,0.12
Headphones,Sports,81333.83,3.6,383,0.27
Smartwatch,Sports,71114.28,1.2,438,0.12
Laptop,Sports,136775.21,3.9,351,0.47
Smartwatch,Accessories,106344.73,4.9,163,0.33
Camera,Sports,110334.65,3.9,345,0.25
Smartwatch,Electronics,113852.64,3.1,90,0.08
Phone,Home,7764.86,4.6,130,0.05
Camera,Accessories,144105.31,4.3,367,0.19
Laptop,Accessories,101100.89,2.9,222,0.34
Phone,Accessories,141387.98,4.6,240,0.33
Tablet,Accessories,58093.98,3.0,188,0.04
Tablet,Electronics,135110.57,2.6,372,0.46
Phone,Home,6244.17,1.8,67,0.1
Headphones,Accessories,96946.28,4.1,200,0.26
Headphones,Electronics,107670.76,2.2,244,0.42
Tablet,Electronics,98316.5,3.7,79,0.29
Camera,Electronics,141709.68,2.1,36,0.22
Tablet,Home,149896.19,2.5,284,0.09
Headphones,Electronics,78332.99,4.1,441,0.12
Phone,Accessories,136433.71,4.6,95,0.35
Phone,Sports,85270.45,1.4,173,0.44
Smartwatch,Home,98956.4,4.9,53,0.19
Smartwatch,Home,121816.42,2.9,78,0.5
Camera,Electronics,104851.94,3.8,134,0.14
Laptop,Home,124541.26,4.6,195,0.49
Smartwatch,Home,64225.48,4.7,100,0.09
Camera,Accessories,71683.85,3.4,355,0.02
Headphones,Sports,12863.83,1.7,92,0.37
Laptop,Sports,81139.5,,27,0.4
Phone,Electronics,16533.65,,313,0.32
Laptop,Sports,120954.49,2.7,330,0.27
Tablet,Home,145921.08,2.4,477,0.02
Laptop,Sports,531.49,2.4,278,0.49
Headphones,Sports,17975.35,2.0,174,0.19
Headphones,Accessories,46522.46,1.3,254,0.49
Smartwatch,Electronics,14862.49,3.5,34,0.28
Phone,Home,111337.55,4.2,115,0.42
Camera,Electronics,54568.73,4.8,403,0.22
Headphones,Accessories,101325.4,3.7,368,0.2
Tablet,Sports,67327.12,1.7,448,0.09
Tablet,Home,95705.9,4.4,236,0.47
Headphones,Sports,94814.18,2.4,194,0.47
Phone,Home,579.19,2.3,170,0.38
Tablet,Home,34906.47,1.2,216,0.46
Phone,Sports,97118.84,2.2,45,0.32
Smartwatch,Sports,87834.37,1.4,46,0.33
Headphones,Electronics,89004.87,3.1,464,0.27
Smartwatch,Home,145060.93,2.6,23,0.37
Tablet,Sports,51983.07,2.7,484,0.43
Camera,Accessories,28595.43,4.5,94,0.31
Camera,Home,141470.86,1.9,152,0.0
Camera,Electronics,97673.12,2.4,470,0.36
Smartwatch,Electronics,101748.5,4.8,444,0.46
Laptop,Home,35187.56,3.5,192,0.27
Headphones,Home,84482.87,3.8,477,0.13
Smartwatch,Electronics,143477.04,4.1,400,0.16
Phone,Sports,134344.78,4.0,159,0.02
Tablet,Home,81480.79,4.9,372,0.44
Headphones,Accessories,15454.24,2.7,89,0.34
Phone,Electronics,32127.91,1.5,327,0.49
Headphones,Home,87652.97,2.5,418,0.23
Smartwatch,Electronics,147996.74,,353,0.18
Phone,Accessories,67890.54,3.0,317,0.15
Tablet,Electronics,70256.05,3.0,369,0.08
Tablet,Electronics,107742.16,3.1,247,0.47
Headphones,Electronics,3451.65,4.9,273,0.34
Smartwatch,Accessories,93533.95,2.0,256,0.08
Phone,Home,70523.98,1.6,451,0.13
Camera,Electronics,134623.57,1.8,39,0.33
Tablet,Sports,26801.95,3.6,468,0.08
Smartwatch,Sports,30967.58,3.4,26,0.06
Headphones,Home,12351.55,4.4,215,0.29
Tablet,Home,68300.33,2.8,401,0.46
Laptop,Sports,20425.81,3.9,37,0.35
Smartwatch,Sports,122343.7,4.0,395,0.06
Smartwatch,Accessories,20685.93,3.6,411,0.5
Tablet,Home,110001.63,2.5,259,0.18
Headphones,Sports,80198.74,3.2,372,0.44
Headphones,Accessories,90860.27,4.5,303,0.34
Phone,Accessories,48008.77,1.7,155,0.45
Phone,Accessories,56294.84,3.1,367,0.16
Smartwatch,Accessories,93261.22,4.1,126,0.16
Camera,Accessories,113107.03,1.2,205,0.48
Camera,Electronics,95604.89,1.8,173,0.06
Smartwatch,Accessories,147029.14,4.7,396,0.4
Camera,Home,56916.42,3.9,34,0.17
Headphones,Accessories,63744.77,5.0,114,0.38
Tablet,Sports,63993.91,1.4,9,0.44
Headphones,Electronics,15298.58,2.9,141,0.46
Smartwatch,Accessories,17244.69,2.5,166,0.29
Tablet,Electronics,20645.58,,364,0.2
Phone,Sports,10320.03,3.7,435,0.12
Phone,Home,58422.88,2.4,241,0.1
Laptop,Sports,58109.41,3.9,87,0.49
Camera,Sports,67999.94,2.8,480,0.48
Smartwatch,Accessories,9001.4,1.2,410,0.4
Phone,Home,56052.19,4.6,128,0.02
Tablet,Home,61913.26,4.4,81,0.21
Headphones,Home,55281.27,4.9,270,0.06
Laptop,Accessories,61949.27,3.0,178,0.24
Camera,Accessories,117201.84,4.7,86,0.32
Headphones,Home,136324.41,4.7,164,0.14
Phone,Electronics,70927.99,3.4,481,0.2
Smartwatch,Electronics,46244.99,3.4,207,0.38
Laptop,Accessories,129482.64,4.1,407,0.29
Tablet,Sports,63920.06,3.7,10,0.28
Headphones,Accessories,90849.2,1.6,184,0.48
Tablet,Electronics,26451.02,2.0,378,0.03
Smartwatch,Sports,46290.07,4.0,171,0.09
Camera,Accessories,14698.51,5.0,293,0.13
Smartwatch,Sports,120242.72,2.9,32,0.26
Phone,Electronics,14102.84,2.6,245,0.42
Camera,Accessories,52981.24,1.4,385,0.47
Headphones,Electronics,133595.69,1.7,366,0.03
Laptop,Sports,32647.39,1.4,235,0.09
Phone,Home,98033.54,3.8,45,0.37
Tablet,Home,115550.55,4.1,227,0.13
Tablet,Home,28121.86,2.0,183,0.45
Headphones,Sports,41014.9,2.1,189,0.34
Headphones,Sports,17346.4,4.0,171,0.36
Camera,Accessories,63150.59,4.0,3,0.0
Camera,Electronics,67695.88,2.1,1,0.23
Tablet,Sports,93457.27,3.8,264,0.48
Camera,Home,115629.32,3.0,493,0.07
Smartwatch,Sports,75007.56,1.7,201,0.25
Headphones,Accessories,4057.98,1.3,474,0.5
Laptop,Home,113809.37,1.2,488,0.4
Camera,Sports,126122.13,,250,0.13
Phone,Sports,19688.42,2.1,393,0.49
Camera,Home,40444.37,3.5,81,0.04
Phone,Home,40331.4,1.7,265,0.33
Phone,Electronics,100778.19,1.3,196,0.48
Tablet,Accessories,138479.78,2.1,485,0.39
Tablet,Sports,78867.41,3.6,361,0.48
Tablet,Accessories,97286.51,2.7,340,0.26
Smartwatch,Home,54567.28,1.2,261,0.46
Laptop,Home,31972.26,2.6,129,0.34
Tablet,Electronics,82987.07,1.8,246,0.12
Tablet,Accessories,25484.31,4.8,490,0.25
Headphones,Home,87429.75,3.3,221,0.42
Phone,Accessories,35067.04,5.0,51,0.25
Headphones,Accessories,2664.46,2.6,470,0.24
Headphones,Accessories,46232.3,4.7,4,0.28
Smartwatch,Accessories,57443.14,1.3,194,0.43
Phone,Home,59021.02,2.2,58,0.04
Laptop,Accessories,137468.2,1.5,459,0.4
Laptop,Sports,24723.44,4.6,441,0.11
Smartwatch,Sports,108509.36,4.5,225,0.08
Headphones,Home,28798.14,4.4,386,0.45
Phone,Electronics,20359.34,4.7,418,0.29
Tablet,Accessories,8620.09,4.3,463,0.05
Tablet,Accessories,122185.71,2.9,348,0.06
Phone,Electronics,38739.04,1.6,463,0.17
Camera,Home,101756.86,3.5,254,0.22
Phone,Sports,10214.18,1.5,357,0.01
Tablet,Electronics,36486.17,1.5,52,0.04
Phone,Sports,32783.47,1.1,138,0.12
Laptop,Electronics,69277.23,4.9,421,0.27
Smartwatch,Electronics,94155.11,2.4,31,0.09
Camera,Sports,72487.5,4.6,459,0.48
Tablet,Electronics,105027.51,1.5,226,0.36
Phone,Home,62922.59,1.8,434,0.14
Headphones,Home,143337.48,3.2,352,0.08
Tablet,Sports,42983.02,4.8,382,0.42
Laptop,Home,132950.72,1.1,280,0.04
Phone,Accessories,5926.81,1.1,300,0.29
Headphones,Electronics,81724.15,4.3,321,0.11
Laptop,Accessories,28638.64,1.1,197,0.25
Headphones,Sports,92742.42,3.4,494,0.49
Smartwatch,Sports,130339.79,2.5,289,0.05
Smartwatch,Home,4200.17,1.7,365,0.17
Smartwatch,Home,6117.61,1.9,53,0.5
Laptop,Electronics,49198.51,3.3,444,0.35
Tablet,Electronics,80154.26,3.6,496,0.17
Laptop,Sports,20682.25,2.4,364,0.27
Laptop,Accessories,139333.58,3.6,203,0.45
Phone,Sports,146087.03,4.8,356,0.26
Camera,Sports,141958.42,1.5,330,0.02
Headphones,Home,89815.98,4.3,2,0.16
Tablet,Electronics,136407.16,3.7,169,0.4
Phone,Sports,82883.35,3.7,425,0.26
Tablet,Accessories,96160.53,1.1,320,0.08
Headphones,Home,133316.94,3.0,39,0.11
Laptop,Home,29962.15,2.4,232,0.45
Laptop,Accessories,139903.39,1.9,25,0.03
Smartwatch,Sports,88574.31,3.9,340,0.11
Headphones,Home,79093.67,1.8,487,0.05
Laptop,Sports,146519.46,4.4,389,0.23
Camera,Electronics,128822.2,3.3,142,0.27
Laptop,Accessories,89604.15,1.5,37,0.31
Tablet,Home,7954.17,2.9,419,0.01
Camera,Accessories,38182.68,3.5,435,0.26
Laptop,Accessories,109288.91,4.8,302,0.33
Phone,Sports,26601.15,4.5,130,0.02
Smartwatch,Accessories,139246.17,4.2,305,0.41
Phone,Accessories,82261.39,4.0,366,0.16
Smartwatch,Electronics,149822.2,2.0,12,0.37
Laptop,Electronics,127978.22,1.3,153,0.43
Smartwatch,Home,87757.71,1.2,491,0.35
Camera,Home,100299.64,4.0,392,0.35
Laptop,Sports,1282.99,4.9,305,0.09
Laptop,Accessories,54188.28,2.5,263,0.31
Headphones,Home,55344.45,2.5,460,0.19
Headphones,Electronics,9703.2,1.7,221,0.4
Smartwatch,Sports,16784.17,4.6,93,0.41
Phone,Home,91435.19,3.5,47,0.46
Camera,Sports,146156.74,3.6,443,0.23
Laptop,Home,42700.02,2.1,198,0.03
Tablet,Sports,107461.94,4.6,108,0.17
Tablet,Home,31654.25,4.6,457,0.15
Headphones,Electronics,69213.62,2.9,41,0.11
Tablet,Accessories,104808.62,1.4,339,0.15
Camera,Sports,25160.97,1.8,408,0.27
Laptop,Electronics,143076.47,4.7,69,0.22
Camera,Electronics,60540.79,2.4,161,0.17
Smartwatch,Accessories,68633.39,2.4,468,0.12
Headphones,Home,71047.24,3.0,366,0.0
Camera,Electronics,148393.05,4.5,124,0.41
Camera,Accessories,21235.0,,392,0.44
Smartwatch,Electronics,134597.3,2.4,60,0.34
Camera,Sports,109649.57,3.5,334,0.47
Camera,Sports,13639.81,3.1,111,0.38
Headphones,Home,66256.76,4.0,457,0.08
Smartwatch,Sports,48934.41,4.7,414,0.46
Smartwatch,Electronics,133489.38,3.7,280,0.31
Camera,Accessories,21291.33,1.6,308,0.5
Smartwatch,Sports,25948.47,2.5,31,0.34
Laptop,Home,50300.41,2.8,438,0.44
Headphones,Accessories,123618.69,1.7,76,0.03
Phone,Accessories,76935.33,1.9,367,0.08
Tablet,Home,74327.4,2.9,174,0.02
Camera,Electronics,43584.79,3.0,390,0.12
Laptop,Home,85692.35,2.9,21,
Headphones,Electronics,48892.91,3.6,416,0.37
Tablet,Home,113955.49,3.2,345,0.16
Smartwatch,Home,117617.4,1.5,311,0.42
Camera,Electronics,22235.41,4.4,235,0.03
Headphones,Home,44832.45,4.9,245,0.15
Headphones,Accessories,139851.98,4.4,170,0.26
Headphones,Accessories,45470.79,2.3,262,0.28
Tablet,Electronics,4857.07,4.6,79,0.31
Laptop,Sports,89961.59,2.5,439,0.25
Phone,Electronics,118980.45,2.2,254,0.17
Laptop,Home,134253.32,1.4,77,0.01
Headphones,Accessories,140076.45,3.8,153,0.15
Tablet,Sports,126360.96,3.4,333,0.37
Laptop,Sports,149353.59,3.3,355,0.3
Smartwatch,Sports,41486.59,4.9,81,0.16
Smartwatch,Sports,16848.53,2.4,15,0.43
Phone,Sports,4746.76,2.9,100,0.44
Phone,Accessories,11949.59,2.6,79,0.34
Phone,Electronics,56800.81,4.0,430,0.13
Camera,Home,31669.27,3.3,119,0.38
Smartwatch,Home,131983.38,4.2,251,0.26
Camera,Electronics,108429.75,2.7,368,0.28
Smartwatch,Electronics,118495.88,1.6,31,0.5
Tablet,Home,78393.65,3.0,485,0.12
Smartwatch,Accessories,139779.97,4.6,70,0.37
Smartwatch,Home,34490.58,3.7,137,0.04
Phone,Accessories,86086.17,4.2,126,0.14
Tablet,Sports,108728.32,1.1,98,0.34
Camera,Accessories,91534.87,3.7,486,0.01
Headphones,Accessories,139671.73,1.8,288,0.27
Tablet,Sports,39701.41,1.1,230,0.49
Tablet,Accessories,147163.06,1.5,269,0.05
Smartwatch,Accessories,104634.18,4.4,74,0.22
Phone,Accessories,28024.38,3.9,165,0.4
Smartwatch,Sports,104707.83,4.8,204,0.19
Smartwatch,Sports,94345.23,3.0,166,0.25
Phone,Electronics,26236.2,2.8,134,0.31
Camera,Home,100465.49,2.0,328,0.32
Laptop,Accessories,25829.94,4.4,487,0.24
Headphones,Electronics,23222.23,3.0,84,
Camera,Electronics,101317.53,1.8,313,0.16
Phone,Electronics,81896.63,2.6,27,0.12
Camera,Accessories,111314.53,4.3,47,0.3
Tablet,Home,3363.11,2.9,126,0.47
Headphones,Sports,23679.76,2.3,149,0.38
Smartwatch,Accessories,30813.1,1.0,338,
Tablet,Sports,110921.96,1.3,59,0.18
Headphones,Sports,13701.53,3.6,107,0.47
Headphones,Electronics,4481.47,1.5,188,0.42
Phone,Accessories,56552.0,4.0,40,0.09
Phone,Home,112880.26,4.1,22,0.27
Tablet,Electronics,111765.62,2.0,156,0.1
Camera,Home,111857.39,2.9,285,0.24
Laptop,Home,45810.0,3.2,104,0.33
Headphones,Electronics,28013.7,3.0,388,0.24
Phone,Accessories,94069.84,3.8,133,0.06
Headphones,Electronics,82444.27,3.9,183,0.02
Phone,Electronics,26214.35,2.4,454,0.38
Laptop,Electronics,7894.87,4.4,487,0.13
Smartwatch,Electronics,34780.21,3.1,280,0.12
Smartwatch,Electronics,141802.7,1.4,449,0.04
Headphones,Accessories,132189.59,3.6,411,0.33
Phone,Home,140216.54,4.7,364,0.37
Camera,Electronics,3107.43,1.4,8,0.3
Headphones,Home,75974.58,2.9,167,0.08
Laptop,Accessories,144638.07,1.6,468,0.29
Headphones,Electronics,47695.06,4.3,152,0.1
Phone,Electronics,37360.02,1.7,117,0.36
Phone,Accessories,79517.94,1.5,61,0.23
Tablet,Home,46655.69,2.2,229,0.14
Camera,Sports,68895.91,3.9,298,0.11
Headphones,Sports,84517.3,3.9,54,0.16
Smartwatch,Home,63280.5,4.2,117,0.3
Headphones,Electronics,62760.82,2.6,305,0.11
Smartwatch,Electronics,145696.95,3.9,91,0.05
Smartwatch,Accessories,49580.68,2.8,475,0.43
Phone,Sports,2526.27,1.6,191,0.48
Smartwatch,Home,14472.21,3.4,71,0.16
Laptop,Sports,101916.82,1.8,236,0.3
Smartwatch,Home,7691.52,4.3,332,0.26
Laptop,Home,279.01,4.2,366,0.26
Tablet,Sports,63665.19,3.6,218,0.35
Phone,Electronics,105422.53,3.8,394,0.1
Phone,Accessories,143914.37,4.1,371,0.35
Smartwatch,Sports,36258.71,1.1,478,0.15
Phone,Accessories,52583.04,3.4,375,0.0
Camera,Sports,31553.05,4.0,202,0.28
Headphones,Electronics,127895.44,1.2,473,0.45
Smartwatch,Home,56023.06,1.0,342,0.37
Tablet,Accessories,108789.81,2.6,305,0.27
Headphones,Sports,131376.36,4.4,29,0.37
Tablet,Accessories,15427.46,1.7,6,
Headphones,Home,130916.69,1.8,144,0.16
Smartwatch,Sports,62086.19,1.7,274,0.09
Headphones,Home,40426.58,,322,0.02
Laptop,Sports,41402.35,1.3,483,0.19
Phone,Home,76092.58,3.5,434,0.03
Tablet,Sports,2770.01,3.7,359,0.3
Headphones,Sports,147195.5,3.3,99,0.15
Tablet,Home,149386.91,2.0,246,0.44
Camera,Accessories,72199.06,4.2,455,0.17
Tablet,Electronics,62878.81,2.2,165,0.32
Phone,Home,110337.06,2.3,199,0.27
Phone,Accessories,33054.63,1.1,441,0.32
Camera,Electronics,138185.91,2.3,232,0.28
Laptop,Sports,103364.04,2.5,369,0.4
Smartwatch,Sports,111040.08,4.1,450,0.17
Phone,Accessories,111661.0,1.4,51,0.13
Tablet,Sports,30619.42,1.1,227,0.42
Phone,Electronics,19606.97,4.1,470,0.27
Phone,Sports,34948.23,3.6,73,0.09
Headphones,Electronics,48926.64,2.9,350,0.16
Smartwatch,Electronics,93608.57,2.3,456,0.35
Headphones,Electronics,111535.92,1.0,419,0.11
Smartwatch,Accessories,88443.68,1.2,5,0.42
Smartwatch,Home,48389.1,2.8,213,0.33
Camera,Home,67467.04,2.7,405,0.33
Phone,Home,54402.75,4.8,294,0.47
Headphones,Sports,44076.82,3.2,397,0.47
Phone,Sports,28417.46,2.1,453,0.16
Camera,Electronics,16903.71,4.5,379,0.18
Smartwatch,Electronics,133596.15,1.2,491,0.12
Camera,Sports,133615.9,4.7,279,0.08
Headphones,Accessories,103567.04,2.8,355,0.27
Phone,Home,131254.37,3.6,65,0.02
Camera,Home,17027.62,1.9,431,0.13
Smartwatch,Electronics,9321.69,3.4,311,0.09
Smartwatch,Sports,118574.87,1.7,412,0.32
Headphones,Accessories,138493.27,2.5,382,0.42
Phone,Accessories,15469.68,2.1,99,0.12
Laptop,Sports,143026.04,2.9,328,0.09
Phone,Sports,114513.23,2.5,475,0.29
Laptop,Sports,110036.31,2.5,425,0.46
Smartwatch,Accessories,38453.18,1.6,393,0.15
Headphones,Electronics,11526.75,1.6,29,0.15
Laptop,Sports,100805.56,1.0,84,0.05
Phone,Sports,145950.49,1.5,117,0.39
Headphones,Sports,11039.24,4.6,470,0.13
Camera,Home,106408.77,2.3,485,0.24
Smartwatch,Home,87950.7,1.4,345,0.09
Headphones,Home,38388.48,1.9,456,0.32
