match_id,team1,team2,winner,venue,runs,wickets,overs
4962,CSK,RR,SRH,Kotla,115,6,14.6
4963,PBKS,DC,MI,Wankhede,127,8,16.5
4964,PBKS,SRH,RR,Chepauk,127,1,12.2
4965,RR,MI,PBKS,Wankhede,208,3,12.4
4966,PBKS,RR,CSK,Wankhede,190,4,17.9
4967,RR,DC,RR,Chinnaswamy,215,5,16.5
4968,RCB,RR,MI,Chepauk,196,8,12.3
4969,KKR,DC,CSK,Chepauk,207,9,11.9
4970,RCB,PBKS,CSK,Chepauk,158,5,15.7
4971,PBKS,RR,SRH,Chepauk,190,1,17.4
4972,MI,RCB,MI,Chinnaswamy,187,0,10.1
4973,RR,PBKS,DC,Eden Gardens,236,0,15.9
4974,RR,MI,DC,Narendra Modi Stadium,186,6,11.3
4975,RCB,SRH,RCB,Chepauk,174,1,19.2
4976,CSK,MI,CSK,Kotla,115,9,14.9
4977,CSK,RR,KKR,Chinnaswamy,184,6,12.7
4978,KKR,SRH,RR,Chinnaswamy,92,8,12.2
4979,KKR,CSK,CSK,Chinnaswamy,135,6,11.1
4980,SRH,PBKS,SRH,Chepauk,122,1,10.3
4981,DC,MI,KKR,Chinnaswamy,190,9,12.5
4982,SRH,SRH,RCB,Chinnaswamy,234,3,13.1
4983,CSK,DC,RR,Chepauk,211,6,16.5
4984,KKR,RR,MI,Narendra Modi Stadium,204,2,10.9
4985,RCB,RR,RCB,Chepauk,99,6,13.9
4986,RCB,DC,SRH,Wankhede,133,9,15.7
4987,SRH,PBKS,CSK,Eden Gardens,216,2,17.2
4988,MI,RR,MI,Kotla,154,6,16.9
4989,SRH,MI,MI,Eden Gardens,128,4,12.1
4990,KKR,RR,RR,Narendra Modi Stadium,162,6,15.5
4991,KKR,CSK,DC,Chinnaswamy,176,4,19.5
4992,PBKS,KKR,PBKS,Kotla,197,5,17.7
4993,PBKS,KKR,SRH,Chepauk,158,6,14.2
4994,RR,MI,KKR,Narendra Modi Stadium,149,0,17.8
4995,MI,RCB,PBKS,Chinnaswamy,151,9,13.6
4996,MI,KKR,RR,Narendra Modi Stadium,98,1,19.4
4997,RR,SRH,DC,Kotla,169,4,10.8
4998,CSK,RR,KKR,Kotla,154,9,16.9
4999,CSK,PBKS,PBKS,Chepauk,223,5,19.2
5000,PBKS,KKR,PBKS,Kotla,217,3,18.7
5001,PBKS,KKR,MI,Eden Gardens,87,1,12.4
5002,RCB,KKR,DC,Eden Gardens,191,9,10.1
5003,CSK,RR,SRH,Kotla,129,2,17.4
5004,PBKS,DC,DC,Eden Gardens,126,6,15.3
5005,SRH,MI,SRH,Chinnaswamy,195,5,15.9
5006,KKR,DC,RCB,Kotla,141,1,11.8
5007,MI,SRH,RCB,Chinnaswamy,118,8,19.3
5008,PBKS,KKR,KKR,Eden Gardens,122,9,13.3
5009,DC,MI,CSK,Chepauk,141,1,16.8
5010,DC,KKR,PBKS,Chepauk,146,9,18.1
5011,PBKS,CSK,SRH,Eden Gardens,117,7,12.3
5012,DC,RCB,RR,Eden Gardens,133,7,11.9
5013,PBKS,PBKS,PBKS,Eden Gardens,82,2,12.5
5014,CSK,PBKS,CSK,Kotla,133,1,12.8
5015,RR,SRH,PBKS,Eden Gardens,236,8,11.5
5016,KKR,PBKS,RCB,Kotla,110,7,11.3
5017,SRH,CSK,KKR,Kotla,118,8,18.4
5018,RCB,RCB,KKR,Narendra Modi Stadium,148,0,17.4
5019,RR,SRH,KKR,Chinnaswamy,217,2,17.8
5020,SRH,MI,DC,Kotla,105,6,13.2
5021,DC,CSK,RR,Eden Gardens,161,0,13.0
5022,RCB,SRH,SRH,Chepauk,192,3,13.1
5023,CSK,SRH,DC,Chepauk,158,0,15.9
5024,KKR,KKR,RCB,Chinnaswamy,84,6,12.8
5025,CSK,PBKS,PBKS,Chinnaswamy,126,5,17.8
5026,DC,DC,DC,Chepauk,147,5,19.8
5027,KKR,KKR,SRH,Kotla,181,7,16.3
5028,RR,RCB,PBKS,Kotla,166,6,15.7
5029,DC,RCB,MI,Chepauk,100,6,14.2
5030,PBKS,SRH,DC,Kotla,117,6,11.5
5031,PBKS,DC,CSK,Chinnaswamy,167,6,16.6
5032,RR,DC,PBKS,Eden Gardens,100,2,12.3
5033,DC,KKR,RR,Chepauk,205,1,12.2
5034,RCB,PBKS,RCB,Chinnaswamy,184,9,17.5
5035,SRH,RCB,MI,Chepauk,101,9,18.8
5036,RR,MI,RCB,Narendra Modi Stadium,118,8,17.9
5037,PBKS,CSK,RCB,Narendra Modi Stadium,106,7,18.1
5038,SRH,RCB,MI,Wankhede,162,2,16.4
5039,PBKS,RCB,MI,Narendra Modi Stadium,164,1,15.8
5040,RCB,SRH,SRH,Wankhede,142,0,13.5
5041,RCB,MI,KKR,Kotla,134,7,10.7
5042,RCB,MI,RR,Chepauk,105,8,17.4
5043,PBKS,MI,MI,Wankhede,196,7,16.9
5044,RR,KKR,KKR,Narendra Modi Stadium,138,8,19.9
5045,MI,RCB,CSK,Chinnaswamy,80,3,18.8
5046,KKR,PBKS,DC,Wankhede,210,2,16.0
5047,MI,KKR,PBKS,Chepauk,159,6,17.6
5048,SRH,SRH,RCB,Chepauk,229,0,10.6
5049,RR,PBKS,RCB,Chepauk,104,3,19.2
5050,RCB,RR,SRH,Chepauk,169,8,12.1
5051,RCB,SRH,PBKS,Chepauk,164,1,20.0
5052,CSK,RR,MI,Chepauk,217,9,11.6
5053,RCB,KKR,CSK,Narendra Modi Stadium,132,2,10.4
5054,CSK,RR,SRH,Chepauk,163,3,19.3
5055,RR,RR,RCB,Wankhede,135,9,12.9
5056,DC,KKR,CSK,Narendra Modi Stadium,235,7,15.5
5057,RR,MI,DC,Kotla,229,3,18.9
5058,SRH,KKR,MI,Narendra Modi Stadium,231,1,15.1
5059,SRH,MI,PBKS,Wankhede,94,9,10.4
5060,RR,KKR,RR,Eden Gardens,235,5,12.3
5061,DC,KKR,RCB,Wankhede,236,2,19.7
5062,PBKS,KKR,RCB,Wankhede,82,1,14.6
5063,CSK,CSK,RCB,Wankhede,83,5,14.5
5064,RR,MI,CSK,Eden Gardens,149,7,16.0
5065,DC,SRH,RCB,Chepauk,176,0,10.5
5066,DC,CSK,SRH,Narendra Modi Stadium,85,1,12.4
5067,RCB,KKR,RCB,Kotla,98,2,14.2
5068,RR,DC,CSK,Eden Gardens,137,7,16.2
5069,KKR,RCB,RCB,Chinnaswamy,135,9,11.8
5070,KKR,PBKS,PBKS,Chepauk,117,2,17.2
5071,KKR,DC,DC,Narendra Modi Stadium,193,8,16.0
5072,DC,RCB,CSK,Kotla,142,0,12.0
5073,MI,CSK,KKR,Eden Gardens,196,7,15.2
5074,RR,SRH,KKR,Kotla,91,2,15.0
5075,PBKS,PBKS,RR,Narendra Modi Stadium,115,6,10.9
5076,RR,MI,MI,Wankhede,112,2,14.6
5077,MI,CSK,MI,Narendra Modi Stadium,94,9,17.9
5078,KKR,RR,PBKS,Wankhede,114,1,17.4
5079,PBKS,SRH,RCB,Chepauk,172,9,19.8
5080,MI,KKR,DC,Wankhede,227,0,12.9
5081,RR,MI,CSK,Chinnaswamy,230,5,11.6
5082,RCB,PBKS,SRH,Wankhede,114,5,13.9
5083,RR,CSK,KKR,Kotla,92,0,16.7
5084,PBKS,CSK,CSK,Chepauk,239,0,16.5
5085,RCB,RCB,CSK,Chinnaswamy,197,5,12.0
5086,PBKS,KKR,RCB,Chepauk,196,7,12.3
5087,RCB,RCB,SRH,Chepauk,135,6,11.0
5088,PBKS,KKR,PBKS,Chepauk,100,5,14.6
5089,RR,KKR,PBKS,Kotla,178,4,15.7
5090,SRH,RR,MI,Wankhede,114,8,15.9
5091,KKR,CSK,MI,Chepauk,111,3,18.3
5092,MI,CSK,KKR,Kotla,102,9,19.7
5093,RCB,CSK,RCB,Eden Gardens,97,8,19.1
5094,RCB,KKR,MI,Kotla,121,0,18.3
5095,DC,MI,KKR,Kotla,178,5,15.3
5096,RR,MI,RR,Chepauk,146,0,11.9
5097,DC,RR,RR,Eden Gardens,163,0,18.2
5098,RR,MI,SRH,Wankhede,139,8,15.4
5099,MI,PBKS,RR,Chepauk,156,8,17.2
5100,KKR,DC,PBKS,Chinnaswamy,138,9,13.7
5101,RCB,PBKS,DC,Wankhede,215,9,18.9
5102,PBKS,RCB,SRH,Narendra Modi Stadium,167,5,16.2
5103,RCB,SRH,RR,Narendra Modi Stadium,206,8,11.3
5104,MI,SRH,PBKS,Eden Gardens,225,6,19.1
5105,CSK,DC,CSK,Chinnaswamy,211,9,19.2
5106,KKR,RCB,DC,Kotla,141,9,19.0
5107,RCB,KKR,SRH,Narendra Modi Stadium,193,6,18.1
5108,PBKS,RCB,RR,Wankhede,100,9,12.1
5109,RR,SRH,SRH,Wankhede,115,5,15.8
5110,DC,RR,MI,Eden Gardens,108,9,11.1
5111,PBKS,RR,DC,Eden Gardens,187,0,13.9
5112,PBKS,KKR,DC,Wankhede,163,7,13.9
5113,KKR,MI,CSK,Chinnaswamy,232,4,16.9
5114,CSK,RR,SRH,Kotla,117,4,19.1
5115,MI,PBKS,KKR,Narendra Modi Stadium,195,5,19.7
5116,PBKS,DC,DC,Wankhede,121,2,16.2
5117,RR,CSK,KKR,Eden Gardens,203,9,14.9
5118,MI,RR,RCB,Narendra Modi Stadium,219,8,12.4
5119,RR,CSK,MI,Chepauk,183,0,10.3
5120,MI,SRH,PBKS,Wankhede,189,5,18.3
5121,KKR,DC,PBKS,Chepauk,81,2,16.5
5122,KKR,DC,PBKS,Eden Gardens,125,0,18.2
5123,KKR,PBKS,PBKS,Chepauk,221,1,16.5
5124,KKR,RCB,RR,Wankhede,81,2,11.9
5125,DC,KKR,SRH,Eden Gardens,216,4,12.7
5126,SRH,PBKS,RR,Chinnaswamy,106,9,14.6
5127,PBKS,DC,SRH,Narendra Modi Stadium,116,1,17.4
5128,RCB,SRH,DC,Chepauk,133,6,15.1
5129,PBKS,KKR,SRH,Chepauk,239,2,16.6
5130,RCB,RCB,KKR,Chinnaswamy,118,3,12.0
5131,CSK,RCB,KKR,Chepauk,229,2,13.8
5132,DC,DC,KKR,Kotla,137,1,19.1
5133,RR,MI,PBKS,Wankhede,164,3,11.0
5134,DC,PBKS,RR,Eden Gardens,196,2,18.2
5135,CSK,MI,PBKS,Chinnaswamy,177,6,18.2
5136,MI,PBKS,KKR,Kotla,221,3,17.8
5137,DC,RR,RCB,Chinnaswamy,174,9,11.4
5138,DC,KKR,CSK,Kotla,207,5,10.4
5139,RCB,PBKS,RR,Narendra Modi Stadium,123,6,16.4
5140,SRH,SRH,KKR,Chinnaswamy,134,6,13.4
5141,RCB,RCB,MI,Chinnaswamy,125,4,16.6
5142,CSK,SRH,SRH,Chepauk,139,4,11.3
5143,MI,MI,RR,Narendra Modi Stadium,212,3,17.2
5144,SRH,PBKS,RR,Eden Gardens,143,4,12.7
5145,KKR,DC,DC,Wankhede,110,2,10.4
5146,PBKS,PBKS,SRH,Chinnaswamy,97,1,11.3
5147,CSK,SRH,KKR,Wankhede,142,5,19.1
5148,CSK,RCB,DC,Wankhede,199,5,13.7
5149,RR,MI,KKR,Wankhede,115,4,12.2
5150,MI,KKR,CSK,Chepauk,114,3,16.4
5151,KKR,SRH,DC,Chinnaswamy,162,7,19.5
5152,SRH,CSK,DC,Chinnaswamy,80,2,19.1
5153,CSK,RCB,DC,Wankhede,160,6,15.0
5154,MI,SRH,RCB,Kotla,198,7,12.1
5155,RCB,RCB,DC,Narendra Modi Stadium,217,3,11.8
5156,PBKS,DC,RCB,Narendra Modi Stadium,180,6,15.5
5157,DC,PBKS,CSK,Wankhede,162,5,17.6
5158,PBKS,RR,CSK,Wankhede,218,9,10.8
5159,KKR,SRH,DC,Chinnaswamy,197,7,18.1
5160,CSK,DC,PBKS,Chepauk,167,7,12.8
5161,PBKS,KKR,MI,Narendra Modi Stadium,211,3,15.6
5162,RCB,CSK,RR,Narendra Modi Stadium,87,1,19.1
5163,RR,CSK,RR,Eden Gardens,114,4,16.1
5164,KKR,RCB,PBKS,Chinnaswamy,166,8,17.3
5165,SRH,MI,MI,Kotla,208,6,11.6
5166,CSK,DC,DC,Kotla,183,9,15.7
5167,KKR,KKR,RR,Wankhede,206,8,12.9
5168,DC,SRH,MI,Eden Gardens,163,6,12.6
5169,DC,CSK,DC,Chinnaswamy,130,1,14.6
5170,RCB,MI,RR,Kotla,184,0,10.4
5171,MI,RR,PBKS,Wankhede,204,2,10.2
5172,SRH,MI,CSK,Eden Gardens,234,2,13.8
5173,RR,PBKS,PBKS,Eden Gardens,93,3,10.2
5174,MI,RCB,KKR,Kotla,99,2,16.0
5175,RR,MI,KKR,Eden Gardens,163,7,19.9
5176,SRH,RCB,PBKS,Eden Gardens,100,1,13.4
5177,KKR,DC,KKR,Chinnaswamy,137,9,13.4
5178,RCB,RCB,SRH,Eden Gardens,234,0,12.6
5179,RR,KKR,CSK,Kotla,206,5,19.4
5180,CSK,SRH,RR,Narendra Modi Stadium,98,7,17.0
5181,MI,RR,PBKS,Kotla,147,2,17.8
5182,DC,MI,RR,Narendra Modi Stadium,234,2,18.8
5183,KKR,RR,CSK,Chinnaswamy,228,8,10.6
5184,CSK,PBKS,CSK,Wankhede,160,4,10.1
5185,DC,RCB,RCB,Wankhede,122,3,13.0
5186,SRH,RCB,RR,Narendra Modi Stadium,103,0,10.1
5187,SRH,PBKS,MI,Wankhede,81,4,19.5
5188,DC,RCB,RR,Narendra Modi Stadium,132,9,17.9
5189,SRH,RR,KKR,Chinnaswamy,218,4,10.2
5190,MI,MI,SRH,Chinnaswamy,131,5,14.0
5191,MI,PBKS,SRH,Kotla,189,3,16.7
5192,SRH,CSK,CSK,Eden Gardens,188,0,15.6
5193,RCB,CSK,KKR,Narendra Modi Stadium,168,8,13.7
5194,KKR,CSK,KKR,Kotla,196,8,16.0
5195,CSK,RR,DC,Kotla,109,8,11.4
5196,CSK,MI,RR,Chepauk,194,0,11.7
5197,CSK,PBKS,MI,Eden Gardens,122,1,19.4
5198,CSK,KKR,CSK,Kotla,103,5,17.2
5199,RCB,KKR,PBKS,Narendra Modi Stadium,101,4,14.7
5200,CSK,DC,RCB,Chinnaswamy,187,2,13.4
5201,SRH,CSK,CSK,Chepauk,111,5,19.0
5202,RCB,RCB,SRH,Eden Gardens,89,4,17.6
5203,RR,RR,KKR,Narendra Modi Stadium,143,2,10.3
5204,KKR,PBKS,RR,Narendra Modi Stadium,101,0,19.2
5205,RR,DC,RCB,Chepauk,94,5,11.8
5206,DC,KKR,DC,Eden Gardens,125,7,16.8
5207,DC,SRH,SRH,Wankhede,85,8,11.7
5208,RR,RR,RR,Wankhede,196,4,17.2
5209,KKR,PBKS,SRH,Chepauk,107,6,19.4
5210,PBKS,RCB,SRH,Kotla,152,4,10.2
5211,PBKS,RCB,KKR,Narendra Modi Stadium,185,4,18.2
5212,CSK,SRH,CSK,Wankhede,86,6,17.1
5213,SRH,KKR,KKR,Wankhede,103,9,10.0
5214,PBKS,PBKS,KKR,Narendra Modi Stadium,233,8,16.8
5215,CSK,CSK,KKR,Chepauk,231,6,19.3
5216,RR,DC,RCB,Kotla,218,0,10.8
5217,DC,KKR,RR,Eden Gardens,238,3,19.4
5218,RR,MI,MI,Wankhede,112,5,14.7
5219,KKR,MI,MI,Chepauk,114,7,16.6
5220,SRH,DC,RR,Chinnaswamy,225,1,19.6
5221,RR,KKR,SRH,Chepauk,164,8,18.3
5222,CSK,RR,MI,Wankhede,236,6,10.3
5223,PBKS,PBKS,DC,Chinnaswamy,137,9,11.3
5224,SRH,SRH,MI,Chinnaswamy,108,7,10.4
5225,RCB,DC,PBKS,Eden Gardens,86,2,10.5
5226,RR,PBKS,RCB,Chinnaswamy,221,3,10.1
5227,DC,RR,RR,Kotla,212,9,10.2
5228,KKR,SRH,RR,Kotla,107,0,17.4
5229,PBKS,MI,MI,Chepauk,98,0,19.4
5230,DC,PBKS,DC,Narendra Modi Stadium,222,7,17.0
5231,MI,DC,RR,Chinnaswamy,88,9,11.6
5232,RR,RCB,KKR,Narendra Modi Stadium,82,7,10.4
5233,KKR,PBKS,SRH,Chinnaswamy,122,5,17.7
5234,PBKS,DC,KKR,Chinnaswamy,220,3,17.0
5235,MI,SRH,CSK,Eden Gardens,231,1,16.3
5236,RR,RCB,SRH,Chinnaswamy,200,8,14.2
5237,MI,CSK,KKR,Wankhede,108,5,10.1
5238,RCB,SRH,KKR,Wankhede,219,6,17.7
5239,RR,DC,RCB,Kotla,178,6,13.5
5240,DC,KKR,SRH,Chinnaswamy,136,8,17.8
5241,RR,SRH,MI,Chepauk,115,8,16.6
5242,RR,MI,SRH,Eden Gardens,182,6,11.8
5243,DC,DC,RR,Narendra Modi Stadium,162,1,13.3
5244,KKR,MI,RR,Chinnaswamy,89,8,16.0
5245,DC,RR,RR,Chinnaswamy,98,8,17.8
5246,MI,MI,CSK,Eden Gardens,228,1,13.5
5247,KKR,KKR,MI,Chinnaswamy,222,0,15.8
5248,KKR,CSK,MI,Narendra Modi Stadium,232,2,14.0
5249,RR,CSK,PBKS,Chinnaswamy,122,4,19.2
5250,CSK,MI,RCB,Chepauk,158,2,10.2
5251,RR,KKR,KKR,Chinnaswamy,90,5,16.3
5252,KKR,PBKS,DC,Eden Gardens,113,6,13.6
5253,CSK,MI,PBKS,Eden Gardens,124,3,10.3
5254,PBKS,PBKS,PBKS,Chinnaswamy,198,7,14.2
5255,SRH,PBKS,MI,Kotla,198,0,18.4
5256,DC,DC,MI,Wankhede,90,9,12.4
5257,MI,CSK,PBKS,Narendra Modi Stadium,139,2,14.9
5258,KKR,MI,MI,Kotla,178,3,18.8
5259,RCB,CSK,SRH,Chinnaswamy,147,1,17.5
5260,SRH,RR,RCB,Narendra Modi Stadium,169,0,15.8
5261,DC,RR,SRH,Wankhede,102,9,11.0
5262,RCB,SRH,RCB,Narendra Modi Stadium,160,9,17.7
5263,CSK,KKR,PBKS,Wankhede,181,6,13.1
5264,MI,KKR,RCB,Wankhede,194,8,10.2
5265,RR,MI,MI,Narendra Modi Stadium,115,6,11.4
5266,MI,DC,RCB,Eden Gardens,203,9,12.3
5267,RR,SRH,SRH,Kotla,212,2,12.4
5268,RR,CSK,MI,Narendra Modi Stadium,230,1,18.3
5269,CSK,RR,RR,Kotla,181,6,14.6
5270,SRH,DC,SRH,Chepauk,149,9,17.0
5271,MI,CSK,DC,Kotla,215,4,18.2
5272,PBKS,MI,KKR,Kotla,201,6,13.5
5273,RR,DC,PBKS,Chinnaswamy,84,7,18.0
5274,RCB,MI,PBKS,Chepauk,217,8,12.6
5275,RR,MI,MI,Wankhede,232,6,12.5
5276,RR,CSK,RR,Chinnaswamy,119,9,12.0
5277,RCB,DC,RCB,Chinnaswamy,180,7,17.9
5278,RCB,KKR,RR,Chepauk,198,8,17.6
5279,CSK,MI,DC,Narendra Modi Stadium,188,2,10.5
5280,RR,PBKS,PBKS,Eden Gardens,122,3,19.1
5281,SRH,RCB,RCB,Chinnaswamy,105,7,16.5
5282,CSK,KKR,RR,Eden Gardens,232,9,18.8
5283,KKR,DC,SRH,Narendra Modi Stadium,221,0,17.0
5284,MI,SRH,DC,Wankhede,150,5,12.7
5285,RCB,CSK,RCB,Eden Gardens,96,8,15.4
5286,KKR,DC,CSK,Chepauk,107,3,19.3
5287,MI,CSK,DC,Wankhede,126,3,16.9
5288,RCB,RCB,DC,Eden Gardens,127,8,19.8
5289,RCB,SRH,RR,Kotla,147,9,15.8
5290,DC,MI,KKR,Chepauk,230,4,12.9
5291,RCB,RR,RCB,Chinnaswamy,124,2,10.7
5292,KKR,SRH,KKR,Chinnaswamy,194,7,10.5
5293,RCB,DC,DC,Wankhede,187,0,16.4
5294,MI,SRH,KKR,Chepauk,225,6,12.5
5295,SRH,SRH,CSK,Wankhede,228,9,19.6
5296,CSK,RR,RCB,Chinnaswamy,164,9,17.9
5297,CSK,KKR,CSK,Kotla,152,1,20.0
5298,CSK,DC,SRH,Wankhede,219,9,18.9
5299,RR,CSK,CSK,Wankhede,106,5,11.0
5300,CSK,KKR,CSK,Eden Gardens,181,4,11.7
5301,CSK,CSK,RR,Wankhede,135,2,15.8
5302,RR,MI,KKR,Narendra Modi Stadium,176,4,11.0
5303,MI,RR,DC,Narendra Modi Stadium,162,8,19.9
5304,SRH,CSK,RCB,Chepauk,161,7,10.3
5305,DC,KKR,SRH,Chinnaswamy,88,1,16.1
5306,KKR,SRH,DC,Narendra Modi Stadium,205,0,12.6
5307,RR,CSK,SRH,Wankhede,118,3,17.1
5308,PBKS,KKR,DC,Kotla,203,8,18.3
5309,CSK,RCB,DC,Chinnaswamy,94,0,16.2
5310,RCB,PBKS,CSK,Narendra Modi Stadium,119,4,13.7
5311,MI,PBKS,DC,Narendra Modi Stadium,107,4,18.9
5312,DC,CSK,MI,Chepauk,222,9,15.0
5313,SRH,RCB,PBKS,Chinnaswamy,187,3,16.3
5314,SRH,CSK,RR,Eden Gardens,213,1,14.6
5315,SRH,RCB,DC,Chepauk,235,9,11.7
5316,CSK,RR,RCB,Chinnaswamy,128,9,11.9
5317,MI,DC,PBKS,Chepauk,98,6,18.5
5318,MI,PBKS,KKR,Kotla,150,0,18.4
5319,SRH,DC,DC,Eden Gardens,183,4,11.8
5320,SRH,MI,RR,Narendra Modi Stadium,169,4,15.4
5321,RCB,RR,MI,Chinnaswamy,94,5,14.7
5322,RCB,RR,SRH,Chinnaswamy,211,3,18.0
5323,DC,DC,DC,Narendra Modi Stadium,231,1,15.7
5324,RR,RCB,DC,Eden Gardens,201,3,17.1
5325,MI,RCB,DC,Chepauk,186,8,14.6
5326,KKR,MI,MI,Chepauk,91,5,20.0
5327,RCB,RR,DC,Chepauk,117,2,14.5
5328,MI,KKR,PBKS,Chepauk,85,8,13.3
5329,PBKS,SRH,SRH,Wankhede,191,0,12.7
5330,MI,RR,PBKS,Eden Gardens,206,1,15.3
5331,KKR,RCB,KKR,Eden Gardens,188,2,17.7
5332,DC,MI,SRH,Narendra Modi Stadium,107,4,10.0
5333,RR,DC,RCB,Kotla,215,7,16.1
5334,KKR,RR,RCB,Chinnaswamy,199,4,17.0
5335,KKR,KKR,MI,Chepauk,214,7,10.9
5336,PBKS,DC,MI,Wankhede,105,2,17.7
5337,MI,PBKS,KKR,Kotla,207,1,10.6
5338,MI,KKR,DC,Chepauk,173,4,14.1
5339,RR,SRH,CSK,Eden Gardens,150,1,17.9
5340,CSK,CSK,RR,Narendra Modi Stadium,167,5,14.6
5341,KKR,KKR,CSK,Wankhede,104,2,17.6
5342,PBKS,CSK,SRH,Eden Gardens,177,3,14.9
5343,RCB,DC,MI,Eden Gardens,168,8,12.1
5344,MI,RCB,RCB,Eden Gardens,208,9,14.0
5345,DC,KKR,CSK,Chinnaswamy,148,2,10.5
5346,DC,DC,RR,Chinnaswamy,136,5,11.3
5347,PBKS,MI,SRH,Kotla,176,1,19.7
5348,DC,CSK,DC,Wankhede,164,7,14.1
5349,RR,RCB,DC,Eden Gardens,151,4,17.5
5350,RR,RCB,MI,Kotla,183,7,15.0
5351,PBKS,SRH,MI,Chinnaswamy,212,4,16.8
5352,CSK,RR,PBKS,Chinnaswamy,124,6,17.3
5353,RCB,KKR,SRH,Wankhede,89,9,15.5
5354,SRH,RCB,KKR,Chinnaswamy,234,0,10.0
5355,DC,RCB,KKR,Wankhede,208,9,13.8
5356,RCB,PBKS,RR,Kotla,183,5,16.7
5357,KKR,RCB,KKR,Kotla,82,3,17.2
5358,SRH,RCB,RCB,Chepauk,223,7,19.5
5359,MI,SRH,RR,Kotla,136,1,12.1
5360,PBKS,CSK,SRH,Chinnaswamy,140,3,16.8
5361,RR,MI,RCB,Kotla,80,2,10.9
5362,RR,KKR,SRH,Chepauk,179,4,15.8
5363,MI,PBKS,SRH,Chinnaswamy,198,0,17.9
5364,RR,MI,PBKS,Wankhede,96,1,19.3
5365,CSK,RR,CSK,Kotla,165,6,12.5
5366,SRH,KKR,DC,Chinnaswamy,150,5,10.3
5367,CSK,MI,MI,Wankhede,223,7,11.6
5368,CSK,DC,RR,Eden Gardens,217,0,16.1
5369,CSK,PBKS,RR,Chinnaswamy,239,8,16.7
5370,DC,PBKS,MI,Chinnaswamy,193,9,12.8
5371,DC,MI,PBKS,Kotla,170,9,13.2
5372,RCB,CSK,RR,Chinnaswamy,201,7,11.9
5373,RR,SRH,RR,Chepauk,113,6,11.6
5374,DC,KKR,MI,Chepauk,219,5,11.6
5375,MI,CSK,CSK,Narendra Modi Stadium,233,4,13.3
5376,MI,PBKS,RR,Eden Gardens,181,0,15.0
5377,RCB,DC,MI,Narendra Modi Stadium,113,1,11.4
5378,DC,RR,RCB,Chepauk,151,8,11.0
5379,KKR,CSK,SRH,Kotla,113,1,17.9
5380,SRH,SRH,CSK,Wankhede,94,6,13.6
5381,MI,RR,SRH,Chepauk,211,7,14.6
5382,KKR,SRH,RR,Eden Gardens,180,9,19.8
5383,DC,KKR,KKR,Chinnaswamy,181,3,16.6
5384,PBKS,CSK,SRH,Chepauk,164,5,12.6
5385,PBKS,KKR,RR,Chinnaswamy,207,5,12.1
5386,CSK,RR,KKR,Wankhede,87,9,15.9
5387,RCB,DC,MI,Wankhede,160,4,17.9
5388,KKR,CSK,CSK,Eden Gardens,92,9,19.9
5389,RCB,RCB,RR,Narendra Modi Stadium,170,2,17.5
5390,PBKS,CSK,PBKS,Eden Gardens,140,6,16.8
5391,RR,RCB,DC,Eden Gardens,137,4,18.8
5392,RCB,DC,MI,Chepauk,216,1,11.4
5393,DC,MI,PBKS,Eden Gardens,238,3,17.9
5394,PBKS,RCB,KKR,Kotla,151,1,17.8
5395,MI,MI,CSK,Wankhede,193,1,18.8
5396,SRH,DC,MI,Eden Gardens,103,1,19.2
5397,RCB,CSK,CSK,Wankhede,185,2,15.8
5398,DC,RCB,RR,Kotla,182,0,11.7
5399,RCB,DC,RR,Kotla,166,1,15.7
5400,DC,RCB,MI,Eden Gardens,222,4,14.7
5401,DC,DC,RCB,Narendra Modi Stadium,130,1,16.4
5402,DC,RR,MI,Eden Gardens,211,7,11.0
5403,KKR,KKR,CSK,Kotla,110,1,18.4
5404,KKR,MI,PBKS,Chepauk,95,2,14.1
5405,RR,RCB,SRH,Narendra Modi Stadium,206,2,19.3
5406,RR,PBKS,MI,Narendra Modi Stadium,181,7,19.1
5407,SRH,CSK,SRH,Eden Gardens,216,6,11.9
5408,PBKS,MI,PBKS,Wankhede,171,9,14.7
5409,KKR,MI,MI,Wankhede,196,5,18.4
5410,DC,SRH,CSK,Chepauk,117,1,13.2
5411,KKR,MI,DC,Chepauk,187,0,16.3
5412,RCB,RCB,KKR,Eden Gardens,119,2,11.3
5413,PBKS,CSK,RCB,Wankhede,107,4,11.4
5414,RCB,RR,DC,Eden Gardens,221,4,19.0
5415,RCB,RCB,RCB,Wankhede,122,5,10.9
5416,RR,RCB,CSK,Narendra Modi Stadium,87,8,15.0
5417,MI,PBKS,CSK,Chinnaswamy,160,1,16.7
5418,RR,RR,CSK,Wankhede,177,5,11.8
5419,RCB,MI,RR,Eden Gardens,109,0,17.9
5420,CSK,MI,DC,Wankhede,133,9,14.4
5421,CSK,RR,PBKS,Chinnaswamy,184,5,15.9
5422,RCB,CSK,KKR,Narendra Modi Stadium,238,7,13.3
5423,RCB,DC,KKR,Kotla,231,5,19.7
5424,MI,CSK,CSK,Chepauk,193,8,17.6
5425,MI,PBKS,SRH,Narendra Modi Stadium,226,2,10.4
5426,SRH,KKR,DC,Chepauk,202,2,12.6
5427,MI,SRH,CSK,Chepauk,95,1,19.4
5428,RR,RCB,RCB,Eden Gardens,83,0,19.5
5429,RR,DC,MI,Narendra Modi Stadium,97,2,12.1
5430,RCB,DC,CSK,Chepauk,159,3,12.2
