ticket_id,city,match,ticket_price,quantity
98463,Chennai,RR vs MI,4548.26,6
98464,Pune,PBKS vs DC,3298.42,1
98465,Kolkata,KKR vs KKR,3091.84,1
98466,Mumbai,DC vs RCB,4217.33,3
98467,Mumbai,SRH vs DC,2051.97,2
98468,Surat,DC vs KKR,4537.68,4
98469,Bangalore,KKR vs RCB,3176.25,2
98470,Chennai,CSK vs KKR,488.91,4
98471,Kolkata,DC vs KKR,2652.1,7
98472,Mumbai,KKR vs SRH,3690.24,4
98473,Pune,SRH vs KKR,4507.45,2
98474,Surat,DC vs KKR,1934.16,1
98475,Mumbai,SRH vs RR,1175.49,6
98476,Chennai,PBKS vs RR,450.25,2
98477,Chennai,KKR vs CSK,4388.38,1
98478,Ahmedabad,KKR vs RR,4115.64,6
98479,Pune,SRH vs PBKS,1449.98,2
98480,Ahmedabad,KKR vs MI,662.69,7
98481,Delhi,KKR vs DC,2341.06,4
98482,Ahmedabad,CSK vs KKR,2218.97,1
98483,Mumbai,CSK vs DC,1011.78,7
98484,Hyderabad,RCB vs CSK,2593.32,1
98485,Kolkata,DC vs SRH,2861.18,3
98486,Kolkata,DC vs DC,587.26,5
98487,Surat,RCB vs CSK,4842.56,3
98488,Delhi,DC vs SRH,4802.12,1
98489,Chennai,SRH vs DC,3365.72,6
98490,Surat,KKR vs KKR,2850.41,7
98491,Delhi,DC vs RCB,4003.89,5
98492,Delhi,DC vs PBKS,4847.45,2
98493,Chennai,RCB vs RR,2214.36,3
98494,Surat,DC vs PBKS,4549.07,2
98495,Delhi,DC vs RCB,801.61,7
98496,Chennai,PBKS vs RR,4992.08,7
98497,Hyderabad,KKR vs RCB,2549.24,3
98498,Hyderabad,DC vs CSK,1470.65,2
98499,Ahmedabad,RR vs RR,337.06,1
98500,Bangalore,CSK vs DC,2232.19,5
98501,Kolkata,RR vs RCB,3044.81,6
98502,Ahmedabad,DC vs RR,2939.38,3
98503,Kolkata,KKR vs DC,1822.61,7
98504,Delhi,RR vs RCB,2419.04,4
98505,Bangalore,RCB vs SRH,764.68,1
98506,Hyderabad,KKR vs SRH,3701.92,1
98507,Ahmedabad,RR vs DC,4357.46,1
98508,Chennai,RCB vs RR,4707.19,3
98509,Hyderabad,DC vs DC,4355.17,7
98510,Delhi,RR vs RR,3603.18,6
98511,Ahmedabad,DC vs RCB,3062.75,6
98512,Ahmedabad,CSK vs CSK,381.31,3
98513,Chennai,DC vs SRH,1258.85,5
98514,Kolkata,CSK vs RR,4868.76,4
98515,Delhi,SRH vs MI,2102.57,3
98516,Kolkata,PBKS vs KKR,2610.02,5
98517,Mumbai,PBKS vs MI,2035.42,1
98518,Mumbai,MI vs PBKS,2404.36,2
98519,Delhi,MI vs RCB,724.16,6
98520,Chennai,MI vs KKR,955.62,4
98521,Chennai,MI vs RR,4773.98,7
98522,Bangalore,CSK vs RCB,4361.97,6
98523,Delhi,RR vs SRH,2257.56,4
98524,Surat,DC vs KKR,4757.63,6
98525,Pune,CSK vs PBKS,2078.37,4
98526,Pune,SRH vs RR,3389.33,7
98527,Ahmedabad,PBKS vs CSK,1646.26,4
98528,Mumbai,CSK vs KKR,1138.68,6
98529,Ahmedabad,PBKS vs DC,1706.56,2
98530,Kolkata,MI vs DC,2874.74,6
98531,Surat,MI vs SRH,4734.63,6
98532,Hyderabad,RR vs DC,1552.23,5
98533,Hyderabad,SRH vs KKR,1808.73,1
98534,Ahmedabad,KKR vs RCB,3501.01,5
98535,Chennai,MI vs PBKS,3190.4,1
98536,Ahmedabad,RR vs PBKS,4004.16,2
98537,Delhi,MI vs RCB,4419.7,6
98538,Pune,PBKS vs MI,4624.48,2
98539,Hyderabad,RR vs DC,3776.11,3
98540,Mumbai,CSK vs DC,3415.73,3
98541,Surat,MI vs PBKS,3802.81,4
98542,Delhi,RR vs PBKS,3187.41,4
98543,Surat,RR vs SRH,2407.73,3
98544,Surat,RR vs RCB,4030.21,2
98545,Chennai,CSK vs CSK,3255.86,4
98546,Chennai,DC vs RCB,2793.59,5
98547,Bangalore,RCB vs CSK,2795.65,5
98548,Hyderabad,CSK vs RR,3914.56,1
98549,Surat,MI vs KKR,4789.57,5
98550,Ahmedabad,DC vs MI,3507.42,7
98551,Hyderabad,KKR vs RCB,1723.21,3
98552,Hyderabad,DC vs RCB,452.13,3
98553,Hyderabad,MI vs MI,1535.89,7
98554,Kolkata,CSK vs RR,4024.18,1
98555,Pune,CSK vs RCB,2229.72,4
98556,Pune,MI vs RCB,4177.54,5
98557,Delhi,PBKS vs RR,1893.58,5
98558,Delhi,SRH vs CSK,1523.87,5
98559,Bangalore,CSK vs RR,767.33,5
98560,Surat,DC vs CSK,953.68,4
98561,Surat,PBKS vs RR,4675.81,6
98562,Surat,SRH vs RR,907.95,6
98563,Ahmedabad,RR vs DC,1630.83,1
98564,Delhi,MI vs KKR,349.11,6
98565,Delhi,RCB vs CSK,4106.06,4
98566,Bangalore,PBKS vs RCB,3757.34,5
98567,Mumbai,PBKS vs RR,2202.67,1
98568,Kolkata,SRH vs RCB,1489.97,3
98569,Chennai,SRH vs DC,2603.98,4
98570,Delhi,RR vs PBKS,1847.36,1
98571,Bangalore,MI vs CSK,3790.47,7
98572,Delhi,MI vs MI,3270.87,1
98573,Surat,MI vs MI,2010.19,4
98574,Surat,RCB vs MI,465.58,2
98575,Bangalore,SRH vs KKR,4853.21,2
98576,Delhi,KKR vs CSK,2389.3,2
98577,Delhi,CSK vs KKR,4837.36,6
98578,Kolkata,MI vs PBKS,799.64,2
98579,Mumbai,DC vs DC,2250.59,7
98580,Ahmedabad,RR vs PBKS,1689.8,7
98581,Kolkata,CSK vs DC,3802.4,1
98582,Mumbai,CSK vs MI,3195.37,1
98583,Bangalore,PBKS vs KKR,4560.55,3
98584,Hyderabad,CSK vs CSK,1606.39,5
98585,Surat,RCB vs RR,560.57,7
98586,Pune,DC vs SRH,3080.8,2
98587,Kolkata,MI vs SRH,775.19,3
98588,Bangalore,MI vs PBKS,1886.7,5
98589,Bangalore,PBKS vs PBKS,451.49,7
98590,Chennai,KKR vs MI,697.54,1
98591,Mumbai,DC vs SRH,716.13,7
98592,Chennai,PBKS vs PBKS,4129.96,5
98593,Chennai,KKR vs KKR,1156.7,4
98594,Kolkata,RCB vs PBKS,3567.73,5
98595,Surat,PBKS vs RCB,608.63,2
98596,Kolkata,RCB vs CSK,3174.59,1
98597,Ahmedabad,SRH vs DC,1444.76,2
98598,Kolkata,MI vs RCB,2792.86,6
98599,Ahmedabad,KKR vs KKR,3861.13,2
98600,Ahmedabad,DC vs DC,3506.23,4
98601,Mumbai,MI vs SRH,4525.43,2
98602,Delhi,DC vs PBKS,3567.96,3
98603,Surat,DC vs KKR,3182.31,4
98604,Ahmedabad,RCB vs PBKS,4500.86,7
98605,Bangalore,CSK vs CSK,3640.51,2
98606,Pune,RCB vs PBKS,3937.03,5
98607,Mumbai,MI vs MI,2499.18,3
98608,Bangalore,KKR vs PBKS,4844.82,5
98609,Ahmedabad,SRH vs RCB,376.47,3
98610,Pune,KKR vs DC,4239.75,2
98611,Bangalore,RR vs RCB,1992.9,2
98612,Chennai,RCB vs RR,4048.19,6
98613,Ahmedabad,KKR vs MI,4940.87,5
98614,Ahmedabad,PBKS vs MI,2798.94,4
98615,Bangalore,CSK vs CSK,4922.26,2
98616,Delhi,RR vs MI,3646.78,1
98617,Delhi,DC vs RR,2894.92,3
98618,Surat,RR vs CSK,1020.71,5
98619,Pune,KKR vs CSK,4385.91,1
98620,Bangalore,PBKS vs DC,3628.1,6
98621,Chennai,CSK vs PBKS,358.2,6
98622,Chennai,CSK vs CSK,1326.27,4
98623,Kolkata,MI vs DC,1733.39,3
98624,Mumbai,MI vs SRH,4284.22,5
98625,Chennai,RR vs CSK,3590.9,4
98626,Chennai,DC vs KKR,4295.93,2
98627,Pune,RCB vs CSK,2257.22,4
98628,Pune,RCB vs DC,1018.88,5
98629,Pune,PBKS vs CSK,1515.57,1
98630,Mumbai,SRH vs DC,2754.11,1
98631,Mumbai,DC vs MI,3216.34,6
98632,Hyderabad,CSK vs RR,2423.3,5
98633,Delhi,KKR vs RR,1377.51,3
98634,Surat,MI vs MI,1160.23,7
98635,Surat,PBKS vs CSK,1863.77,4
98636,Ahmedabad,DC vs MI,2999.71,4
98637,Bangalore,RCB vs PBKS,1937.54,6
98638,Delhi,DC vs CSK,4932.94,3
98639,Bangalore,MI vs RR,3654.25,4
98640,Kolkata,PBKS vs KKR,4567.34,2
98641,Pune,SRH vs PBKS,2511.63,7
98642,Surat,RR vs RR,507.22,7
98643,Chennai,RCB vs MI,1722.46,4
98644,Kolkata,KKR vs MI,4192.26,6
98645,Ahmedabad,RCB vs DC,1752.32,5
98646,Hyderabad,SRH vs CSK,3263.73,5
98647,Mumbai,RR vs DC,2708.38,1
98648,Surat,MI vs PBKS,3924.3,4
98649,Bangalore,SRH vs MI,2318.2,4
98650,Hyderabad,PBKS vs MI,1874.22,4
98651,Pune,PBKS vs RCB,2740.7,4
98652,Mumbai,MI vs RR,2613.77,3
98653,Chennai,RCB vs MI,653.33,6
98654,Mumbai,MI vs DC,635.22,7
98655,Delhi,SRH vs MI,4083.3,2
98656,Kolkata,SRH vs RCB,2909.86,7
98657,Kolkata,CSK vs RR,1511.67,1
98658,Ahmedabad,SRH vs PBKS,991.89,4
98659,Ahmedabad,RCB vs DC,4316.2,3
98660,Ahmedabad,PBKS vs KKR,1996.08,3
98661,Hyderabad,KKR vs RCB,1789.06,7
98662,Mumbai,PBKS vs DC,1303.52,3
98663,Delhi,SRH vs MI,4756.62,6
98664,Pune,KKR vs KKR,3820.89,3
98665,Hyderabad,MI vs SRH,4498.35,1
98666,Kolkata,RR vs MI,2605.63,4
98667,Ahmedabad,RR vs DC,1804.12,3
98668,Bangalore,PBKS vs MI,471.7,5
98669,Kolkata,KKR vs RR,3301.96,3
98670,Ahmedabad,MI vs RCB,3467.0,1
98671,Ahmedabad,KKR vs KKR,319.76,4
98672,Ahmedabad,MI vs RCB,4536.49,7
98673,Delhi,RR vs DC,4599.18,4
98674,Delhi,CSK vs SRH,2251.02,7
98675,Chennai,KKR vs RR,2949.67,5
98676,Chennai,SRH vs RR,1947.64,2
98677,Mumbai,KKR vs DC,1962.53,5
98678,Hyderabad,MI vs SRH,4635.7,3
98679,Surat,RCB vs KKR,3357.29,2
98680,Hyderabad,RR vs RCB,2841.95,7
98681,Pune,PBKS vs MI,3100.98,4
98682,Hyderabad,MI vs CSK,2818.77,4
98683,Pune,MI vs RR,3999.33,2
98684,Pune,SRH vs MI,3281.82,2
98685,Kolkata,PBKS vs RR,3853.36,4
98686,Mumbai,PBKS vs CSK,2355.14,1
98687,Bangalore,MI vs SRH,4576.91,2
98688,Ahmedabad,RCB vs RR,4771.71,6
98689,Mumbai,KKR vs SRH,1273.07,3
98690,Kolkata,KKR vs RCB,2065.08,5
98691,Delhi,MI vs DC,722.68,3
98692,Kolkata,RR vs RR,2636.48,7
98693,Pune,RCB vs DC,1721.85,5
98694,Delhi,CSK vs RCB,1564.92,6
98695,Mumbai,PBKS vs RCB,1300.83,3
98696,Mumbai,SRH vs DC,3065.94,6
98697,Hyderabad,RR vs KKR,1962.88,4
98698,Surat,MI vs DC,4338.68,6
98699,Chennai,RR vs KKR,4210.7,7
98700,Pune,KKR vs DC,1229.01,5
98701,Pune,DC vs DC,2419.66,1
98702,Chennai,MI vs KKR,2865.23,5
98703,Delhi,RR vs RR,3973.0,2
98704,Delhi,PBKS vs RCB,4576.88,6
98705,Mumbai,CSK vs MI,2496.08,4
98706,Pune,MI vs SRH,876.93,5
98707,Delhi,DC vs CSK,2444.37,1
98708,Mumbai,KKR vs MI,2817.74,3
98709,Hyderabad,RR vs RR,2930.67,1
98710,Kolkata,RCB vs RR,2698.72,7
98711,Pune,DC vs RR,2963.71,3
98712,Pune,PBKS vs DC,667.77,4
98713,Surat,CSK vs PBKS,947.33,7
98714,Ahmedabad,CSK vs RCB,333.38,2
98715,Kolkata,SRH vs PBKS,1900.0,7
98716,Bangalore,CSK vs SRH,3420.97,5
98717,Surat,RCB vs PBKS,1580.75,4
98718,Surat,KKR vs DC,556.46,5
98719,Mumbai,SRH vs SRH,862.3,5
98720,Ahmedabad,PBKS vs KKR,1142.95,1
98721,Mumbai,RR vs RCB,1148.92,1
98722,Hyderabad,DC vs RCB,4281.97,5
98723,Bangalore,KKR vs CSK,392.69,7
98724,Surat,RCB vs RR,4580.72,1
98725,Ahmedabad,DC vs DC,4035.6,6
98726,Ahmedabad,KKR vs RR,4057.44,5
98727,Pune,KKR vs RR,4373.29,7
98728,Bangalore,RR vs DC,810.95,6
98729,Pune,DC vs SRH,440.72,5
98730,Mumbai,RCB vs PBKS,2761.15,6
98731,Kolkata,CSK vs SRH,3192.01,1
98732,Bangalore,CSK vs RCB,2909.0,5
98733,Chennai,RCB vs SRH,2882.23,4
98734,Surat,DC vs PBKS,3514.61,1
98735,Hyderabad,CSK vs KKR,362.57,3
98736,Mumbai,RCB vs SRH,3730.89,3
98737,Mumbai,SRH vs DC,2242.43,5
98738,Ahmedabad,CSK vs CSK,2597.47,4
98739,Mumbai,CSK vs RR,2259.14,6
98740,Surat,DC vs RCB,4996.02,6
98741,Bangalore,CSK vs RCB,935.33,6
98742,Ahmedabad,CSK vs CSK,2307.07,5
98743,Hyderabad,KKR vs DC,384.97,5
98744,Chennai,MI vs PBKS,2141.28,5
98745,Pune,KKR vs MI,3787.85,1
98746,Chennai,RR vs MI,4809.34,1
98747,Kolkata,DC vs SRH,4977.09,4
98748,Mumbai,SRH vs PBKS,1823.08,5
98749,Hyderabad,CSK vs KKR,753.76,1
98750,Bangalore,RCB vs SRH,2501.14,6
98751,Pune,SRH vs DC,3243.81,5
98752,Pune,RR vs RR,3297.24,6
98753,Kolkata,SRH vs RCB,520.87,3
98754,Ahmedabad,PBKS vs PBKS,4496.02,7
98755,Surat,KKR vs PBKS,2181.77,2
98756,Hyderabad,RR vs DC,3860.97,7
98757,Chennai,RR vs PBKS,4310.32,5
98758,Kolkata,RCB vs KKR,1816.61,3
98759,Pune,PBKS vs MI,1818.48,2
98760,Chennai,KKR vs CSK,4601.3,3
98761,Surat,RR vs KKR,412.51,7
98762,Kolkata,RR vs PBKS,3136.59,3
98763,Ahmedabad,SRH vs MI,868.02,5
98764,Ahmedabad,CSK vs RR,4655.33,5
98765,Bangalore,SRH vs SRH,1720.71,5
98766,Chennai,MI vs CSK,4840.53,7
98767,Kolkata,DC vs RR,2126.56,7
98768,Ahmedabad,SRH vs SRH,1195.89,2
98769,Delhi,MI vs PBKS,4059.28,3
98770,Mumbai,RCB vs DC,3024.09,3
98771,Ahmedabad,MI vs SRH,769.04,7
98772,Ahmedabad,MI vs MI,3440.33,4
98773,Pune,SRH vs DC,2917.78,7
98774,Bangalore,CSK vs KKR,1639.4,5
98775,Kolkata,RR vs KKR,2668.7,6
98776,Hyderabad,KKR vs DC,1820.98,4
98777,Delhi,RCB vs PBKS,4146.7,5
98778,Bangalore,MI vs RCB,1786.29,4
98779,Pune,DC vs KKR,1725.34,5
98780,Kolkata,CSK vs RCB,4119.51,3
98781,Mumbai,SRH vs PBKS,634.88,3
98782,Surat,MI vs RCB,1339.9,1
98783,Hyderabad,MI vs RR,4200.46,1
98784,Mumbai,KKR vs SRH,3984.38,7
98785,Mumbai,RR vs RCB,2835.11,2
98786,Pune,CSK vs MI,1615.39,2
98787,Surat,CSK vs DC,3350.63,2
98788,Ahmedabad,RCB vs CSK,3460.07,2
98789,Delhi,KKR vs SRH,4898.74,2
98790,Chennai,RR vs PBKS,574.79,1
98791,Surat,PBKS vs SRH,1210.1,2
98792,Ahmedabad,PBKS vs PBKS,1614.53,2
98793,Bangalore,RR vs MI,4895.79,4
98794,Delhi,MI vs SRH,4251.4,2
98795,Mumbai,KKR vs SRH,2435.36,4
98796,Delhi,MI vs SRH,3926.54,3
98797,Ahmedabad,SRH vs RR,2174.8,2
98798,Ahmedabad,MI vs RR,2389.85,4
98799,Kolkata,CSK vs SRH,3805.3,1
98800,Bangalore,PBKS vs DC,4023.85,1
98801,Delhi,PBKS vs PBKS,4957.72,7
98802,Kolkata,KKR vs KKR,4179.17,3
98803,Bangalore,RR vs RCB,4959.17,3
98804,Ahmedabad,RCB vs RR,2158.39,6
98805,Mumbai,RR vs CSK,4040.61,5
98806,Surat,KKR vs KKR,1784.45,3
98807,Surat,KKR vs KKR,3732.52,2
98808,Surat,RR vs CSK,2821.26,1
98809,Delhi,RCB vs MI,3578.29,3
98810,Delhi,CSK vs PBKS,3955.82,1
98811,Kolkata,PBKS vs SRH,1641.98,6
98812,Chennai,MI vs PBKS,4393.86,7
98813,Surat,CSK vs RCB,2817.06,7
98814,Hyderabad,CSK vs PBKS,2670.13,1
98815,Chennai,SRH vs PBKS,3377.63,1
98816,Pune,RCB vs SRH,3566.85,7
98817,Bangalore,SRH vs KKR,1169.92,7
98818,Surat,CSK vs SRH,3969.33,7
98819,Kolkata,DC vs PBKS,570.9,4
98820,Hyderabad,MI vs CSK,4064.08,2
98821,Hyderabad,CSK vs RCB,1985.27,1
98822,Chennai,CSK vs CSK,2138.37,4
98823,Bangalore,DC vs MI,1617.8,4
98824,Chennai,RR vs CSK,3650.05,1
98825,Ahmedabad,CSK vs MI,2994.19,5
98826,Pune,KKR vs DC,2316.65,1
98827,Surat,RR vs RCB,4518.18,2
98828,Chennai,PBKS vs DC,2205.23,7
98829,Pune,RR vs KKR,4036.94,2
98830,Ahmedabad,SRH vs RR,1594.22,6
98831,Pune,RCB vs CSK,1965.0,2
98832,Hyderabad,CSK vs PBKS,653.6,1
98833,Delhi,MI vs KKR,2575.21,6
98834,Kolkata,RCB vs RR,4635.19,2
98835,Pune,RR vs SRH,2348.96,5
98836,Ahmedabad,MI vs MI,4534.61,4
98837,Delhi,KKR vs RCB,1380.16,6
98838,Kolkata,RCB vs DC,3754.19,4
98839,Bangalore,DC vs RCB,3903.25,4
98840,Pune,SRH vs DC,1107.78,1
98841,Bangalore,PBKS vs CSK,696.64,4
98842,Kolkata,RR vs DC,3641.62,6
98843,Mumbai,KKR vs DC,2393.06,7
98844,Delhi,RR vs KKR,4466.85,1
98845,Ahmedabad,MI vs DC,306.07,5
98846,Mumbai,RCB vs CSK,3932.08,1
98847,Ahmedabad,CSK vs SRH,1650.31,6
98848,Pune,MI vs RR,4638.97,7
98849,Kolkata,PBKS vs CSK,691.33,4
98850,Surat,RCB vs MI,4345.24,6
98851,Kolkata,SRH vs MI,3832.12,4
98852,Delhi,RR vs RR,4364.19,5
98853,Pune,PBKS vs RR,4899.18,7
98854,Hyderabad,MI vs SRH,2024.99,7
98855,Bangalore,MI vs MI,4557.59,6
98856,Delhi,CSK vs PBKS,4860.78,7
98857,Chennai,MI vs DC,2889.92,5
98858,Ahmedabad,RCB vs CSK,3687.1,3
98859,Delhi,DC vs PBKS,1746.12,7
98860,Kolkata,RR vs DC,4817.34,4
98861,Bangalore,PBKS vs CSK,348.59,3
98862,Surat,RCB vs RR,2016.0,5
98863,Surat,MI vs RCB,729.12,2
98864,Chennai,PBKS vs MI,385.19,7
98865,Pune,KKR vs RCB,2675.48,5
98866,Chennai,RCB vs DC,2289.36,3
98867,Chennai,SRH vs RCB,3292.39,4
98868,Bangalore,KKR vs RCB,3841.03,5
98869,Chennai,RR vs SRH,1362.93,5
98870,Chennai,SRH vs RR,1794.03,1
98871,Kolkata,MI vs MI,3906.04,5
98872,Chennai,DC vs MI,694.5,2
98873,Mumbai,PBKS vs RR,4667.3,6
98874,Ahmedabad,RCB vs KKR,1344.85,3
98875,Pune,DC vs DC,2731.48,7
98876,Pune,PBKS vs RR,3381.9,5
98877,Mumbai,RCB vs KKR,4654.44,1
98878,Hyderabad,DC vs KKR,3837.97,6
98879,Hyderabad,CSK vs RR,3544.09,5
98880,Delhi,DC vs DC,2607.54,5
98881,Mumbai,KKR vs KKR,401.88,3
98882,Mumbai,RR vs CSK,2385.68,2
98883,Hyderabad,DC vs PBKS,713.13,6
98884,Hyderabad,DC vs CSK,3403.05,7
98885,Delhi,MI vs KKR,918.81,4
98886,Chennai,MI vs KKR,4139.53,1
98887,Chennai,RCB vs CSK,4942.99,5
98888,Mumbai,DC vs KKR,4068.69,4
98889,Surat,RR vs CSK,3058.56,4
98890,Hyderabad,RR vs RR,1736.01,2
98891,Mumbai,SRH vs KKR,3489.82,2
98892,Chennai,RR vs PBKS,4920.99,6
98893,Bangalore,DC vs SRH,4788.4,7
98894,Pune,DC vs CSK,1379.97,1
98895,Pune,RCB vs DC,1588.71,7
98896,Bangalore,RCB vs MI,2305.93,1
98897,Bangalore,KKR vs SRH,1581.43,2
98898,Mumbai,KKR vs KKR,3747.67,6
98899,Bangalore,MI vs MI,1530.81,4
98900,Hyderabad,CSK vs KKR,3418.37,7
98901,Ahmedabad,DC vs MI,2594.45,4
98902,Bangalore,KKR vs SRH,653.73,6
98903,Surat,KKR vs KKR,4849.95,7
98904,Bangalore,MI vs MI,4728.73,1
98905,Hyderabad,SRH vs KKR,4029.16,3
98906,Bangalore,SRH vs SRH,1535.02,4
98907,Delhi,CSK vs CSK,746.68,1
98908,Surat,RCB vs PBKS,2026.35,5
98909,Chennai,RR vs RCB,761.68,3
98910,Ahmedabad,RR vs MI,2807.02,5
98911,Hyderabad,KKR vs SRH,1559.92,3
98912,Kolkata,RCB vs SRH,1158.24,7
98913,Surat,SRH vs RR,4019.83,1
98914,Delhi,RCB vs SRH,1339.99,3
98915,Bangalore,PBKS vs RCB,3796.56,6
98916,Mumbai,RCB vs RCB,4512.06,4
98917,Delhi,PBKS vs PBKS,1733.89,6
98918,Surat,CSK vs KKR,2254.83,2
98919,Hyderabad,SRH vs PBKS,2906.99,2
98920,Bangalore,RCB vs SRH,973.72,7
98921,Ahmedabad,CSK vs KKR,4734.44,2
98922,Chennai,CSK vs CSK,2473.67,5
98923,Hyderabad,RCB vs RR,2090.39,4
98924,Delhi,PBKS vs KKR,896.89,3
98925,Ahmedabad,RR vs KKR,3944.75,7
98926,Mumbai,DC vs MI,4191.37,2
98927,Bangalore,DC vs CSK,1715.49,2
98928,Mumbai,RR vs SRH,3860.75,7
98929,Hyderabad,RR vs RCB,2537.71,1
98930,Bangalore,MI vs CSK,2752.93,7
98931,Surat,MI vs PBKS,4672.33,2
98932,Chennai,DC vs CSK,2577.62,5
98933,Mumbai,RR vs SRH,583.3,1
98934,Pune,MI vs PBKS,4912.44,7
98935,Hyderabad,RR vs RCB,4317.79,2
98936,Hyderabad,MI vs PBKS,462.84,7
98937,Bangalore,DC vs RR,2358.39,2
98938,Chennai,RCB vs DC,2808.22,3
98939,Chennai,SRH vs SRH,4990.37,7
98940,Delhi,KKR vs CSK,668.11,1
98941,Ahmedabad,SRH vs MI,445.8,1
98942,Hyderabad,CSK vs SRH,3652.95,6
98943,Delhi,RCB vs SRH,1704.08,6
98944,Ahmedabad,RR vs SRH,741.96,6
98945,Mumbai,KKR vs MI,2380.13,4
98946,Hyderabad,DC vs SRH,3447.64,2
98947,Kolkata,CSK vs RR,1387.55,2
98948,Bangalore,RCB vs CSK,2903.79,7
98949,Mumbai,SRH vs DC,3830.38,3
98950,Surat,KKR vs RCB,1364.76,3
98951,Ahmedabad,KKR vs MI,3800.39,2
98952,Ahmedabad,PBKS vs DC,1968.46,3
98953,Ahmedabad,RCB vs CSK,4909.01,7
98954,Mumbai,CSK vs RCB,4864.35,3
98955,Pune,PBKS vs DC,1714.39,4
98956,Delhi,SRH vs MI,1005.12,6
98957,Bangalore,MI vs DC,1667.64,1
98958,Mumbai,SRH vs KKR,4228.99,5
98959,Pune,PBKS vs RR,3504.11,3
98960,Surat,SRH vs RCB,2990.95,1
98961,Delhi,DC vs KKR,3431.49,7
98962,Bangalore,RCB vs MI,4085.64,6
98963,Bangalore,PBKS vs RCB,558.6,5
98964,Surat,RR vs RCB,3190.43,6
98965,Bangalore,RCB vs CSK,1979.13,2
98966,Kolkata,RR vs RCB,1984.73,6
98967,Mumbai,CSK vs DC,479.77,7
98968,Mumbai,RR vs PBKS,3795.55,6
98969,Chennai,RCB vs DC,538.45,6
98970,Ahmedabad,RR vs DC,3036.97,4
98971,Surat,DC vs RCB,2397.73,3
98972,Pune,MI vs MI,3125.4,3
98973,Hyderabad,RCB vs SRH,2165.49,5
98974,Chennai,SRH vs MI,4285.92,2
98975,Chennai,RCB vs KKR,3802.12,6
98976,Kolkata,RR vs KKR,4735.49,1
98977,Mumbai,SRH vs DC,2982.47,7
98978,Kolkata,CSK vs DC,2463.01,3
98979,Surat,DC vs DC,821.92,2
98980,Delhi,RR vs KKR,377.37,5
98981,Delhi,RCB vs SRH,1046.76,2
98982,Chennai,KKR vs DC,1337.86,6
98983,Bangalore,RR vs MI,2018.75,4
98984,Kolkata,MI vs RR,1086.93,1
98985,Hyderabad,RCB vs PBKS,3894.7,6
98986,Bangalore,KKR vs RCB,616.74,1
98987,Surat,RCB vs SRH,2465.6,2
98988,Pune,CSK vs CSK,2688.12,1
98989,Pune,PBKS vs SRH,2725.81,6
98990,Surat,DC vs KKR,736.09,4
98991,Kolkata,RCB vs CSK,1672.3,6
98992,Surat,PBKS vs SRH,3019.49,6
98993,Hyderabad,CSK vs SRH,3634.48,4
98994,Bangalore,PBKS vs MI,2423.63,3
98995,Bangalore,PBKS vs PBKS,4294.35,4
98996,Ahmedabad,DC vs SRH,1827.02,4
98997,Surat,PBKS vs RCB,1671.61,5
98998,Mumbai,MI vs RR,3938.96,2
98999,Hyderabad,SRH vs SRH,315.86,2
99000,Surat,MI vs RCB,4378.37,1
99001,Delhi,RCB vs PBKS,1813.56,5
99002,Mumbai,DC vs SRH,1593.11,7
99003,Hyderabad,DC vs SRH,4767.6,3
99004,Mumbai,RR vs SRH,4672.58,2
99005,Chennai,RCB vs KKR,4867.27,7
99006,Bangalore,CSK vs KKR,4442.09,7
99007,Ahmedabad,MI vs RCB,574.99,1
99008,Ahmedabad,PBKS vs KKR,3980.13,2
99009,Chennai,MI vs DC,4064.48,5
99010,Mumbai,SRH vs CSK,4857.05,6
99011,Mumbai,RR vs CSK,1997.54,3
99012,Kolkata,RR vs SRH,4061.23,6
99013,Bangalore,SRH vs SRH,420.88,6
99014,Chennai,RR vs MI,2830.12,3
99015,Surat,PBKS vs DC,2864.86,5
99016,Kolkata,DC vs CSK,1423.11,2
99017,Mumbai,DC vs DC,2347.88,5
99018,Ahmedabad,RCB vs RR,943.03,1
99019,Chennai,CSK vs CSK,2057.78,2
99020,Pune,RR vs PBKS,2238.53,1
99021,Ahmedabad,CSK vs KKR,2459.52,2
99022,Hyderabad,RR vs PBKS,2122.53,6
99023,Bangalore,RR vs CSK,3005.19,1
99024,Pune,MI vs RCB,951.61,7
99025,Surat,KKR vs KKR,3199.95,3
99026,Ahmedabad,DC vs PBKS,1977.82,2
99027,Pune,CSK vs RR,2136.05,4
99028,Mumbai,RCB vs KKR,2566.13,4
99029,Mumbai,CSK vs SRH,2785.57,1
99030,Surat,DC vs MI,4389.12,2
99031,Delhi,DC vs SRH,3172.91,6
99032,Hyderabad,SRH vs RCB,895.39,4
99033,Pune,MI vs RR,4548.8,4
99034,Chennai,MI vs KKR,613.44,3
99035,Bangalore,KKR vs CSK,1020.37,1
99036,Mumbai,CSK vs MI,2468.33,7
99037,Hyderabad,CSK vs RR,2281.74,5
99038,Kolkata,MI vs RR,1741.73,5
99039,Chennai,KKR vs PBKS,2022.15,4
99040,Hyderabad,KKR vs SRH,3422.87,5
99041,Pune,PBKS vs RCB,3256.58,1
99042,Kolkata,KKR vs DC,3384.36,5
99043,Ahmedabad,DC vs RCB,1448.65,6
99044,Delhi,SRH vs RCB,3615.0,3
