date,product,city,amount
2024-10-16,Tablet,Bangalore,4108.01
2024-04-13,Phone,Delhi,25115.77
2024-11-26,Phone,Bangalore,25107.77
2025-02-27,Headphones,Mumbai,40949.31
2024-10-12,Laptop,Delhi,27549.64
2025-06-19,Tablet,Surat,5483.99
2025-10-11,Headphones,Bangalore,23120.76
2025-03-22,Phone,Bangalore,36748.21
2026-01-04,Tablet,Ahmedabad,5665.56
2025-07-01,Tablet,Ahmedabad,24757.17
2025-10-11,Laptop,Delhi,25489.49
2024-12-22,Laptop,Surat,46587.35
2024-08-12,Tablet,Ahmedabad,38970.49
2025-10-04,Laptop,Bangalore,12599.89
2025-07-08,Laptop,Delhi,40484.64
2024-05-10,Phone,Ahmedabad,21721.92
2024-09-07,Laptop,Ahmedabad,25183.8
2025-12-17,Laptop,Mumbai,18819.91
2025-01-24,Headphones,Delhi,4991.71
2025-10-19,Phone,Delhi,49507.51
2025-05-15,Phone,Surat,4782.76
2024-07-26,Tablet,Ahmedabad,4631.62
2025-02-19,Laptop,Delhi,6422.14
2025-08-24,Headphones,Surat,14204.99
2025-07-11,Headphones,Ahmedabad,27481.12
2025-04-26,Phone,Bangalore,38831.76
2024-12-19,Laptop,Mumbai,38306.6
2025-09-14,Headphones,Surat,25348.04
2024-04-25,Tablet,Mumbai,42364.51
2024-10-21,Laptop,Bangalore,1543.93
2025-12-23,Laptop,Delhi,2491.92
2025-05-04,Laptop,Ahmedabad,32468.6
2025-08-24,Headphones,Delhi,23510.79
2024-10-23,Phone,Mumbai,25482.03
2024-10-07,Phone,Delhi,11296.08
2025-12-13,Tablet,Delhi,41943.44
2025-12-15,Headphones,Surat,25407.07
2024-04-30,Laptop,Surat,10935.57
2026-03-03,Tablet,Bangalore,7350.61
2024-03-28,Tablet,Surat,49769.96
2024-06-03,Phone,Surat,36507.31
2025-04-06,Laptop,Surat,26866.4
2024-09-15,Laptop,Surat,28541.11
2025-10-05,Headphones,Bangalore,5958.67
2025-12-13,Headphones,Surat,36214.88
2024-11-20,Headphones,Surat,46002.81
2024-12-18,Tablet,Mumbai,44911.37
2024-07-30,Laptop,Surat,39500.27
2024-07-06,Phone,Bangalore,32809.36
2025-08-03,Tablet,Bangalore,13727.07
2024-09-02,Tablet,Delhi,17563.04
2024-07-26,Phone,Surat,41674.08
2025-01-11,Phone,Ahmedabad,35977.19
2025-07-01,Headphones,Delhi,49524.41
2025-07-16,Phone,Bangalore,4715.76
2025-07-20,Phone,Delhi,17717.72
2024-10-27,Phone,Ahmedabad,44043.34
2025-03-07,Phone,Mumbai,1783.11
2024-09-21,Headphones,Ahmedabad,17130.22
2024-12-30,Tablet,Delhi,48723.87
2025-11-09,Laptop,Surat,27559.57
2024-06-05,Laptop,Mumbai,15758.96
2025-07-29,Tablet,Ahmedabad,46541.65
2025-09-27,Laptop,Surat,17679.09
2024-04-01,Laptop,Ahmedabad,7107.14
2024-10-14,Tablet,Bangalore,29170.76
2026-02-14,Laptop,Surat,35859.07
2024-12-01,Laptop,Bangalore,4426.98
2024-06-18,Tablet,Mumbai,31293.53
2025-11-11,Laptop,Mumbai,18906.24
2024-12-12,Phone,Mumbai,6667.78
2025-07-08,Tablet,Mumbai,31969.45
2024-06-09,Headphones,Bangalore,13819.79
2025-07-29,Laptop,Bangalore,8900.81
2024-12-28,Headphones,Delhi,5140.2
2024-10-27,Laptop,Delhi,20367.11
2024-10-02,Phone,Bangalore,31225.34
2025-01-20,Tablet,Mumbai,48786.23
2025-08-09,Headphones,Delhi,17232.9
2025-12-17,Tablet,Surat,30818.56
2026-02-04,Headphones,Bangalore,6321.0
2025-09-10,Laptop,Surat,46837.12
2024-05-30,Phone,Mumbai,37162.03
2025-11-27,Headphones,Bangalore,35722.4
2024-08-26,Headphones,Delhi,27610.66
2024-12-05,Phone,Delhi,28388.09
2026-02-17,Phone,Surat,22615.21
2025-08-16,Phone,Bangalore,2759.57
2024-04-26,Phone,Mumbai,3989.73
2024-09-22,Phone,Ahmedabad,9998.85
2025-05-05,Tablet,Ahmedabad,9814.05
2025-05-09,Laptop,Mumbai,3331.42
2025-04-22,Laptop,Delhi,25085.11
2026-02-23,Headphones,Ahmedabad,25690.46
2025-06-30,Phone,Mumbai,30170.29
2025-06-20,Tablet,Surat,39468.51
2024-07-30,Tablet,Delhi,46833.81
2024-10-18,Headphones,Mumbai,47428.88
2024-04-17,Phone,Surat,45035.55
2025-09-19,Laptop,Bangalore,37209.0
2025-12-08,Phone,Ahmedabad,33685.24
2025-08-08,Tablet,Ahmedabad,6318.37
2025-06-30,Phone,Ahmedabad,32991.22
2025-08-15,Laptop,Mumbai,8265.58
2024-09-03,Laptop,Bangalore,37405.66
2025-10-30,Headphones,Mumbai,8519.51
2024-10-30,Tablet,Mumbai,34234.31
2024-09-18,Phone,Bangalore,4076.26
2024-05-24,Phone,Surat,16014.82
2025-12-12,Headphones,Delhi,19021.97
2024-12-13,Headphones,Ahmedabad,16026.53
2025-08-29,Headphones,Bangalore,15883.21
2025-12-04,Tablet,Surat,26855.68
2026-03-11,Phone,Bangalore,41268.16
2025-01-03,Headphones,Delhi,43730.19
2024-06-04,Tablet,Bangalore,4137.11
2024-08-09,Phone,Bangalore,10022.44
2024-06-18,Laptop,Surat,15810.27
2025-07-25,Headphones,Ahmedabad,34346.44
2025-05-05,Tablet,Ahmedabad,20420.62
2024-07-29,Phone,Surat,24100.65
2026-03-11,Phone,Surat,39329.44
2025-09-26,Headphones,Mumbai,32274.6
2026-02-02,Headphones,Mumbai,29579.14
2025-01-20,Phone,Delhi,29208.79
2025-10-09,Tablet,Mumbai,10368.74
2026-03-13,Laptop,Mumbai,5980.26
2024-05-25,Phone,Bangalore,16668.78
2025-07-26,Tablet,Bangalore,38537.4
2024-10-15,Headphones,Surat,42735.71
2024-09-17,Phone,Ahmedabad,39972.36
2025-12-29,Headphones,Delhi,8311.39
2025-10-02,Laptop,Mumbai,45985.33
2025-10-16,Headphones,Bangalore,19685.1
2024-06-29,Laptop,Ahmedabad,41964.15
2024-06-18,Headphones,Mumbai,31493.96
2025-06-06,Headphones,Ahmedabad,39772.93
2024-10-20,Laptop,Bangalore,1999.55
2024-04-01,Headphones,Surat,22017.94
2025-05-10,Tablet,Mumbai,30515.34
2025-03-20,Headphones,Mumbai,18807.37
2025-10-07,Phone,Delhi,39575.04
2024-12-23,Headphones,Mumbai,36319.1
2024-09-26,Tablet,Bangalore,19796.04
2025-11-06,Phone,Ahmedabad,22227.67
2024-10-16,Tablet,Ahmedabad,24824.96
2024-09-03,Phone,Surat,27483.46
2025-11-14,Headphones,Surat,15265.54
2024-11-20,Tablet,Bangalore,11839.27
2024-12-19,Headphones,Ahmedabad,6080.38
2025-01-11,Phone,Surat,7446.15
2025-09-03,Tablet,Surat,23647.06
2024-12-21,Laptop,Delhi,33390.28
2025-03-05,Tablet,Delhi,33461.99
2025-10-23,Headphones,Bangalore,23096.47
2024-04-21,Laptop,Bangalore,31130.12
2024-11-20,Laptop,Bangalore,47970.52
2025-09-30,Phone,Bangalore,49123.08
2024-12-01,Laptop,Ahmedabad,42318.25
2025-06-01,Laptop,Mumbai,45761.58
2025-09-21,Phone,Bangalore,7230.07
2024-04-21,Tablet,Delhi,14299.28
2025-03-15,Headphones,Mumbai,47722.18
2025-02-24,Tablet,Mumbai,6948.39
2026-02-07,Laptop,Ahmedabad,43793.14
2024-12-17,Headphones,Surat,22240.95
2025-08-19,Tablet,Mumbai,48761.34
2025-12-03,Headphones,Ahmedabad,35968.82
2025-04-20,Laptop,Ahmedabad,17183.44
2025-05-18,Tablet,Ahmedabad,6344.38
2024-10-30,Headphones,Bangalore,12324.61
2025-09-04,Headphones,Surat,35358.93
2025-04-25,Tablet,Bangalore,16393.19
2026-03-16,Tablet,Delhi,47480.52
2024-09-23,Laptop,Surat,26972.99
2025-09-24,Phone,Bangalore,26471.58
2026-01-28,Headphones,Surat,40453.95
2024-08-04,Tablet,Delhi,39963.79
2025-01-22,Tablet,Bangalore,34508.11
2025-06-04,Tablet,Surat,47628.38
2024-07-02,Headphones,Delhi,29198.81
2025-03-12,Laptop,Ahmedabad,45074.17
2025-08-01,Phone,Surat,23786.19
2024-12-30,Headphones,Delhi,38217.38
2024-04-23,Laptop,Ahmedabad,12087.33
2024-04-27,Headphones,Delhi,42598.57
2026-02-02,Headphones,Mumbai,17962.76
2024-05-21,Tablet,Delhi,36435.6
2025-08-25,Laptop,Bangalore,16458.26
2026-01-01,Tablet,Bangalore,47684.99
2025-11-29,Tablet,Bangalore,9939.84
2025-09-21,Laptop,Bangalore,26590.08
2026-01-24,Tablet,Mumbai,20030.74
2024-09-09,Tablet,Mumbai,26972.8
2024-03-16,Phone,Mumbai,11920.34
2025-04-05,Laptop,Ahmedabad,25432.11
2025-02-22,Laptop,Surat,7026.59
2024-05-17,Tablet,Bangalore,11938.95
2025-12-06,Tablet,Surat,33760.92
2024-12-28,Laptop,Bangalore,23707.31
2024-03-24,Laptop,Bangalore,25096.84
2026-02-19,Headphones,Bangalore,46617.74
2025-04-04,Laptop,Mumbai,11144.55
2025-12-02,Headphones,Ahmedabad,27811.95
2026-01-03,Tablet,Bangalore,26810.43
2025-07-19,Phone,Bangalore,22536.22
2024-10-09,Phone,Bangalore,41585.87
2025-01-11,Headphones,Delhi,28559.87
2025-05-08,Tablet,Bangalore,41110.79
2025-01-18,Tablet,Mumbai,43071.31
2025-01-27,Tablet,Mumbai,4026.03
2026-02-03,Laptop,Surat,46922.69
2025-10-08,Tablet,Mumbai,38274.81
2025-01-13,Laptop,Surat,24474.32
2025-06-06,Headphones,Ahmedabad,41087.44
2025-11-25,Phone,Delhi,11879.3
2024-11-05,Headphones,Mumbai,41060.85
2024-06-14,Tablet,Bangalore,28036.79
2024-07-11,Tablet,Ahmedabad,22489.43
2024-06-21,Headphones,Bangalore,28759.95
2024-08-14,Laptop,Surat,35968.1
2025-05-03,Laptop,Surat,14229.02
2026-01-09,Laptop,Delhi,5325.5
2025-06-20,Phone,Ahmedabad,45386.91
2025-08-26,Phone,Surat,47550.89
2024-04-14,Tablet,Bangalore,31421.88
2025-03-10,Headphones,Mumbai,25777.22
2025-09-09,Headphones,Mumbai,3168.87
2025-12-12,Tablet,Ahmedabad,21078.88
2024-11-13,Laptop,Ahmedabad,17344.48
2025-06-04,Phone,Surat,19477.69
2024-08-23,Headphones,Mumbai,36108.05
2024-08-22,Tablet,Delhi,18381.87
2025-01-03,Laptop,Delhi,39660.4
2025-04-18,Laptop,Delhi,49543.06
2025-07-13,Phone,Delhi,27542.45
2025-12-02,Phone,Surat,14241.06
2026-01-08,Tablet,Bangalore,47913.91
2025-03-17,Tablet,Delhi,36723.82
2025-02-11,Laptop,Surat,11628.44
2025-03-23,Laptop,Delhi,49721.75
2025-05-04,Headphones,Delhi,1007.32
2025-06-24,Laptop,Bangalore,29011.63
2025-03-23,Tablet,Delhi,34381.74
2024-06-05,Phone,Surat,9529.99
2025-07-18,Tablet,Surat,3040.49
2024-06-05,Headphones,Mumbai,865.9
2024-06-18,Headphones,Ahmedabad,46340.0
2025-02-28,Phone,Delhi,29348.12
2024-12-18,Tablet,Delhi,8969.52
2025-06-02,Headphones,Surat,30975.48
2024-05-28,Tablet,Delhi,624.48
2025-09-08,Headphones,Surat,18997.31
2024-05-11,Phone,Mumbai,38512.84
2026-02-13,Headphones,Delhi,5434.52
2025-04-27,Tablet,Mumbai,30385.11
2025-11-29,Tablet,Mumbai,16128.04
2024-07-15,Headphones,Ahmedabad,5378.72
2025-07-23,Laptop,Surat,41319.68
2025-12-19,Phone,Mumbai,27639.79
2024-03-16,Phone,Surat,39665.48
2025-09-06,Headphones,Ahmedabad,48439.85
2024-09-07,Headphones,Surat,9586.49
2024-06-07,Laptop,Ahmedabad,7278.42
2026-01-14,Phone,Delhi,49052.36
2024-06-27,Laptop,Ahmedabad,12048.47
2025-08-22,Phone,Ahmedabad,21632.54
2026-03-12,Headphones,Ahmedabad,41898.1
2025-06-19,Phone,Bangalore,11902.87
2025-10-19,Phone,Mumbai,35718.27
2024-09-13,Phone,Surat,39449.84
2025-01-20,Laptop,Surat,25071.65
2025-01-25,Laptop,Bangalore,24627.73
2025-02-22,Phone,Delhi,11820.84
2024-04-11,Tablet,Mumbai,31483.82
2025-03-20,Laptop,Mumbai,10443.69
2025-01-05,Headphones,Mumbai,13502.35
2024-10-31,Headphones,Mumbai,30019.45
2024-05-14,Phone,Bangalore,14236.35
2025-02-17,Headphones,Surat,23459.19
2025-09-20,Laptop,Delhi,47542.73
2025-05-28,Tablet,Delhi,29938.84
2026-02-21,Tablet,Delhi,37668.54
2025-09-23,Tablet,Bangalore,35296.86
2025-01-12,Headphones,Bangalore,47661.69
2024-07-07,Phone,Ahmedabad,5788.56
2025-10-05,Headphones,Bangalore,9593.47
2025-01-03,Phone,Mumbai,34445.54
2025-07-21,Tablet,Surat,42393.69
2025-11-11,Laptop,Delhi,37452.53
2024-09-02,Headphones,Bangalore,7808.92
2025-06-30,Laptop,Surat,34150.43
2025-11-27,Tablet,Mumbai,31594.86
2025-09-02,Phone,Bangalore,27078.31
2024-12-05,Laptop,Bangalore,28422.27
2025-04-24,Headphones,Surat,30553.64
2024-12-06,Laptop,Mumbai,9460.04
2025-05-26,Laptop,Bangalore,16957.12
2025-10-09,Headphones,Surat,30812.91
2025-09-10,Phone,Mumbai,4431.98
2025-03-10,Headphones,Bangalore,35652.17
2026-03-06,Tablet,Bangalore,37402.57
2025-01-16,Phone,Delhi,7618.86
2025-08-30,Laptop,Ahmedabad,14561.8
2024-07-16,Headphones,Mumbai,11938.99
2025-04-17,Tablet,Surat,10891.11
2026-02-23,Headphones,Delhi,18650.35
2025-02-28,Phone,Bangalore,37852.12
2025-07-08,Tablet,Surat,20632.75
2025-10-24,Laptop,Delhi,26973.88
2025-01-15,Phone,Delhi,6571.64
2024-11-02,Tablet,Ahmedabad,30915.41
2025-07-22,Phone,Delhi,49956.65
2025-06-04,Laptop,Mumbai,36590.21
2024-11-18,Tablet,Ahmedabad,24503.41
2024-04-12,Headphones,Ahmedabad,23830.77
2024-09-13,Headphones,Bangalore,46164.34
2025-07-12,Laptop,Bangalore,20688.67
2024-06-27,Tablet,Mumbai,36454.6
2024-05-13,Laptop,Surat,30693.54
2024-06-19,Laptop,Mumbai,31524.02
2026-02-02,Phone,Ahmedabad,4644.81
2026-02-02,Headphones,Bangalore,33456.28
2024-09-04,Laptop,Mumbai,32280.14
2024-09-17,Phone,Bangalore,37213.2
2025-07-10,Laptop,Mumbai,34034.58
2025-09-16,Laptop,Mumbai,44051.79
2024-06-26,Laptop,Delhi,49872.7
2026-03-07,Headphones,Mumbai,9953.9
2024-12-19,Tablet,Bangalore,44479.67
2025-04-18,Headphones,Mumbai,14959.39
2025-03-28,Phone,Surat,13468.55
2025-03-24,Tablet,Delhi,11613.65
2025-06-21,Phone,Mumbai,27536.81
2025-02-14,Laptop,Surat,26583.37
2025-05-22,Tablet,Bangalore,42600.87
2024-05-22,Phone,Surat,22232.24
2025-04-30,Laptop,Delhi,39283.9
2024-05-16,Phone,Bangalore,48727.55
2025-01-28,Phone,Mumbai,10118.49
2024-06-14,Headphones,Mumbai,4641.66
2025-12-20,Laptop,Surat,17815.11
2024-09-22,Headphones,Mumbai,47931.93
2024-12-28,Tablet,Bangalore,39250.8
2025-04-02,Laptop,Bangalore,22985.28
2025-12-11,Headphones,Mumbai,5107.44
2025-11-16,Headphones,Surat,15167.1
2025-08-26,Tablet,Mumbai,44399.43
2024-04-20,Phone,Ahmedabad,8122.64
2025-02-04,Phone,Mumbai,32887.34
2024-11-22,Phone,Delhi,30847.83
2025-02-09,Tablet,Mumbai,15873.39
2024-05-08,Headphones,Ahmedabad,29728.3
2025-06-03,Laptop,Delhi,36994.05
2024-11-07,Tablet,Surat,3421.09
2024-07-27,Phone,Delhi,39958.21
2024-04-28,Phone,Bangalore,23283.7
2025-05-26,Laptop,Ahmedabad,11494.14
2024-06-26,Tablet,Bangalore,27193.67
2026-02-22,Phone,Bangalore,3419.17
2024-10-02,Tablet,Delhi,42161.95
2025-08-24,Headphones,Delhi,49612.79
2024-04-27,Tablet,Bangalore,34042.14
2024-05-13,Headphones,Surat,16246.92
2024-12-11,Laptop,Mumbai,44691.67
2025-09-24,Headphones,Mumbai,15939.2
2025-05-01,Headphones,Ahmedabad,18393.69
2025-11-19,Laptop,Delhi,46150.74
2025-08-05,Phone,Mumbai,31216.87
2025-09-15,Laptop,Surat,19319.45
2026-01-17,Tablet,Ahmedabad,22382.18
2025-04-15,Laptop,Delhi,34166.6
2024-09-16,Tablet,Mumbai,32814.6
2024-07-29,Phone,Bangalore,18498.94
2025-10-11,Tablet,Surat,6412.16
2025-11-27,Laptop,Surat,21339.92
2024-10-04,Laptop,Delhi,33663.34
2026-03-01,Phone,Surat,13659.73
2025-01-30,Laptop,Delhi,44272.58
2025-08-13,Phone,Surat,17297.7
2025-09-01,Phone,Mumbai,10632.31
2025-05-05,Laptop,Delhi,21301.97
2026-01-02,Headphones,Surat,12264.33
2024-08-05,Tablet,Mumbai,23008.45
2026-02-11,Headphones,Mumbai,4891.58
2025-07-19,Phone,Mumbai,22153.81
2024-04-21,Tablet,Delhi,37059.1
2024-07-21,Headphones,Delhi,14474.2
2025-09-09,Laptop,Surat,49218.74
2026-03-16,Headphones,Bangalore,9642.89
2024-05-06,Tablet,Bangalore,17494.28
2026-02-03,Tablet,Ahmedabad,24853.04
2024-09-06,Tablet,Bangalore,42249.43
2024-09-11,Tablet,Bangalore,22020.69
2025-06-06,Headphones,Surat,36914.07
2024-03-28,Laptop,Delhi,1243.22
2025-02-09,Laptop,Bangalore,1766.46
2024-10-16,Tablet,Ahmedabad,2378.4
2025-09-14,Laptop,Surat,1646.11
2025-11-17,Headphones,Mumbai,10621.52
2025-10-07,Laptop,Mumbai,29998.36
2024-08-24,Phone,Ahmedabad,39624.49
2024-09-09,Laptop,Delhi,28597.73
2025-07-25,Tablet,Mumbai,4524.56
2024-11-16,Laptop,Delhi,35329.28
2024-07-24,Laptop,Bangalore,27871.47
2025-07-23,Laptop,Bangalore,16151.42
2026-02-22,Laptop,Bangalore,9251.84
2024-11-01,Phone,Mumbai,4509.75
2024-05-31,Headphones,Mumbai,24989.07
2024-04-12,Tablet,Delhi,42138.75
2026-01-20,Tablet,Delhi,5483.98
2025-11-05,Laptop,Ahmedabad,5751.22
2026-02-17,Headphones,Bangalore,14086.78
2025-08-01,Laptop,Surat,19311.03
2024-11-18,Phone,Surat,49652.55
2025-12-01,Headphones,Bangalore,27198.22
2024-12-21,Headphones,Ahmedabad,41488.67
2025-10-02,Headphones,Delhi,11660.61
2025-05-29,Headphones,Mumbai,45544.82
2024-05-30,Laptop,Ahmedabad,37319.34
2025-07-17,Phone,Ahmedabad,17047.85
2026-02-16,Headphones,Bangalore,37841.73
2025-10-02,Tablet,Delhi,44382.59
2025-01-27,Tablet,Surat,18294.66
2024-04-21,Phone,Surat,41664.95
2024-08-12,Tablet,Surat,22534.9
2025-04-09,Laptop,Ahmedabad,37396.38
2025-12-27,Laptop,Mumbai,15071.69
2025-12-05,Phone,Delhi,34695.38
2025-05-17,Headphones,Mumbai,43867.27
2026-03-04,Tablet,Surat,24241.9
2024-04-10,Tablet,Mumbai,39036.51
2025-11-20,Phone,Ahmedabad,28063.78
2025-12-16,Phone,Bangalore,42531.44
2025-10-25,Tablet,Mumbai,12238.18
2024-04-16,Headphones,Mumbai,1658.05
2026-01-17,Phone,Mumbai,33676.21
2026-03-01,Laptop,Surat,38966.11
2025-03-12,Tablet,Mumbai,4387.57
2024-05-02,Phone,Delhi,33103.21
2025-07-22,Phone,Ahmedabad,10914.67
2025-01-05,Phone,Delhi,49495.16
2025-06-02,Tablet,Delhi,39250.95
2024-05-18,Laptop,Surat,8152.99
2025-05-31,Laptop,Mumbai,24013.44
2025-12-08,Tablet,Ahmedabad,39489.05
2024-08-23,Phone,Ahmedabad,26327.06
2025-08-23,Tablet,Ahmedabad,48945.1
2024-05-13,Tablet,Mumbai,21914.86
2024-06-18,Phone,Ahmedabad,44400.7
2026-01-26,Tablet,Ahmedabad,5071.44
2025-11-28,Headphones,Bangalore,27676.35
2025-06-19,Laptop,Bangalore,49766.2
2025-10-21,Headphones,Ahmedabad,34090.07
2025-11-22,Headphones,Delhi,8114.34
2025-12-13,Headphones,Mumbai,33200.62
2025-12-12,Tablet,Delhi,21555.09
2026-02-12,Phone,Delhi,35356.21
2025-06-23,Tablet,Mumbai,17895.85
2024-03-25,Laptop,Mumbai,24972.2
2024-04-04,Tablet,Surat,11249.58
2026-03-06,Tablet,Surat,8468.34
2024-10-11,Tablet,Surat,15278.64
2024-06-16,Tablet,Ahmedabad,38903.06
2024-08-04,Headphones,Ahmedabad,39772.57
2024-10-14,Phone,Ahmedabad,27405.04
2024-05-10,Laptop,Surat,9745.56
2024-05-10,Laptop,Mumbai,40551.7
2025-10-09,Laptop,Ahmedabad,43413.64
2024-09-09,Tablet,Mumbai,5566.01
2025-07-29,Laptop,Surat,21005.59
2026-03-02,Headphones,Mumbai,27772.7
2026-01-03,Phone,Ahmedabad,40392.76
2024-12-03,Tablet,Mumbai,31790.76
2025-08-17,Tablet,Surat,20896.55
2025-02-23,Headphones,Ahmedabad,23448.57
2025-02-21,Laptop,Ahmedabad,21736.53
2025-08-03,Tablet,Surat,6780.06
2025-08-07,Tablet,Delhi,39409.9
2024-11-28,Headphones,Bangalore,3674.85
2024-12-26,Headphones,Surat,34459.72
2024-09-16,Laptop,Mumbai,8077.78
2024-05-04,Phone,Delhi,21251.71
2024-11-17,Phone,Surat,6495.87
2025-12-13,Laptop,Bangalore,29768.86
2024-04-24,Phone,Ahmedabad,45114.73
2025-01-18,Headphones,Bangalore,30635.65
2025-09-26,Headphones,Bangalore,19957.01
2025-01-04,Headphones,Surat,46927.41
2024-09-06,Phone,Ahmedabad,15176.74
2025-08-04,Phone,Ahmedabad,13171.13
2025-06-26,Tablet,Bangalore,35907.03
2024-09-29,Tablet,Surat,47864.93
2025-08-24,Tablet,Ahmedabad,39030.68
2025-06-07,Phone,Ahmedabad,19601.76
2024-05-03,Tablet,Mumbai,14125.62
2024-08-08,Headphones,Bangalore,23444.11
2025-12-10,Phone,Delhi,37166.93
2025-01-22,Laptop,Bangalore,14383.76
2024-06-22,Phone,Surat,42044.69
2024-07-31,Tablet,Ahmedabad,32002.38
2025-04-25,Phone,Ahmedabad,24412.22
2024-07-11,Tablet,Mumbai,4971.72
2024-06-26,Tablet,Ahmedabad,21313.39
2026-01-22,Laptop,Ahmedabad,12360.1
2025-02-20,Laptop,Delhi,25699.64
2025-11-14,Headphones,Bangalore,32868.72
2025-11-28,Tablet,Ahmedabad,16245.98
2025-05-20,Phone,Surat,40737.76
2024-07-10,Laptop,Delhi,43429.39
2024-05-11,Laptop,Delhi,12179.64
2025-10-04,Tablet,Mumbai,1877.76
2025-07-08,Phone,Surat,8988.6
2024-10-03,Laptop,Delhi,22952.2
2026-02-27,Laptop,Bangalore,33793.55
2025-07-29,Phone,Surat,30034.17
2024-04-19,Laptop,Bangalore,29345.93
2025-11-03,Phone,Mumbai,11944.35
2024-08-20,Tablet,Mumbai,8442.49
2025-12-26,Laptop,Ahmedabad,2264.78
2025-12-11,Tablet,Bangalore,21830.7
2025-06-19,Phone,Bangalore,15414.12
2025-12-03,Tablet,Mumbai,27640.4
2024-10-26,Tablet,Bangalore,30313.49
2024-05-15,Tablet,Surat,14756.25
2024-08-28,Headphones,Ahmedabad,27881.75
2024-04-26,Phone,Ahmedabad,30626.96
2025-04-14,Phone,Surat,44059.86
2024-07-02,Phone,Delhi,7746.66
2025-11-28,Phone,Bangalore,19508.25
2026-01-20,Phone,Delhi,16232.43
2024-12-23,Laptop,Delhi,13114.07
2024-05-11,Laptop,Bangalore,21555.92
2024-05-14,Laptop,Mumbai,47154.47
2024-08-13,Tablet,Bangalore,42236.01
2024-09-21,Tablet,Mumbai,26357.37
2024-12-04,Phone,Surat,20263.08
2025-07-15,Headphones,Mumbai,21878.07
2024-08-23,Phone,Delhi,13004.89
2024-04-22,Laptop,Delhi,33056.6
2025-05-18,Phone,Delhi,13576.22
2025-07-22,Tablet,Mumbai,6007.36
2024-04-16,Phone,Delhi,16386.73
2025-07-26,Laptop,Ahmedabad,24610.88
2025-07-02,Phone,Bangalore,36553.74
2024-03-20,Tablet,Delhi,24621.94
2024-06-05,Headphones,Mumbai,2221.74
2024-07-23,Laptop,Delhi,35366.55
2024-03-22,Phone,Mumbai,38816.8
2025-11-25,Tablet,Bangalore,5604.06
2025-10-11,Laptop,Mumbai,36199.31
2025-12-28,Laptop,Bangalore,33010.91
2025-04-19,Tablet,Delhi,19817.16
2025-04-19,Phone,Ahmedabad,39919.3
2024-03-19,Phone,Delhi,35673.13
2026-03-13,Phone,Bangalore,28675.96
2024-10-05,Laptop,Surat,38250.32
2024-12-02,Headphones,Surat,22081.27
2024-12-22,Laptop,Surat,30636.51
2024-12-19,Phone,Delhi,2522.53
2026-01-30,Laptop,Mumbai,22832.24
2024-10-08,Headphones,Ahmedabad,30450.96
2024-09-03,Laptop,Ahmedabad,691.99
2025-07-19,Tablet,Delhi,20147.52
2025-08-02,Phone,Bangalore,26941.79
2024-10-01,Phone,Delhi,18839.49
2025-03-05,Phone,Surat,18437.23
2025-07-20,Laptop,Bangalore,42992.59
2024-07-08,Laptop,Ahmedabad,48240.45
2025-07-19,Laptop,Delhi,5281.04
2025-02-05,Phone,Mumbai,45580.15
2024-04-10,Laptop,Mumbai,19246.5
2025-04-12,Phone,Ahmedabad,12273.13
2025-08-21,Laptop,Bangalore,7907.71
2025-07-24,Phone,Surat,37502.04
2024-08-02,Tablet,Mumbai,36313.94
2024-05-22,Laptop,Mumbai,5188.53
2025-03-22,Phone,Delhi,47994.48
2025-12-13,Tablet,Ahmedabad,4088.3
2024-08-27,Tablet,Mumbai,25098.15
2024-11-29,Headphones,Delhi,32443.08
2024-08-16,Laptop,Bangalore,44466.49
2025-10-21,Phone,Mumbai,13845.01
2024-10-12,Headphones,Ahmedabad,13743.99
2024-04-19,Laptop,Delhi,39172.82
2025-07-23,Tablet,Bangalore,20843.86
2025-09-18,Laptop,Delhi,10682.79
2025-05-17,Phone,Surat,1555.93
2025-01-31,Tablet,Ahmedabad,37418.31
2024-03-21,Headphones,Ahmedabad,1243.55
2024-12-09,Laptop,Mumbai,32059.51
2025-10-04,Laptop,Delhi,21728.76
2025-12-17,Headphones,Bangalore,31906.28
2024-07-04,Laptop,Mumbai,38124.43
2026-01-31,Laptop,Ahmedabad,32558.07
2025-08-28,Laptop,Delhi,23552.94
2026-03-01,Tablet,Bangalore,45421.11
2026-01-30,Tablet,Ahmedabad,677.82
2025-01-27,Phone,Bangalore,2862.37
2025-02-06,Laptop,Delhi,24582.44
2024-10-04,Phone,Bangalore,12738.57
2024-04-29,Tablet,Mumbai,21805.03
2025-09-23,Laptop,Mumbai,14715.44
2024-12-13,Phone,Delhi,11946.74
2024-08-23,Laptop,Ahmedabad,46190.09
2025-06-27,Laptop,Surat,11224.01
2025-01-23,Headphones,Surat,5027.87
2024-12-31,Phone,Surat,11673.41
2025-11-28,Tablet,Ahmedabad,21647.38
2026-02-20,Phone,Mumbai,11554.08
2024-07-15,Phone,Mumbai,5337.3
2025-02-03,Phone,Mumbai,13798.9
2024-06-19,Headphones,Delhi,45369.86
2024-08-16,Laptop,Mumbai,37758.81
2025-06-30,Tablet,Mumbai,12048.39
2025-12-12,Headphones,Mumbai,30554.4
2025-02-17,Tablet,Surat,42876.51
2025-02-01,Headphones,Bangalore,48562.91
2026-03-04,Laptop,Mumbai,4176.71
2024-04-23,Tablet,Bangalore,10587.99
